Ligand#,NE_quad,NW_quad,SW_quad,SE_quad,"+,+,+_octant","-,+,+_octant","-,-,+_octant","+,-,+_octant","+,-,-_octant","-,-,-_octant","-,+,-_octant","+,+,-_octant",bite_angle,cone_angle,distance_Rh_max_donor_gaussian,distance_Rh_min_donor_gaussian,buried_volume_Rh_3.5A,buried_volume_donor_max,buried_volume_donor_min,buried_volume_Rh_4A,buried_volume_Rh_5A,buried_volume_Rh_6A,buried_volume_Rh_7A,dispersion_p_int_Rh_gfn2_xtb,dispersion_p_int_donor_max_gfn2_xtb,dispersion_p_int_donor_min_gfn2_xtb,sasa_gfn2_xtb,ip_gfn2_xtb,dipole_gfn2_xtb,ea_gfn2_xtb,electrofugality_gfn2_xtb,nucleofugality_gfn2_xtb,nucleophilicity_gfn2_xtb,electrophilicity_gfn2_xtb,HOMO_LUMO_gap_gfn2_xtb,sum_electronic_and_free_energy_dft,sum_electronic_and_enthalpy_dft,zero_point_correction_dft,entropy_dft,dipole_moment_dft,lone_pair_occupancy_min_donor_dft,lone_pair_occupancy_max_donor_dft,dispersion_energy_dft,nbo_charge_Rh_dft,nbo_charge_min_donor_dft,nbo_charge_max_donor_dft,mulliken_charge_Rh_dft,mulliken_charge_min_donor_dft,mulliken_charge_max_donor_dft,homo_energy_dft,lumo_energy_dft,homo_lumo_gap_dft,hardness_dft,softness_dft,electronegativity_dft,electrophilicity_dft,free_ligand_dipole_moment_dft,free_ligand_lone_pair_occupancy_min_donor_dft,free_ligand_lone_pair_occupancy_max_donor_dft,free_ligand_dispersion_energy_dft,free_ligand_nbo_charge_min_donor_dft,free_ligand_nbo_charge_max_donor_dft,free_ligand_mulliken_charge_min_donor_dft,free_ligand_mulliken_charge_max_donor_dft,free_ligand_homo_energy_dft,free_ligand_lumo_energy_dft,free_ligand_homo_lumo_gap_dft,free_ligand_hardness_dft,free_ligand_softness_dft,free_ligand_electronegativity_dft,free_ligand_electrophilicity_dft,min_NBO_donor,max_NBO_donor,min_bv_donor,max_bv_donor,Rh_donor_min_d,Rh_donor_max_d,std_quad,min_quad,max_quad,std_oct,min_oct,max_oct,ratio_std_oct_std_quad,ratio_min_oct_min_quad,lone_pair_occ_min,lone_pair_occ_max,bite_angle_sin,bite_angle_cos,cone_angle_sin,cone_angle_cos,nbo_charge_max_donor_dft_abs_diff,nbo_charge_min_donor_dft_abs_diff,mulliken_charge_max_donor_dft_abs_diff,mulliken_charge_min_donor_dft_abs_diff,lone_pair_occupancy_max_donor_dft_abs_diff,lone_pair_occupancy_min_donor_dft_abs_diff
L24,0.544881392,0.473662638,0.380962411,0.384312576,0.293323011,0.145426185,0.124448518,0.07968098,0.796439774,0.801899091,0.644176634,0.682243842,99.17685422,239.7866974,2.331159241,2.327349614,0.569214732,0.92349399,0.920838381,0.583316523,0.577260257,0.532331398,0.446025202,56.44017912,56.25867937,61.84190189,825.4650243,5.900418771,4.638177181,5.890335601,7.141892907,0.197138536,-5.900418771,1.241474137,0.055031687,,,,,11.012702,1.14528,1.17096,-4.863133673,-0.08762,1.10775,1.04014,-0.143957,0.451269,0.318325,-6.097255048,-2.089562258,4.00769279,2.003846395,0.499040247,4.093408653,4.180957793,2.746709757145811,1.32456,1.29596,-4.090090118540251,0.80526,0.85804,0.334571,0.407536,-5.2561511362580005,-0.926275547102,4.329875589156001,2.1649377945780004,0.4619070360841128,3.09121334168,2.206899419399497,1.04014,1.10775,0.920838381,0.92349399,2.327349614,2.331159241,0.0786934332265698,0.380962411,0.544881392,0.3152770151943191,0.07968098,0.801899091,4.006395480123364,0.2091570656297636,1.14528,1.17096,-0.9766153811736102,0.2149939470197333,0.8550543929424866,0.5185383159514402,0.1821,0.30249,0.0892109999999999,0.1166979999999999,0.125,0.1792799999999998
L47,0.417862612,0.524817406,0.429692081,0.520126606,0.038169677,0.397010184,0.399617449,0.050283782,0.797555547,0.652624628,0.640635763,0.80910038,93.9430466,265.8654469,2.284447448,2.286527451,0.561405143,0.898644242,0.899826454,0.575643194,0.581777617,0.541698036,0.473083404,59.37901966,59.94981576,59.27747738,1104.830261,6.276014158,4.693792556,6.234874206,7.778695537,0.113807173,-6.276014158,1.50268138,0.055600645,,,,,10.73726723,1.13526,1.13358,-5.886817018,-0.13448,1.11299,1.11431,-0.232406,0.372801,0.371644,-5.951674138,-2.153509013,3.798165125,1.899082563,0.52657005,4.052591575,4.324061207,1.9900418010685104,1.27861,1.28131,-5.104166252623479,0.83652,0.83837,0.347087,0.350676,-4.955193217605,-0.5659968090399999,4.389196408565001,2.1945982042825003,0.455664275150056,2.7605950133225,1.73628248048089,1.11299,1.11431,0.898644242,0.899826454,2.284447448,2.286527451,0.0572177297247159,0.417862612,0.524817406,0.3064991871067046,0.038169677,0.80910038,5.356717027769599,0.0913450399817057,1.13358,1.13526,-0.3000384947114711,0.9539270945367232,0.9207227600725584,-0.390217374144681,0.2759399999999999,0.2764699999999999,0.0209679999999999,0.025714,0.1477299999999999,0.1433500000000001
L169,0.413057958,0.463979324,0.428772707,0.468223246,0.140211655,0.135714408,0.176445808,0.179144157,0.68590426,0.79224424,0.760000683,0.678401257,105.445066,239.0361083,2.315976731,2.326059127,0.600726798,0.928432492,0.919621226,0.599439048,0.566755227,0.511986938,0.443444977,56.63494504,75.73379781,72.40235944,1010.143161,5.906376144,4.82495187,5.687091168,7.029913994,0.282446682,-5.906376144,1.12353785,0.064781645,,,,,11.82383855,1.16557,1.16806,-6.349997418,-0.09477,1.09679,1.08153,-0.23048,0.382915,0.421023,-6.10514635,-1.742344985,4.362801365,2.181400683,0.458421054,3.923745667,3.528874861,1.542946862338428,1.31592,1.32465,-5.54458005974852,0.82934,0.8314,0.417011,0.368057,-4.747298235823,-0.3371490607695,4.4101491750535,2.20507458752675,0.4534993989122233,2.54222364829625,1.4654608770412607,1.08153,1.09679,0.919621226,0.928432492,2.315976731,2.326059127,0.0269211961619452,0.413057958,0.468223246,0.3079080095871319,0.135714408,0.79224424,11.437382192637456,0.3285602065558073,1.16557,1.16806,-0.9797249988685632,0.2003470154307114,0.2716110600260916,0.96240710308658,0.2501300000000001,0.2674499999999999,0.0529659999999999,0.034096,0.15659,0.1503499999999999
L79,0.510041955,0.446491293,0.359358544,0.360280765,0.222881313,0.152211906,0.103339918,0.089358601,0.797202598,0.74077068,0.617221612,0.629358488,99.38764631,247.2194581,2.319348859,2.321874332,0.608763511,0.921583815,0.921746878,0.612648191,0.586564993,0.522558846,0.419028908,53.23396682,62.56142249,60.82642134,789.1447328,5.999423999,4.720908117,5.812976284,7.204869532,0.238469248,-5.999423999,1.205445532,0.061899716,,,,,11.04689246,1.14449,1.15699,-4.322275566,-0.12495,1.11711,1.07624,-0.176372,0.475509,0.36346,-6.028682358,-1.98017249,4.048509868,2.024254934,0.494008923,4.004427424,3.960824975,2.51384162388962,1.31609,1.29946,-3.539954975508514,0.842,0.85516,0.387049,0.411526,-5.254518453155,-0.8166136653505,4.4379047878045,2.2189523939022497,0.4506631159586979,3.03556605925275,2.0763539870006777,1.07624,1.11711,0.921583815,0.921746878,2.319348859,2.321874332,0.0731424481174451,0.359358544,0.510041955,0.3042694359291932,0.089358601,0.797202598,4.1599569574240425,0.2486614065310772,1.14449,1.15699,-0.9100143212795077,0.4145768144339442,0.8228234344299169,-0.5682971016580642,0.22108,0.2751100000000001,0.048066,0.08846,0.1424700000000001,0.1715999999999999
L182,0.511650148,0.378725173,0.395877333,0.417495432,0.188212657,0.173741767,0.109402663,0.095802759,0.835087639,0.583708578,0.7255882,0.695951908,89.95051709,231.8292598,2.289711676,2.298604085,0.572557538,0.922224422,0.933400112,0.578634163,0.563063685,0.507403964,0.425754143,52.62663111,66.77508303,55.38760005,900.1337318,5.917379752,4.287306843,5.73529852,7.069182671,0.262504399,-5.917379752,1.151802918,0.06849281,,,,,9.861212628,1.12782,1.15468,-4.995086025,-0.10639,1.11337,1.07346,-0.176127,0.37925,0.318036,-5.948136658,-1.760848727,4.187287931,2.093643966,0.477636129,3.854492692,3.548147192,0.5229624269486288,1.29824,1.27976,-4.227731671587253,0.81292,0.84213,0.301971,0.351646,-4.902403130608,-0.58776591708,4.314637213528,2.157318606764,0.4635383929219477,2.745084523844,1.7464942404476709,1.07346,1.11337,0.922224422,0.933400112,2.289711676,2.298604085,0.0593030184706632,0.378725173,0.511650148,0.312659767343213,0.095802759,0.835087639,5.272240358184859,0.2529611597801026,1.12782,1.15468,0.9150653246935864,-0.4033056552336221,-0.6040685587542846,0.7969323536690687,0.23133,0.30045,0.03361,0.0772789999999999,0.12508,0.17042
L43,0.500059774,0.575573684,0.474416923,0.571548932,0.146046692,0.465926234,0.412118659,0.123190427,0.854072855,0.685221134,0.730979204,0.82564342,92.81115684,271.4903729,2.280786359,2.287340742,0.554177926,0.905091083,0.89851612,0.56899789,0.59489018,0.577521656,0.530411214,59.72723862,66.38667959,62.85706932,1278.934382,5.388777702,5.592720853,5.868085934,6.56527397,0.154410334,-5.388777702,1.176496268,0.052829363,,,,,12.94127167,1.13777,1.13754,-8.235917864,-0.12093,1.10533,1.1028,-0.190235,0.386419,0.378343,-5.7524868,-1.921940126,3.830546673,1.915273337,0.522118687,3.837213463,3.843891855,3.1744958355619244,1.27727,1.28387,-7.411437240317322,0.83494,0.84009,0.351901,0.367261,-4.757094334441001,-0.4976962325645,4.259398101876501,2.1296990509382505,0.4695499110822463,2.62739528350275,1.6206998760532036,1.1028,1.10533,0.89851612,0.905091083,2.280786359,2.287340742,0.050952692290246,0.474416923,0.575573684,0.2897853487796976,0.123190427,0.854072855,5.687341252332053,0.2596670165579233,1.13754,1.13777,-0.9910122237344546,0.133771343750787,0.967057249708161,0.2545589829231873,0.26271,0.2703899999999999,0.0110819999999999,0.0345179999999999,0.14633,0.1394999999999999
L147,0.366238195,0.403280714,0.366269505,0.403289253,0.019696806,0.19018803,0.190176645,0.019696806,0.712779584,0.616373397,0.61640186,0.712842204,95.17239447,238.8785779,2.288538033,2.28851236,0.54347978,0.896192462,0.896215757,0.541908479,0.512430623,0.458431221,0.384743799,53.9357588,57.14043812,57.24871916,865.4730164,6.261065352,5.53056118,6.192311493,7.732964661,0.125587816,-6.261065352,1.471899309,0.051516176,,,,,13.14210101,1.14572,1.14572,-4.240414463,-0.10019,1.09484,1.09484,-0.169998,0.392118,0.392116,-6.020246828,-2.183169423,3.837077406,1.918538703,0.521230037,4.101708126,4.384589563,2.743300490285379,1.28768,1.28768,-3.543625924687545,0.84123,0.84124,0.370756,0.370743,-5.277920244298,-0.7072238974495,4.5706963468485,2.28534817342425,0.4375700874067038,2.992572070873749,1.9593267458137795,1.09484,1.09484,0.896192462,0.896215757,2.28851236,2.288538033,0.021379938999836,0.366238195,0.403289253,0.3081745101894393,0.019696806,0.712842204,14.414190339448696,0.0537814085720906,1.14572,1.14572,0.7983889147874625,0.6021421266980893,0.1172657914899281,0.9931005659782098,0.2536,0.25361,0.021373,0.021362,0.1419599999999998,0.1419599999999998
L108,0.293468175,0.310005522,0.302858314,0.302801387,0.020732881,0.040776942,0.070162755,0.089495227,0.566203469,0.579234102,0.535440019,0.516221401,86.8639078,226.6744894,2.265822049,2.265417522,0.518088427,0.864552274,0.877352777,0.515602694,0.47572806,0.390415665,0.30235095,48.80718135,51.63002635,51.15265639,700.1944475,6.361017309,5.113692344,5.779853378,7.586683675,0.291812988,-6.361017309,1.225666366,0.067277179,,,,,11.49040333,1.15607,1.15618,-2.772498011,-0.09569,1.0768,1.08181,-0.160118,0.336294,0.328635,-6.198481401,-1.764386207,4.434095194,2.217047597,0.451050307,3.981433804,3.574983044,1.886847163921869,1.30872,1.3065,-2.1350555086820795,0.78533,0.79251,0.28878,0.296679,-4.971520048635,-0.767905286111,4.203614762524,2.101807381262,0.4757809915957019,2.869712667373,1.9590878942332763,1.0768,1.08181,0.864552274,0.877352777,2.265417522,2.265822049,0.006780811077663,0.293468175,0.310005522,0.2654651158528564,0.020732881,0.579234102,39.14946350995341,0.0706478002256973,1.15607,1.15618,-0.8915185440021645,0.452984200276633,0.461618037786823,0.8870787942397469,0.2892999999999999,0.29147,0.0319559999999999,0.047514,0.15032,0.1526500000000001
L157,0.409724871,0.42106192,0.401103249,0.436281402,0.119632478,0.125148722,0.108679688,0.066177852,0.699817264,0.716975117,0.763883117,0.736028646,94.04631578,229.4180454,2.287931021,2.328261304,0.547515608,0.91106038,0.916115356,0.548495593,0.532181262,0.488119643,0.41703361,53.54156003,60.63193487,68.37531323,883.2803402,6.221504235,4.972579764,5.739759229,7.409318547,0.294055083,-6.221504235,1.187814312,0.063732119,,,,,12.17902422,1.15201,1.17539,-4.98557228,-0.08279,1.10122,1.05943,-0.175225,0.427065,0.407275,-5.993851785,-1.784522632,4.209329153,2.104664577,0.475135093,3.889187208,3.593393767,1.1063513546789736,1.31496,1.28378,-4.248372962956778,0.8226,0.8235,0.411303,0.367447,-4.634098874015001,-0.2620456380315,4.3720532359835005,2.1860266179917502,0.4574509714427338,2.4480722560232504,1.3707650495620325,1.05943,1.10122,0.91106038,0.916115356,2.287931021,2.328261304,0.0152085338259457,0.401103249,0.436281402,0.3346255990330138,0.066177852,0.763883117,22.002489054016745,0.1649895685586929,1.15201,1.17539,-0.2001037660276706,0.979774710237789,-0.081690555772286,-0.9966577412018708,0.23593,0.2786200000000001,0.0398279999999999,0.0157619999999999,0.1083899999999999,0.1629499999999999
L178,0.357206697,0.394086973,0.357172541,0.394084127,0.021939737,0.184523776,0.184518083,0.021928351,0.692473657,0.603650171,0.603650171,0.69241673,93.42118439,242.3170517,2.284218249,2.284230298,0.538529631,0.896134225,0.896163343,0.537272671,0.50696722,0.452665654,0.375784884,53.35461787,60.09815921,59.41633447,801.9939844,6.288383633,5.264715584,6.202648865,7.769772146,0.124739649,-6.288383633,1.481388513,0.050726445,,,,,13.27160049,1.14713,1.14714,-3.990432862,-0.08604,1.09326,1.09325,-0.131033,0.406315,0.406329,-5.999566176,-2.19786357,3.801702605,1.900851303,0.526080077,4.098714873,4.418931557,2.644400200423529,1.29272,1.29271,-3.2990115107962694,0.83626,0.83627,0.378272,0.378241,-5.093427053659,-0.8280424470715,4.2653846065875,2.13269230329375,0.4688908936631836,2.96073475036525,2.055137126082877,1.09325,1.09326,0.896134225,0.896163343,2.284218249,2.284230298,0.0213018802904249,0.357172541,0.394086973,0.2995179803589306,0.021928351,0.692473657,14.060635787797649,0.0613942800266944,1.14713,1.14714,-0.7356292932564776,0.6773843391332391,-0.4026566910434003,-0.91535107426494,0.2569800000000001,0.2569999999999999,0.028088,0.0280429999999999,0.1455699999999999,0.1455900000000001
L97,0.504465938,0.436526189,0.423122684,0.372451797,0.325720271,0.098051382,0.132298777,0.191133022,0.683211604,0.775000996,0.612604817,0.655112346,105.1454786,250.7289626,2.330379588,2.332949141,0.613370061,0.924606318,0.913378215,0.628328471,0.618945319,0.548252755,0.434063377,59.18220111,69.27250444,66.97505095,840.0737463,5.893420205,4.329344852,5.82469894,7.094557029,0.222437884,-5.893420205,1.201136824,0.056603803,,,,,9.830825146,1.20375,1.17156,-5.00559851,-0.08211,1.05962,1.05022,-0.157855,0.323059,0.385101,-6.097527162,-2.117589985,3.979937177,1.989968589,0.502520495,4.107558573,4.2392723,0.7788344881937368,1.32762,1.38817,-4.176995826470447,0.83777,0.79674,0.42126,0.309027,-5.2531578839025,-0.7540274797355,4.499130404167,2.2495652020835,0.4445303470527642,3.003592681819,2.00518059888219,1.05022,1.05962,0.913378215,0.924606318,2.330379588,2.332949141,0.0544005118965505,0.372451797,0.504465938,0.2761397842551625,0.098051382,0.775000996,5.076051210331942,0.2632592533846736,1.17156,1.20375,-0.9952140357444316,-0.0977191028268339,-0.5633622669754154,0.8262099951878583,0.2534799999999999,0.22185,0.076074,0.098201,0.2166099999999999,0.1238699999999999
L46,0.479224424,0.582251242,0.485449412,0.55416337,0.129338563,0.430244275,0.437320324,0.160016623,0.829110285,0.73425821,0.671006416,0.810882201,92.03670704,272.2631393,2.282243601,2.289138862,0.560624767,0.89950615,0.907298267,0.579254857,0.600014585,0.578199692,0.525318365,60.09347648,62.80323538,66.34777116,1252.444684,5.857595022,5.704944825,5.861407641,7.077037856,0.204035193,-5.857595022,1.219442834,0.052912232,,,,,13.31413585,1.13589,1.13877,-7.828494996,-0.12337,1.10715,1.09972,-0.199101,0.3733,0.369146,-5.808542253,-1.97309753,3.835444723,1.917722361,0.521451916,3.890819891,3.946994552,3.1089354351610456,1.28187,1.27768,-6.99829939902242,0.83191,0.8358,0.352894,0.344279,-4.766890433059,-0.540418107093,4.226472325966,2.113236162983,0.4732078778116407,2.653654270076,1.6661367783789052,1.09972,1.10715,0.89950615,0.907298267,2.282243601,2.289138862,0.0509495274751225,0.479224424,0.582251242,0.2792196240329863,0.129338563,0.829110285,5.480318226097828,0.2698914256507093,1.13589,1.13877,-0.8019307574772709,-0.597416990227036,0.8701080766187783,-0.4928609692426152,0.26392,0.27524,0.0248669999999999,0.020406,0.1389099999999998,0.14598
L14,0.499240022,0.378067664,0.387292714,0.426632245,0.175392655,0.196882667,0.136135669,0.037361311,0.823087389,0.55925266,0.717128821,0.737224117,90.50104435,236.9010698,2.287788822,2.284063371,0.524937104,0.917105386,0.889920332,0.527698467,0.518840071,0.486289628,0.422742695,51.42853297,64.33947893,56.80738666,986.5937471,5.809367648,4.613171489,5.591898836,6.87018979,0.314923307,-5.809367648,1.060822143,0.07065263,,,,,10.3311913,1.13121,1.14949,-5.031906945,-0.08834,1.1091,1.10026,-0.143316,0.371405,0.363636,-5.858883315,-1.570096917,4.288786398,2.144393199,0.466332387,3.714490116,3.217095827,2.1409337635714003,1.29853,1.28093,-4.3191507768507975,0.81643,0.84623,0.308123,0.360053,-4.778319214780001,-0.4291235422384999,4.349195672541501,2.1745978362707503,0.459855143475593,2.6037213785092503,1.5587629362613875,1.10026,1.1091,0.889920332,0.917105386,2.284063371,2.287788822,0.0551347199798795,0.378067664,0.499240022,0.317879078370255,0.037361311,0.823087389,5.765497285308773,0.098821757472493,1.13121,1.14949,0.568879362650023,-0.8224209814632063,-0.9584793042625492,-0.2851621000420282,0.25403,0.29267,0.003583,0.063282,0.13144,0.1673199999999999
L9,0.318285581,0.427728093,0.394274833,0.324117771,0.07029938,0.184893802,0.113956838,0.068210152,0.566271782,0.670562384,0.534278704,0.720339514,98.4342507,245.681898,2.33606005,2.309059087,0.568748835,0.95355013,0.915253448,0.574956551,0.550274353,0.471810513,0.366125764,53.97948714,81.39907063,66.8819857,731.652383,5.978914866,5.040545413,5.581916781,7.053895328,0.339063682,-5.978914866,1.074980462,0.06433853,,,,,11.48611703,1.22086,1.15475,-4.157076586,-0.09578,1.03174,1.09516,-0.194118,0.367935,0.35293,-5.955211618,-1.779080355,4.176131264,2.088065632,0.478912149,3.867145986,3.581022036,1.0282596753738815,1.30436,1.3682,-3.414074172195568,0.83567,0.75969,0.3479,0.35489,-4.720631078474,-0.0144220340765,4.7062090443975,2.35310452219875,0.4249704977259557,2.3675265562752497,1.191018491059428,1.03174,1.09516,0.915253448,0.95355013,2.309059087,2.33606005,0.0536673993769563,0.318285581,0.427728093,0.2826365722946314,0.068210152,0.720339514,5.2664480778994,0.2143048760980473,1.15475,1.22086,-0.8648635197200735,-0.5020070639516999,0.5953257584324014,0.8034844375262572,0.3354699999999999,0.19607,0.0019599999999999,0.020035,0.2134500000000001,0.0834999999999999
L7,0.433292725,0.363295059,0.393859265,0.447467594,0.084593796,0.191167178,0.217478923,0.133522711,0.781991654,0.535422941,0.677456266,0.654195818,94.65980542,246.7033372,2.275727089,2.312590235,0.582446189,0.906972139,0.925194512,0.589845447,0.5736239,0.506113656,0.409461583,55.98596627,61.54790946,0.0,901.8123083,5.903304114,4.412242869,5.715584767,7.042422642,0.269533761,-5.903304114,1.139118528,0.064859705,,,,,9.867281881,1.11156,1.20912,-4.922350711,-0.08987,1.1472,1.0398,-0.18559,0.408582,0.314465,-6.04936301,-1.788060112,4.261302899,2.130651449,0.469340023,3.918711561,3.603663167,0.7502399149605411,1.37704,1.25369,-4.13836149654154,0.76071,0.89151,0.290234,0.39425,-4.7682510023115,-0.36463255967,4.403618442641499,2.2018092213207496,0.4541719556429837,2.56644178099075,1.4957298187860262,1.0398,1.1472,0.906972139,0.925194512,2.275727089,2.312590235,0.0382411615050842,0.363295059,0.447467594,0.2809555227073784,0.084593796,0.781991654,7.346940094118869,0.2328514905566056,1.11156,1.20912,0.4004664234335504,0.9163114337943952,0.9961028620484236,-0.0881991395589511,0.14829,0.38649,0.079785,0.118348,0.04457,0.2654799999999999
L50,0.498423117,0.632660264,0.475751866,0.628720903,0.157449207,0.496074871,0.446992252,0.137444994,0.839397027,0.769245658,0.810449554,0.814058737,91.85801572,275.8089716,2.285101944,2.281423365,0.566646478,0.905492918,0.900036107,0.589868723,0.61536809,0.600164407,0.558827841,63.85056765,69.46848772,64.87546529,1275.393592,5.970779523,5.226711201,5.998073295,7.286875323,0.164022506,-5.970779523,1.316095801,0.055721952,,,,,12.05294901,1.136,1.13151,-9.157572374,-0.11485,1.1085,1.11281,-0.18507,0.377659,0.363214,-5.946503975,-2.034323146,3.912180829,1.956090414,0.511223813,3.990413561,4.07021073,1.9585962473159189,1.27407,1.28187,-8.294453194153126,0.83156,0.83178,0.33619,0.355204,-4.795190273511,-0.4898049309,4.305385342610999,2.1526926713055,0.4645344936272535,2.6424976022055,1.621874239351385,1.1085,1.11281,0.900036107,0.905492918,2.281423365,2.285101944,0.0834397989080692,0.475751866,0.632660264,0.2943672241067031,0.137444994,0.839397027,3.5278994911172474,0.2889005883583859,1.13151,1.136,-0.682975707096559,-0.7304410883267419,-0.6061268869176257,0.7953679632444016,0.2810300000000001,0.2769400000000001,0.0080099999999999,0.041469,0.15036,0.1380700000000001
L78,0.352746452,0.31956075,0.336695832,0.312672561,0.027512908,0.072177977,0.072787098,0.028964551,0.677979996,0.566943523,0.552558023,0.644427113,89.94518959,208.4777333,2.293474324,2.292469546,0.485149553,0.866741987,0.863306001,0.482046428,0.453062423,0.404260964,0.330415341,47.93606145,54.48412492,53.01892799,741.0644826,6.355155539,5.132053939,5.974442359,7.694530677,0.210932779,-6.355155539,1.339375138,0.060908725,,,,,11.84833456,1.13352,1.13738,-3.149962118,-0.08311,1.12009,1.11683,-0.145426,0.427359,0.414362,-6.082288786,-1.922484354,4.159804433,2.079902216,0.480791833,4.00238657,3.850925811,1.9224637265758748,1.27713,1.27025,-2.5270046635012364,0.84852,0.8506,0.374938,0.389155,-5.14295177445,-0.750489999679,4.392461774771,2.1962308873855,0.4553255332778096,2.9467208870645,1.9768331362917528,1.11683,1.12009,0.863306001,0.866741987,2.292469546,2.293474324,0.017988435386573,0.312672561,0.352746452,0.302461058832574,0.027512908,0.677979996,16.8141949164927,0.0879927164443444,1.13352,1.13738,0.9172009396295716,-0.3984249444282207,0.905526153286193,0.4242904497095239,0.2662299999999999,0.27157,0.025207,0.0524209999999999,0.13287,0.14361
L89,0.365680308,0.395672395,0.365680308,0.395655317,0.020567792,0.19852217,0.198493707,0.020567792,0.710792825,0.592822621,0.592816928,0.710792825,94.99031723,242.0067403,2.287044015,2.287041859,0.545343366,0.8972582,0.897229081,0.543219695,0.513183517,0.458811057,0.380583134,54.85671837,59.07395056,57.85619822,809.9744016,6.176031604,5.810222207,6.016216133,7.523648094,0.177400357,-6.176031604,1.34761649,0.054146038,,,,,13.98080778,1.14588,1.14587,-4.051606205,-0.09943,1.09549,1.0955,-0.158641,0.397791,0.397817,-5.885006245,-2.05364323,3.831363015,1.915681508,0.52200744,3.969324737,4.112254257,3.44133898359345,1.29102,1.29101,-3.35325978244736,0.83596,0.83597,0.372889,0.372891,-5.0338341203995,-0.592663966389,4.4411701540105,2.22058507700525,0.4503317663237794,2.81324904339425,1.7820461512855494,1.09549,1.0955,0.897229081,0.8972582,2.287041859,2.287044015,0.0173110109130705,0.365680308,0.395672395,0.3008773948001684,0.020567792,0.710792825,17.38069465215303,0.0562452818761025,1.14587,1.14588,0.6761596928575484,0.7367550948278443,-0.1039180244423072,-0.9945858656727472,0.2595299999999999,0.25953,0.024926,0.0249019999999999,0.14514,0.14514
L137,0.351488361,0.315812095,0.351476976,0.315746628,0.128575739,0.083688654,0.083574799,0.12859851,0.574400984,0.547935536,0.547918458,0.574355442,103.498739,237.2337728,2.315520019,2.315534237,0.610108787,0.917047149,0.916942322,0.620267209,0.586639888,0.472939816,0.333626034,51.22520327,63.69538403,62.10228647,641.0313238,6.203556937,4.493001451,5.576494588,7.301686912,0.367635387,-6.203556937,1.098129975,0.067560317,,,,,10.93157388,1.19211,1.19213,-3.403249129,-0.10293,1.0368,1.03679,-0.174109,0.259152,0.259175,-6.412635001,-2.006023306,4.406611695,2.203305847,0.453863453,4.209329153,4.020878886,1.284890543976412,1.37178,1.37175,-2.6391815820062297,0.7967,0.79668,0.272709,0.272607,-5.2085312124205,0.093062936871,5.3015941492915,2.65079707464575,0.3772450217199817,2.55773413777475,1.233969205359224,1.03679,1.0368,0.916942322,0.917047149,2.315520019,2.315534237,0.0206133317581074,0.315746628,0.351488361,0.2440284681811182,0.083574799,0.574400984,11.838380667654016,0.2646894427008734,1.19211,1.19213,0.1729446293676698,-0.984931548470694,-0.9990528299350512,0.0435137104688361,0.24011,0.2400999999999999,0.013432,0.0135569999999999,0.1796200000000001,0.17967
L67,0.287624599,0.165490172,0.287658756,0.165512942,0.069815499,0.007394841,0.007406227,0.06983827,0.5054337,0.323585502,0.323619658,0.505479242,89.35677728,235.2204434,2.259578685,2.259567786,0.503045798,0.848601146,0.848350727,0.496112904,0.440381492,0.325870788,0.226547423,45.86812089,54.00112046,53.19583837,594.3525817,6.47364469,5.3926038,6.767929959,8.409334805,0.013760156,-6.47364469,1.935690115,0.010392948,,,,,13.71415138,1.18266,1.18265,-2.359696116,-0.10409,1.04335,1.04333,-0.198687,0.320049,0.31982,-6.18922953,-3.202507907,2.986721623,1.493360812,0.669630536,4.695868718,7.383072747,2.050904400502373,1.34596,1.34595,-1.77572696497464,0.74711,0.74712,0.271621,0.271772,-4.8297487325245,-2.334192609589,2.4955561229355,1.24777806146775,0.801424572911395,3.58197067105675,5.14134455658658,1.04333,1.04335,0.848350727,0.848601146,2.259567786,2.259578685,0.0705176334409611,0.165490172,0.287658756,0.2136730782784194,0.007394841,0.505479242,3.0300659260964986,0.0446844722597786,1.18265,1.18266,0.9840909986783342,0.1776651522394834,0.3885022645962275,-0.9214477686790516,0.2962100000000001,0.2962399999999999,0.0480479999999999,0.0484279999999999,0.1633,0.1633
L3,0.411899489,0.371529577,0.375281078,0.408805497,0.093798922,0.147646346,0.141048485,0.095546586,0.730000057,0.595412807,0.676562509,0.65501557,96.89542993,228.7045153,2.304325788,2.303808589,0.555389256,0.918671962,0.904858135,0.558764198,0.537904828,0.479358474,0.391924452,51.32254034,65.06387597,67.50427531,816.1516,6.004850907,4.985835213,5.495724543,7.038518728,0.383943279,-6.004850907,1.033667821,0.066602694,,,,,11.29595434,1.14854,1.17994,-4.397738549,-0.11171,1.10892,1.08279,-0.203977,0.366702,0.349238,-6.080928217,-1.55894025,4.521987968,2.260993984,0.442283353,3.819934233,3.226876686,0.8183652668582654,1.32909,1.29891,-3.653560374719675,0.7873,0.84174,0.326371,0.35596,-4.5916491133370005,-0.0057143908605,4.585934722476501,2.2929673612382504,0.4361161074093872,2.29868175209875,1.1522051920046397,1.08279,1.10892,0.904858135,0.918671962,2.303808589,2.304325788,0.0214236342358069,0.371529577,0.411899489,0.2940523722957155,0.093798922,0.730000057,13.72560645216034,0.2524669038664451,1.14854,1.17994,0.4741006703684903,-0.8804706436651639,0.5905566217674628,-0.8069962059926935,0.2410499999999998,0.3216199999999999,0.006722,0.0403309999999999,0.11897,0.1805500000000002
