Ligand#,NE_quad,NW_quad,SW_quad,SE_quad,"+,+,+_octant","-,+,+_octant","-,-,+_octant","+,-,+_octant","+,-,-_octant","-,-,-_octant","-,+,-_octant","+,+,-_octant",bite_angle,cone_angle,distance_Rh_max_donor_gaussian,distance_Rh_min_donor_gaussian,buried_volume_Rh_3.5A,buried_volume_donor_max,buried_volume_donor_min,buried_volume_Rh_4A,buried_volume_Rh_5A,buried_volume_Rh_6A,buried_volume_Rh_7A,dispersion_p_int_Rh_gfn2_xtb,dispersion_p_int_donor_max_gfn2_xtb,dispersion_p_int_donor_min_gfn2_xtb,sasa_gfn2_xtb,ip_gfn2_xtb,dipole_gfn2_xtb,ea_gfn2_xtb,electrofugality_gfn2_xtb,nucleofugality_gfn2_xtb,nucleophilicity_gfn2_xtb,electrophilicity_gfn2_xtb,HOMO_LUMO_gap_gfn2_xtb,sum_electronic_and_free_energy_dft,sum_electronic_and_enthalpy_dft,zero_point_correction_dft,entropy_dft,dipole_moment_dft,lone_pair_occupancy_min_donor_dft,lone_pair_occupancy_max_donor_dft,dispersion_energy_dft,nbo_charge_Rh_dft,nbo_charge_min_donor_dft,nbo_charge_max_donor_dft,mulliken_charge_Rh_dft,mulliken_charge_min_donor_dft,mulliken_charge_max_donor_dft,homo_energy_dft,lumo_energy_dft,homo_lumo_gap_dft,hardness_dft,softness_dft,electronegativity_dft,electrophilicity_dft,free_ligand_dipole_moment_dft,free_ligand_lone_pair_occupancy_min_donor_dft,free_ligand_lone_pair_occupancy_max_donor_dft,free_ligand_dispersion_energy_dft,free_ligand_nbo_charge_min_donor_dft,free_ligand_nbo_charge_max_donor_dft,free_ligand_mulliken_charge_min_donor_dft,free_ligand_mulliken_charge_max_donor_dft,free_ligand_homo_energy_dft,free_ligand_lumo_energy_dft,free_ligand_homo_lumo_gap_dft,free_ligand_hardness_dft,free_ligand_softness_dft,free_ligand_electronegativity_dft,free_ligand_electrophilicity_dft,min_NBO_donor,max_NBO_donor,min_bv_donor,max_bv_donor,Rh_donor_min_d,Rh_donor_max_d,std_quad,min_quad,max_quad,std_oct,min_oct,max_oct,ratio_std_oct_std_quad,ratio_min_oct_min_quad,lone_pair_occ_min,lone_pair_occ_max,bite_angle_sin,bite_angle_cos,cone_angle_sin,cone_angle_cos,nbo_charge_max_donor_dft_abs_diff,nbo_charge_min_donor_dft_abs_diff,mulliken_charge_max_donor_dft_abs_diff,mulliken_charge_min_donor_dft_abs_diff,lone_pair_occupancy_max_donor_dft_abs_diff,lone_pair_occupancy_min_donor_dft_abs_diff
L42,0.445480835,0.40408908,0.445512145,0.404012228,0.286816233,0.02150709,0.021495705,0.286844697,0.604145438,0.786671069,0.786528751,0.604179594,94.64772406,250.1675124,2.288332219,2.288340756,0.545215244,0.897112607,0.896984486,0.542490379,0.52712584,0.489230804,0.424797055,54.39052734,59.51453255,57.43094,976.224257,5.923370544,5.802320606,5.808870534,7.118318536,0.232077457,-5.923370544,1.194947992,0.053858476,,,,,13.70364204,1.1436,1.14361,-4.903431683,-0.11448,1.10025,1.10025,-0.201114,0.385316,0.385443,-5.718200454,-1.888198009,3.830002446,1.915001223,0.522192878,3.803199232,3.776583592,3.159522068288177,1.28766,1.28766,-4.181629408328146,0.83793,0.83794,0.363981,0.364024,-4.8651235330895,-0.4342937053979999,4.4308298276915,2.21541491384575,0.4513827156034148,2.64970861924375,1.584569040096175,1.10025,1.10025,0.896984486,0.897112607,2.288332219,2.288340756,0.02392878855417954,0.404012228,0.445512145,0.31384957506282846,0.021495705,0.786671069,13.11598263122308,0.05320558020337939,1.1436,1.14361,0.38936717889383077,0.9210826238727228,-0.9167631251724273,0.39943131114634023,0.26230999999999993,0.26232,0.021418999999999966,0.021334999999999993,0.14405,0.14406000000000008
L80,0.353398268,0.321698366,0.419280099,0.27517747,0.055674786,0.094220183,0.127340419,0.10215014,0.65112175,0.549176548,0.423014522,0.736410058,97.36244014,217.7279603,2.298425733,2.312157339,0.519893776,0.858582976,0.894655004,0.519703153,0.493791587,0.426945666,0.342378589,49.07665161,51.95522723,63.02586832,759.363212,6.543318364,4.620896336,5.878544489,7.84517041,0.269307558,-6.543318364,1.301852046,0.067386733,,,,,10.44725623,1.16959,1.16951,-3.345839719,-0.10207,1.04285,1.06135,-0.192895,0.285631,0.372623,-6.156575868,-1.943165006,4.213410861,2.106705431,0.47467481,4.049870437,3.892677713,1.482099193711406,1.32827,1.32405,-2.6785071899609463,0.79557,0.80573,0.270847,0.31386,-5.336152608305,-0.867498955394,4.468653652911001,2.2343268264555003,0.4475620970752894,3.1018257818495,2.1530697897517017,1.04285,1.06135,0.858582976,0.894655004,2.298425733,2.312157339,0.06049500581805406,0.27517747,0.419280099,0.27968948960257506,0.055674786,0.736410058,4.62334842059152,0.20232319891595776,1.16951,1.16959,0.02692886558130588,-0.9996373523425902,-0.8180815407543006,-0.575102245411257,0.25562000000000007,0.24728000000000006,0.05876300000000001,0.01478400000000002,0.1545399999999999,0.15868000000000015
L19,0.519389399,0.478729158,0.345866802,0.439472171,0.203070652,0.205438823,0.17519341,0.151995582,0.835708146,0.752019492,0.703750932,0.539738021,107.4450874,248.0232912,2.327331896,2.384500423,0.635698146,0.933009924,0.921193627,0.640606573,0.619603608,0.549290217,0.445754086,55.9471357,0.0,64.71502776,843.3721922,5.921450021,4.551180712,5.754499621,7.084642563,0.25469292,-5.921450021,1.163192541,0.062018928,,,,,10.70807203,1.21569,1.156,-5.485043876,-0.08704,0.97868,1.08429,-0.156464,0.267565,0.355714,-6.073036915,-2.022350137,4.050686779,2.025343389,0.493743434,4.047693526,4.044702486,0.8825405033198193,1.38367,1.2981,-4.633060590964756,0.76718,0.82489,0.299858,0.373299,-4.9282539464055,-0.413068825059,4.5151851213465,2.25759256067325,0.4429497232670647,2.6706613857322496,1.5796544428535626,0.97868,1.08429,0.921193627,0.933009924,2.327331896,2.384500423,0.07422128624077551,0.345866802,0.519389399,0.29213542259014175,0.151995582,0.835708146,3.9360059274969705,0.4394627675193874,1.156,1.21569,0.5899017646691671,0.807475020071954,0.16181383332400345,-0.9868213026404485,0.25939999999999996,0.21150000000000002,0.017585000000000017,0.032293000000000016,0.14210000000000012,0.16798000000000002
L103,0.412702163,0.457589248,0.408418392,0.305064242,0.141873929,0.133465784,0.103954732,0.175859458,0.683530396,0.781712711,0.506173753,0.640977326,103.8871765,245.1058876,2.340963352,2.353095331,0.605939014,0.955466129,0.922370015,0.611589132,0.585963861,0.506189623,0.395964859,56.53322039,71.30271202,71.89702076,795.1527995,5.891678026,4.627147978,5.781009217,7.066954721,0.240267478,-5.891678026,1.175276696,0.060884648,,,,,10.82476081,1.19527,1.2154,-4.779748482,-0.06751,1.0171,1.03503,-0.180101,0.384752,0.389523,-5.999021948,-1.991873386,4.007148562,2.003574281,0.499108024,3.995447667,3.983780938,0.6498806428875998,1.34164,1.3678,-3.992112979682085,0.81424,0.76217,0.416798,0.358374,-4.8221295447105,-0.543683473299,4.2784460714115005,2.1392230357057502,0.4674594389219871,2.68290650900475,1.6823835607411008,1.0171,1.03503,0.922370015,0.955466129,2.340963352,2.353095331,0.0645386537848154,0.305064242,0.457589248,0.2855712860598245,0.103954732,0.781712711,4.4248100837674045,0.34076341205535327,1.19527,1.2154,-0.21297511792625926,-0.9770576232466005,0.0616215548142157,0.9980995862048428,0.2728599999999999,0.20285999999999993,0.031148999999999982,0.03204600000000002,0.15239999999999987,0.1463699999999999
L130,0.40461281,0.491919186,0.406517024,0.489417236,0.022526087,0.282797174,0.26333377,0.023436922,0.786699533,0.701041198,0.715500703,0.789597126,93.80083651,245.143141,2.288454394,2.289339724,0.54676435,0.897782333,0.897869689,0.543611508,0.528284743,0.498654134,0.448093082,55.92081985,60.25611032,58.82980915,1080.82191,6.009456635,5.517780677,5.91773927,7.278852282,0.197656377,-6.009456635,1.269395647,0.056098331,,,,,12.84545223,1.13993,1.14089,-5.917038532,-0.11945,1.10514,1.1047,-0.206966,0.383462,0.382712,-5.770446314,-1.85363955,3.916806764,1.958403382,0.510620033,3.812042932,3.710081244,2.6621595688463158,1.28266,1.28493,-5.186259635270998,0.83863,0.83663,0.357216,0.356657,-4.853422637517999,-0.4002794740855,4.453143163432499,2.2265715817162497,0.449120975140263,2.6268510558017497,1.549545167563837,1.1047,1.10514,0.897782333,0.897869689,2.288454394,2.289339724,0.04915117340759555,0.40461281,0.491919186,0.3358715280546269,0.022526087,0.789597126,6.833438649965642,0.05567319284824423,1.13993,1.14089,-0.43221092727528926,0.9017725402471705,0.09875280336258044,0.9951119956206093,0.26807000000000003,0.26651,0.026054999999999995,0.026246000000000047,0.14403999999999995,0.1427299999999998
L18,0.399090873,0.411788481,0.392404775,0.310563408,0.099041915,0.207522358,0.087514161,0.118869654,0.69913983,0.616054605,0.533612656,0.665939896,95.96898235,236.2886194,2.369682849,2.302040054,0.602590384,0.950463567,0.935182165,0.606875737,0.578367916,0.489971201,0.378540159,55.18904594,70.97007616,63.90981746,723.7340076,5.991990064,4.933848695,5.735715571,7.1522048,0.270499165,-5.991990064,1.160214736,0.063408152,,,,,11.78628585,1.16235,1.19882,-4.216953588,-0.10563,1.07223,1.03425,-0.273134,0.341759,0.396429,-5.89453023,-1.875952885,4.018577344,2.009288672,0.497688567,3.885241557,3.756329832,1.6561628603491867,1.31055,1.34558,-3.437594741034311,0.82094,0.78136,0.341994,0.347195,-4.982404602655,-0.5591939627775,4.4232106398775,2.21160531993875,0.4521602435047925,2.77079928271625,1.7356913993391705,1.03425,1.07223,0.935182165,0.950463567,2.302040054,2.369682849,0.04597399448718441,0.310563408,0.411788481,0.273948524773478,0.087514161,0.69913983,5.958771427830643,0.2817916043734296,1.16235,1.19882,0.9887102623032734,-0.14983997202413077,-0.6203354998783142,-0.7843365780012571,0.25288999999999984,0.25129,0.049234,0.00023500000000004073,0.14676,0.1482000000000001
L6,0.519577259,0.380663543,0.356557727,0.491389763,0.217581392,0.168584164,0.231773339,0.066764202,0.821573126,0.592742923,0.751006188,0.646351252,97.45698515,239.5268997,2.272251478,2.305113348,0.533398947,0.901777395,0.891533498,0.536939048,0.533858519,0.502779038,0.436938911,52.8711292,61.74708104,64.91446501,939.334316,6.670989753,6.037884835,6.804994175,8.646708463,0.016724535,-6.670989753,1.97571871,0.044357617,,,,,12.7299294,1.17323,1.13422,-4.596961018,-0.09062,1.09265,1.10846,-0.180517,0.369842,0.407011,-6.600665672,-2.303987972,4.296677699,2.14833885,0.465475919,4.452326822,4.613614405,5.114606050322937,1.32273,1.28143,-3.8621190340196296,0.77911,0.89619,0.302132,0.444801,-5.32254691578,-1.9083344335565,3.4142124822235003,1.70710624111175,0.5857866229513352,3.61544067466825,3.828528933129809,1.09265,1.10846,0.891533498,0.901777395,2.272251478,2.305113348,0.08046116419822114,0.356557727,0.519577259,0.29615736103180734,0.066764202,0.821573126,3.680749141314996,0.18724654367117388,1.13422,1.17323,-0.06756138507281356,-0.9977151192835774,0.6931557092276793,0.7207878763998967,0.21226999999999996,0.31353999999999993,0.03778999999999999,0.06770999999999999,0.14721000000000006,0.14949999999999997
L110,0.244058225,0.255338347,0.267369907,0.361806413,0.026744391,0.031827989,0.082441949,0.020778422,0.461372059,0.478848705,0.641170878,0.513961392,75.7533044,217.5687776,2.257241968,2.29824579,0.50161899,0.90598211,0.926178718,0.508282385,0.485316609,0.396192571,0.282141088,47.92797343,60.81164035,51.21027436,603.7519166,6.389384294,4.816627622,5.585275189,7.513649886,0.384990402,-6.389384294,1.124265591,0.063641472,,,,,11.16046453,1.20931,1.18737,-2.71356654,-0.09024,1.01565,1.07057,-0.119071,0.339376,0.385649,-6.075213826,-1.826700278,4.248513548,2.124256774,0.470752883,3.950957052,3.674240756,1.3731028694165637,1.36269,1.36979,-2.091311484733531,0.71484,0.80315,0.324314,0.36488,-4.759543359095501,-0.4726617583185,4.286881600777001,2.1434408003885004,0.4665395936378318,2.6161025587070004,1.5964967626894186,1.01565,1.07057,0.90598211,0.926178718,2.257241968,2.29824579,0.053955052765078865,0.244058225,0.361806413,0.2644495578783843,0.020778422,0.641170878,4.90129365695928,0.08513715118595164,1.18737,1.20931,0.34766604515680666,0.9376184304102737,-0.7165784700161859,-0.6975064847793618,0.26742,0.3008099999999999,0.020769000000000037,0.01506200000000002,0.18242000000000003,0.15337999999999985
L21,0.448438203,0.6193023,0.539456232,0.496555905,0.148078992,0.330923416,0.152838105,0.258711282,0.748797413,0.907681185,0.840273706,0.820201181,102.3954237,250.6413424,2.305547292,2.319739207,0.555377609,0.898865542,0.928700382,0.557883589,0.564177257,0.55595832,0.525903292,53.69980894,60.43992665,69.11219188,1199.039478,6.979064214,5.344933274,7.595044435,9.775626134,0.047517485,-6.979064214,2.796561921,0.046522738,,,,,11.94848342,1.15487,1.14026,-6.930062337,-0.09614,1.08693,1.11811,-0.155749,0.380212,0.488868,-6.791417481,-2.918421047,3.872996434,1.936498217,0.516396034,4.854919264,6.085789506,3.757629807471726,1.30703,1.2791,-6.167407068219832,0.86135,0.88271,0.417421,0.441542,-6.243924413573,-2.123032261601,4.120892151971999,2.0604460759859995,0.485331798611358,4.183478337587,4.247015052962398,1.08693,1.11811,0.898865542,0.928700382,2.305547292,2.319739207,0.07250094517182439,0.448438203,0.6193023,0.33213889120940715,0.148078992,0.907681185,4.581166361655715,0.33021047495366934,1.14026,1.15487,0.9571901630013708,-0.28945982770223777,-0.6335011902741575,0.7737417152520767,0.23539999999999994,0.22558,0.047326000000000035,0.03720899999999999,0.13883999999999985,0.15215999999999985
L33,0.43130312,0.545467742,0.431103875,0.544118568,0.052947974,0.303495898,0.303131564,0.047756215,0.809658266,0.787439586,0.785105571,0.814451535,93.5619966,245.6047634,2.285307613,2.285651672,0.544953177,0.898160874,0.899005311,0.552266309,0.55593682,0.532477663,0.488016828,52.35072927,57.85795369,58.46948755,1090.017183,7.381769715,4.849173058,7.664048426,10.23131627,0.031498126,-7.381769715,2.849546552,0.04397468,,,,,12.24030668,1.14514,1.14514,-5.541973429,-0.13217,1.09763,1.09762,-0.198543,0.382885,0.383182,-6.775362764,-2.834337867,3.941024897,1.970512448,0.507482204,4.804850315,5.858015911,2.455095658014164,1.28875,1.28849,-4.810385652429483,0.84441,0.84413,0.367298,0.366446,-6.072492687758,-1.9627572036565,4.109735484101501,2.0548677420507504,0.486649325178468,4.01762494570725,3.927578859226292,1.09762,1.09763,0.898160874,0.899005311,2.285307613,2.285651672,0.06558338274159967,0.431103875,0.545467742,0.346260304352582,0.047756215,0.814451535,5.279695707628518,0.11077658487760055,1.14514,1.14514,-0.6332791935802868,0.7739234219083316,0.5316406060589931,0.8469700502315454,0.25349,0.2532200000000001,0.01673600000000003,0.015586999999999962,0.14334999999999987,0.14361000000000002
L36,0.382553526,0.396711317,0.404920217,0.356108002,0.094129099,0.145739285,0.05700119,0.049782823,0.670977952,0.647683348,0.655214815,0.76005761,93.9017238,225.0454025,2.289613948,2.319023033,0.537894847,0.890473584,0.916511368,0.536628701,0.509840828,0.458924441,0.385071842,51.69740185,56.3192768,59.03244724,845.4836114,6.228946772,5.551164105,5.919552256,7.521924737,0.219425708,-6.228946772,1.292977965,0.062004768,,,,,12.65834903,1.15507,1.1493,-4.743714232,-0.09186,1.07011,1.0879,-0.151795,0.349833,0.425374,-5.986504711,-1.916225735,4.070278976,2.035139488,0.491366811,3.951365223,3.835925552,2.218221855450893,1.29967,1.29304,-4.048247813937553,0.82409,0.82885,0.364959,0.357385,-5.146217140656001,-0.7994704927690001,4.3467466478870005,2.1733733239435,0.4601142330142984,2.9728438167125004,2.0331988667574854,1.07011,1.0879,0.890473584,0.916511368,2.289613948,2.319023033,0.021406239770468013,0.356108002,0.404920217,0.32210812079547657,0.049782823,0.76005761,15.047393855685762,0.13979697934448548,1.1493,1.15507,-0.3391900832675451,0.94071785749658,-0.9124649114390134,0.4091549650103165,0.2590500000000001,0.2460199999999999,0.06798899999999997,0.015125999999999973,0.14373999999999998,0.14460000000000006
L102,0.318612912,0.305462733,0.318621451,0.305454194,0.064942532,0.094686986,0.094658522,0.064936839,0.572283292,0.516238479,0.516249865,0.572306063,100.2668898,228.3553031,2.294409556,2.294406415,0.562721301,0.902918841,0.90316926,0.572826795,0.545591435,0.443246859,0.312027149,51.52807359,60.6923586,60.49749714,631.9717019,6.295763231,4.702773342,5.617921497,7.426139739,0.35845501,-6.295763231,1.130376507,0.06812268,,,,,11.45546096,1.21042,1.21042,-3.054480015,-0.11102,1.02884,1.02885,-0.183154,0.265338,0.265369,-6.357668003,-1.959219724,4.398448279,2.19922414,0.454705813,4.158443863,3.931535457,1.5257991053870754,1.40517,1.40518,-2.355386302959594,0.78694,0.78693,0.273953,0.273945,-5.0550590007385,-0.003809593907,5.0512494068315,2.5256247034157497,0.3959416451096484,2.52943429732275,1.2666248187665587,1.02884,1.02885,0.902918841,0.90316926,2.294406415,2.294409556,0.007597190979084427,0.305454194,0.318621451,0.24942157452575855,0.064936839,0.572306063,32.830762740127604,0.21259108657057757,1.21042,1.21042,-0.26101655655668327,0.9653343240573661,0.8310320698016709,-0.556224504099874,0.24192000000000002,0.2419,0.008575999999999973,0.008614999999999984,0.19476000000000004,0.19474999999999998
L70,0.408196376,0.359580561,0.455847276,0.383176878,0.070840188,0.109858081,0.133124221,0.150680564,0.745552564,0.60930304,0.633229536,0.761013987,102.9152722,231.2428134,2.338387557,2.337629524,0.558417583,0.897031075,0.916761787,0.557503414,0.531136672,0.480866479,0.401715928,49.129238,55.53491623,64.46248836,790.7248549,6.33943959,4.719687349,5.997914667,7.691731613,0.200377356,-6.33943959,1.352292024,0.061346896,,,,,10.91351128,1.16851,1.16077,-4.352129928,-0.09321,1.05062,1.07227,-0.169689,0.328791,0.445402,-6.129364483,-2.143168687,3.986195796,1.993097898,0.501731501,4.136266585,4.291987181,2.077645215141411,1.31505,1.29806,-3.622845815006309,0.82163,0.82553,0.360154,0.388856,-5.252885770052,-1.1344426427345,4.1184431273175,2.05922156365875,0.485620400275547,3.19366420639325,2.4765404663584,1.05062,1.07227,0.897031075,0.916761787,2.337629524,2.338387557,0.04119580718696822,0.359580561,0.455847276,0.3102601909176337,0.070840188,0.761013987,7.5313536037662745,0.19700783547083903,1.16077,1.16851,0.6869512464266605,-0.7267035055872908,-0.9441623597346598,0.32948055854675085,0.24674000000000007,0.22899000000000014,0.05654600000000004,0.031362999999999974,0.1372899999999999,0.14654000000000011
L48,0.363326369,0.434858223,0.36334914,0.434841145,0.018290704,0.191178563,0.191155793,0.018285012,0.708362034,0.678537882,0.678526497,0.708413269,94.17169316,241.7558845,2.286019855,2.286037588,0.544405749,0.898492825,0.898708302,0.542560207,0.512974599,0.466979228,0.399174129,54.86757119,59.43054782,58.53726695,857.7027276,6.146211533,5.087388463,5.972324952,7.463218056,0.19068157,-6.146211533,1.317006522,0.056961113,,,,,12.21727105,1.14552,1.14552,-4.348912669,-0.10306,1.09827,1.09827,-0.166574,0.394934,0.394892,-5.88255722,-1.987519564,3.895037656,1.947518828,0.513473855,3.935038392,3.975449922,1.631115035796065,1.29178,1.29178,-3.647662603614185,0.83521,0.83521,0.367959,0.367867,-5.0098881015555,-0.5929360802395001,4.416952021316,2.208476010658,0.4528009338448992,2.8014120908975,1.776770421130469,1.09827,1.09827,0.898492825,0.898708302,2.286019855,2.286037588,0.04128743338233088,0.363326369,0.434858223,0.32160097127041,0.018285012,0.708413269,7.789318563164558,0.05032668575728948,1.14552,1.14552,-0.07601305632899079,0.997106822395437,0.146223671187824,-0.9892515544513211,0.26306000000000007,0.26306000000000007,0.02702500000000002,0.026975000000000027,0.14625999999999983,0.14625999999999983
L155,0.478453061,0.376994586,0.392063212,0.419004002,0.176690595,0.203628539,0.128769291,0.057223206,0.780215526,0.550360634,0.709238713,0.726903218,93.51834089,234.6029094,2.291287413,2.276155617,0.522549385,0.90368757,0.881312896,0.520568245,0.507783182,0.47759082,0.416591001,52.20034573,64.69731611,54.7223529,950.8843904,5.789955208,4.956792279,5.580611479,6.842553526,0.317986839,-5.789955208,1.052598318,0.068257268,,,,,10.96550513,1.15572,1.13203,-4.633762569,-0.08917,1.09836,1.11016,-0.176098,0.377734,0.435293,-5.911673402,-1.595947733,4.315725669,2.157862834,0.463421485,3.753810568,3.265057805,1.4019186459991178,1.30513,1.27772,-3.929348858820243,0.80545,0.86059,0.316429,0.402603,-4.8531505236675,-0.563275670535,4.2898748531325,2.14493742656625,0.4662140664871807,2.70821309710125,1.7097044623469833,1.09836,1.11016,0.881312896,0.90368757,2.276155617,2.291287413,0.044729631736660266,0.376994586,0.478453061,0.3040078048162475,0.057223206,0.780215526,6.79656400048301,0.15178787209426928,1.13203,1.15572,-0.6664512767740062,0.7455485870728326,0.8502918784268715,-0.5263114301260255,0.24957000000000007,0.29291,0.03269,0.061305,0.14568999999999988,0.14940999999999982
L26,0.445466604,0.449721911,0.385331572,0.356913522,0.177977149,0.128831911,0.06943978,0.097533345,0.712956058,0.77061191,0.644387264,0.6731298,100.7015887,229.6360608,2.293686826,2.309857466,0.578969437,0.918043002,0.920954855,0.584138942,0.566692157,0.505156696,0.409461583,53.73786052,71.69028512,67.67623115,830.6649723,5.899248254,4.490668838,5.856791066,7.120202063,0.210162743,-5.899248254,1.220953809,0.059965068,,,,,10.24253763,1.16404,1.17145,-4.463728041,-0.06784,1.06292,1.077,-0.112212,0.413235,0.392326,-6.012627641,-1.931191997,4.081435644,2.040717822,0.490023652,3.971909819,3.865323133,0.7651977587525985,1.31556,1.32038,-3.717321488076088,0.84268,0.83353,0.425476,0.37742,-5.185401535128,-0.7534832520345,4.4319182830935,2.21595914154675,0.4512718584251491,2.96944239358125,1.9895646908550004,1.06292,1.077,0.918043002,0.920954855,2.293686826,2.309857466,0.04568285275873645,0.356913522,0.449721911,0.31452946314294966,0.06943978,0.77061191,6.885066149525844,0.19455631608151852,1.16404,1.17145,0.16979710923065386,0.9854790417339748,-0.2953263512887588,-0.955396434070417,0.24346999999999996,0.2202400000000001,0.01490600000000003,0.012241000000000002,0.14893,0.1515200000000001
L54,0.394989269,0.402708595,0.403528347,0.380182509,0.125063331,0.179075844,0.062631288,0.052429937,0.664915207,0.626341347,0.697733729,0.754626757,97.06430744,227.0565887,2.292330814,2.327308968,0.550456578,0.899389676,0.914577898,0.551715443,0.527795954,0.474656447,0.395342929,51.298991,56.38312747,61.01319097,854.4839422,6.428226818,4.628276744,6.099197722,7.853443031,0.172018491,-6.428226818,1.425216213,0.061463723,,,,,10.83532066,1.16131,1.14727,-4.665442417,-0.08468,1.06479,1.087,-0.149032,0.372666,0.395306,-6.042832278,-2.084392095,3.958440183,1.979220092,0.505249519,4.063612186,4.17157851,1.1768390756598797,1.30623,1.28921,-3.9470809565238265,0.83465,0.83512,0.392487,0.351501,-5.2844509767100005,-0.8057291113305001,4.478721865379501,2.2393609326897503,0.4465559729127166,3.04509004402025,2.0703615127048187,1.06479,1.087,0.899389676,0.914577898,2.292330814,2.327308968,0.010819999554933388,0.380182509,0.403528347,0.3150200482907355,0.052429937,0.754626757,29.114608248491272,0.13790728336742078,1.14727,1.16131,0.31937021312261027,-0.9476300264185483,0.759092309890936,0.6509829990594556,0.25188,0.2301399999999999,0.04380499999999998,0.019820999999999978,0.14193999999999996,0.14491999999999994
L84,0.284917712,0.268761777,0.284894941,0.268801626,0.056767788,0.024472997,0.024484382,0.056779174,0.513067635,0.513050557,0.51311887,0.513010708,95.36484031,227.8193982,2.267005891,2.26702729,0.508584141,0.886065039,0.886140747,0.506916858,0.471187049,0.379435575,0.276781394,46.69433769,56.44552435,56.89363772,592.8907785,6.80267718,4.537185506,6.158809889,8.302283793,0.186796724,-6.80267718,1.499606613,0.061086344,,,,,10.95206184,1.19992,1.19991,-2.767267955,-0.07896,1.01962,1.01959,-0.185166,0.324968,0.324861,-6.564474529,-2.310246591,4.254227939,2.127113969,0.470120555,4.43736056,4.628376529,0.2189774874273609,1.37287,1.37287,-2.150292303328608,0.76246,0.76242,0.30319,0.303099,-5.207714870869,-1.0821967834385,4.1255180874305,2.06275904371525,0.4847875970035225,3.1449558271537503,2.397455772859935,1.01959,1.01962,0.886065039,0.886140747,2.267005891,2.26702729,0.009309575440037464,0.268761777,0.284917712,0.25282242162844293,0.024472997,0.51311887,27.157245059869833,0.09105832411578378,1.19991,1.19992,0.8988159554178851,0.43832622358950235,0.9985460860583575,-0.05390467528457389,0.25717,0.25715999999999994,0.021762000000000004,0.021777999999999964,0.17296,0.17294999999999994
L52,0.359270307,0.393210295,0.361109055,0.393998736,0.024404684,0.18704565,0.186743936,0.024108663,0.694135931,0.59937494,0.601253537,0.698109448,94.34342091,240.7514729,2.286678738,2.287217108,0.539350773,0.895283964,0.894637533,0.537493793,0.50711701,0.453717856,0.376909907,54.40704097,59.79524066,60.32303321,817.0643043,6.221197058,5.854520082,6.098078175,7.626120245,0.152845012,-6.221197058,1.404923187,0.052698098,,,,,14.49103038,1.14739,1.1471,-4.099091552,-0.08672,1.09315,1.09331,-0.136996,0.410051,0.410414,-5.947048203,-2.116501529,3.830546673,1.915273337,0.522118687,4.031774866,4.243574078,3.808281536336304,1.29295,1.29254,-3.4063314637414104,0.83612,0.83757,0.379935,0.381291,-5.0395485112600005,-0.704774872795,4.334773638465,2.1673868192325,0.4613851072297805,2.8721616920275004,1.9030550319742792,1.09315,1.09331,0.894637533,0.895283964,2.286678738,2.287217108,0.019309345590252252,0.359270307,0.393998736,0.2987025352566026,0.024108663,0.698109448,15.46932462627805,0.06710452417098861,1.1471,1.14739,0.09549555969024243,0.9954298559313194,0.9132377526387848,-0.40742705746582625,0.25573999999999997,0.2570300000000001,0.02912300000000001,0.030115999999999976,0.14544,0.14556000000000013
L44,0.347540461,0.347318445,0.353315724,0.346567006,0.033917216,0.136625243,0.13745638,0.026584995,0.661163706,0.558011647,0.555677633,0.680046453,94.34363809,221.8007888,2.285624137,2.288258223,0.498142238,0.871564014,0.878022503,0.499538359,0.481964066,0.429895914,0.348675447,49.27115956,52.9721776,52.78299648,741.8329719,6.421029705,5.980755031,6.045262195,7.811096587,0.190804687,-6.421029705,1.390066882,0.056237624,,,,,14.23873672,1.14466,1.15997,-3.286509596,-0.06643,1.06701,1.06035,-0.135761,0.460668,0.463793,-5.848815103,-2.010921355,3.837893747,1.918946874,0.521119169,3.929868229,4.024046863,3.9757839151543433,1.27819,1.30125,-2.6780538537282905,0.83642,0.84425,0.421142,0.416418,-5.258055933211501,-0.4688521644114999,4.789203768800001,2.3946018844000005,0.4176059521687729,2.8634540488115,1.7120526679342845,1.06035,1.06701,0.871564014,0.878022503,2.285624137,2.288258223,0.0031148539168332303,0.346567006,0.353315724,0.2894628007208664,0.026584995,0.680046453,92.92981579539169,0.07670953824150242,1.14466,1.15997,0.09571174489252016,0.9954090927300339,0.9497040949176023,-0.31314873797723963,0.21609999999999996,0.23058999999999996,0.047375,0.039526000000000006,0.14128000000000007,0.13352999999999993
