Ligand#;distance_pi_bond_1;distance_pi_bond_2;dihedral_angle_1;dihedral_angle_2;NE_quad;NW_quad;SW_quad;SE_quad;+,+,+_octant;-,+,+_octant;-,-,+_octant;+,-,+_octant;+,-,-_octant;-,-,-_octant;-,+,-_octant;+,+,-_octant;bite_angle;cone_angle;distance_Rh_max_donor_gaussian;distance_Rh_min_donor_gaussian;buried_volume_Rh_3.5A;buried_volume_donor_max;buried_volume_donor_min;buried_volume_Rh_4A;buried_volume_Rh_5A;buried_volume_Rh_6A;buried_volume_Rh_7A;dispersion_p_int_Rh_gfn2_xtb;dispersion_p_int_donor_max_gfn2_xtb;dispersion_p_int_donor_min_gfn2_xtb;sasa_gfn2_xtb;ip_gfn2_xtb;dipole_gfn2_xtb;ea_gfn2_xtb;electrofugality_gfn2_xtb;nucleofugality_gfn2_xtb;nucleophilicity_gfn2_xtb;electrophilicity_gfn2_xtb;HOMO_LUMO_gap_gfn2_xtb;sum_electronic_and_free_energy_dft;sum_electronic_and_enthalpy_dft;zero_point_correction_dft;entropy_dft;dipole_moment_dft;lone_pair_occupancy_min_donor_dft;lone_pair_occupancy_max_donor_dft;dispersion_energy_dft;nbo_charge_Rh_dft;nbo_charge_min_donor_dft;nbo_charge_max_donor_dft;mulliken_charge_Rh_dft;mulliken_charge_min_donor_dft;mulliken_charge_max_donor_dft;homo_energy_dft;lumo_energy_dft;homo_lumo_gap_dft;hardness_dft;softness_dft;electronegativity_dft;electrophilicity_dft;min_NBO_donor;max_NBO_donor;min_bv_donor;max_bv_donor;Rh_donor_min_d;Rh_donor_max_d;std_quad;min_quad;max_quad;std_oct;min_oct;max_oct;ratio_std_oct_std_quad;ratio_min_oct_min_quad;lone_pair_occ_min;lone_pair_occ_max;bite_angle_sin;bite_angle_cos;cone_angle_sin;cone_angle_cos
L122;1.389093632;1.389044388;-4.770697614;-4.914798183;0.518426202;0.512159896;0.517494409;0.512882035;0.076779724;0.179370108;0.179509877;0.076127469;0.96007268;0.844949683;0.846254193;0.958861349;91.46178507;222.5121534;2.32974234;2.329532082;0.515502702;0.89982063;0.899209141;0.51814366;0.502924853;0.454912921;0.378789216;52.13176183;57.37471375;57.02324325;856.4828034;3.321311236;0.51819321;5.237475405;3.90943227;0.196645629;-3.321311236;0.588121035;0.076519503;-2904.04963;-2903.924772;0.759459;0.000418776;5.861064111;1.11905;1.11913;-4.850561061;-0.28571;1.09044;1.09061;-0.539349;0.393136;0.392685;-8.289404228;-4.280350868;4.009053359;2.00452668;0.498870886;6.284877548;9.852621617;1.09044;1.09061;0.899209141;0.89982063;2.329532082;2.32974234;0.003177068;0.512159896;0.518426202;0.418081573;0.076127469;0.96007268;131.5935284;0.148640043;1.11905;1.11913;-0.348151124;-0.937438422;0.514929156;-0.857232736
L125;1.395064907;1.390058626;4.748054109;15.05855214;0.555860977;0.476518822;0.54060287;0.573215617;0.229919866;0.129658964;0.175549758;0.174664555;0.881802087;0.823378681;0.970881476;0.906541185;96.53216226;231.5990286;2.342729014;2.334470531;0.536660222;0.921741055;0.889751444;0.542389516;0.532989341;0.484199964;0.401888132;49.16752991;0;51.19721868;819.2046033;3.388473784;0.592191513;5.288049279;4.010961604;0.180438541;-3.388473784;0.62248782;0.076217345;-2642.921156;-2642.805899;0.768917;0.000386574;7.680319275;1.12479;1.1289;-4.984424479;-0.27899;1.07588;1.07552;-0.534611;0.412373;0.384842;-8.605872636;-4.38647527;4.219397366;2.109698683;0.474001339;6.496173953;10.00149367;1.07552;1.07588;0.889751444;0.921741055;2.334470531;2.342729014;0.042179969;0.476518822;0.573215617;0.386905601;0.129658964;0.970881476;9.172733144;0.272096207;1.12479;1.1289;0.756019316;-0.654549306;-0.769991459;0.638054193
L126;1.387875715;1.398005575;17.80493237;-17.3916951;0.455437011;0.4748183;0.577525158;0.730991428;0.096207603;0.095741707;0.476332464;0.23714126;0.814666418;0.853894894;0.985650391;0.917909057;83.95897552;247.1809283;2.309671928;2.342920445;0.559681327;0.920401603;0.913582044;0.577439327;0.575736732;0.499514717;0.379730649;55.62292032;59.74682109;66.10980538;771.0835369;3.415398635;0.60159441;5.132934506;3.963082343;0.260749202;-3.415398635;0.547683708;0.086099413;-2528.050454;-2527.935859;0.752811;0.000384354;4.122230587;1.18275;1.18236;-4.440725553;-0.25998;1.04481;1.02748;-0.553032;0.350724;0.310745;-8.863836566;-4.487429509;4.376407058;2.188203529;0.456995881;6.675633037;10.18279969;1.02748;1.04481;0.913582044;0.920401603;2.309671928;2.342920445;0.126140349;0.455437011;0.730991428;0.378414504;0.095741707;0.985650391;2.999948123;0.210219426;1.18236;1.18275;0.76046321;-0.649381018;0.844103707;-0.536179944
L129;1.393691263;1.3869516;-13.09720228;2.231511069;0.560822773;0.509411107;0.548756057;0.531541185;0.240775252;0.161712635;0.105013045;0.130870294;0.880870294;0.857109579;0.958069325;0.966641819;93.34377298;218.4841779;2.370928401;2.309790115;0.537504659;0.922876677;0.901573565;0.541951151;0.527175113;0.477181505;0.398822604;49.34186822;58.64872309;57.23160362;923.8244579;3.19966162;0.457588693;5.212046102;3.760529506;0.194821784;-3.19966162;0.560867886;0.078174105;-2799.797557;-2799.662224;0.877581;0.000453909;2.471751915;1.11239;1.13398;-5.362482075;-0.21318;0.89192;1.05263;-0.469575;0.358178;0.377249;-8.323418459;-4.123885404;4.199533055;2.099766527;0.476243424;6.223651932;9.223369089;0.89192;1.05263;0.901573565;0.922876677;2.309790115;2.370928401;0.022323929;0.509411107;0.560822773;0.407562259;0.105013045;0.966641819;18.25674405;0.206145967;1.11239;1.13398;-0.785811175;0.618466488;-0.989723179;0.142996603
L130;1.38945638;1.389310025;-4.438999522;-3.257259782;0.508782147;0.518961983;0.513907007;0.516935334;0.067322028;0.184168841;0.179975773;0.071748043;0.950242266;0.853755125;0.853894894;0.956065971;91.80485952;231.5381866;2.331706297;2.333000071;0.514774739;0.897124255;0.89898784;0.517398827;0.512267037;0.483016237;0.435239635;54.7463108;59.37066477;59.46536345;1145.37245;3.034357967;0.995651485;5.071049818;3.507060611;0.247652826;-3.034357967;0.472702643;0.07668184;-3677.228828;-3677.042039;1.149556;0.000626493;7.481304713;1.11672;1.11644;-6.416463297;-0.27371;1.09399;1.08703;-0.517542;0.383473;0.391057;-7.911438089;-3.991638073;3.919800016;1.959900008;0.510230112;5.951538081;9.036380781;1.08703;1.09399;0.897124255;0.89898784;2.331706297;2.333000071;0.004427175;0.508782147;0.518961983;0.419550296;0.067322028;0.956065971;94.76704176;0.13231995;1.11644;1.11672;-0.643201842;-0.76569667;-0.807363288;0.590054676
L134;1.39104978;1.391271196;-9.367705668;-8.897918332;0.474422288;0.552320164;0.471300783;0.551225307;0.04384085;0.129985091;0.127748789;0.040160268;0.905003727;0.974655237;0.974701826;0.902441297;83.9268904;222.1711093;2.345453907;2.346850262;0.512625792;0.913762579;0.913681047;0.522853175;0.509200278;0.438025534;0.35244545;57.397964;68.12407284;67.45032439;969.9761984;3.471104708;2.344983008;5.713728311;4.375001662;0.036168643;-3.471104708;0.903896954;0.085243765;-3069.600517;-3069.463171;0.991605;0.000460661;14.31545968;1.1801;1.17943;-6.063306549;-0.23912;1.06935;1.06665;-0.524505;0.274842;0.274974;-8.266002437;-4.409877061;3.856125375;1.928062688;0.518655335;6.337939749;10.41705763;1.06665;1.06935;0.913681047;0.913762579;2.345453907;2.346850262;0.045579413;0.471300783;0.552320164;0.458324353;0.040160268;0.974701826;10.05551234;0.085211545;1.17943;1.1801;0.780903705;-0.624651425;0.771992001;-0.635632244
L138;1.388296514;1.389539702;-2.95794881;-15.93196223;0.53291558;0.481503914;0.477590384;0.466269102;0.177739471;0.110510622;0.099888185;0.103242639;0.888091688;0.852497205;0.832650019;0.851938129;84.54783369;233.9151245;2.311089833;2.314035148;0.489307678;0.908521245;0.900507827;0.50298321;0.502069471;0.43132455;0.320034669;49.31030614;58.85747988;63.99787638;708.6226653;3.375230779;1.068616445;4.895041829;3.815886852;0.391614244;-3.375230779;0.440656073;0.080668007;-2295.531691;-2295.422749;0.655154;0.000365393;5.14710577;1.17685;1.18025;-3.44894295;-0.27867;1.04697;1.05872;-0.407367;0.329692;0.3179;-8.718255656;-4.59491448;4.123341177;2.061670588;0.48504354;6.656585068;10.74616988;1.04697;1.05872;0.900507827;0.908521245;2.311089833;2.314035148;0.029610494;0.466269102;0.53291558;0.393078562;0.099888185;0.888091688;13.27497472;0.214228617;1.17685;1.18025;0.271708579;-0.962379576;0.991098349;0.13313175
L139;1.404033725;1.387965766;4.078225196;28.00548675;0.649180022;0.724352404;0.497903466;0.509760529;0.342154305;0.454761461;0.099375699;0.169353336;0.95620574;0.993943347;0.92014536;0.826453597;96.80063419;230.3979907;2.39199574;2.337293489;0.595462169;0.905277441;0.874947587;0.59960198;0.576190044;0.505580752;0.416625869;68.22849205;66.17115493;52.73128611;904.7544133;3.346948991;1.093723931;5.162898821;3.900726158;0.236878346;-3.346948991;0.553777167;0.075589346;-2871.073912;-2870.943453;0.888566;0.000437562;6.07345056;1.1176;1.15751;-5.419830845;-0.26898;1.26518;1.22372;-0.603673;0.563021;0.58043;-8.40124302;-4.081435644;4.319807377;2.159903688;0.462983607;6.241339332;9.017605013;1.22372;1.26518;0.874947587;0.905277441;2.337293489;2.39199574;0.110091879;0.497903466;0.724352404;0.370199032;0.099375699;0.993943347;3.362637044;0.199588285;1.1176;1.15751;0.555311992;-0.831642105;-0.873198457;-0.487364806
L143;1.391136733;1.390480918;12.32543824;-0.168744015;0.481364145;0.555697913;0.527185054;0.526020313;0.152534476;0.188361908;0.094483787;0.14307678;0.810193813;0.923033917;0.957556839;0.911293328;94.64553274;221.4768587;2.34110959;2.331080054;0.522753215;0.88352008;0.89469577;0.525238967;0.501738356;0.439338519;0.356075981;49.49495674;54.82031003;67.61049365;830.3932365;3.377491498;1.003263977;5.188027979;3.94720783;0.227688353;-3.377491498;0.569716332;0.084524521;-2583.305897;-2583.183371;0.774028;0.000410954;10.79974819;1.13241;1.14365;-4.315137206;-0.26924;1.06964;1.0458;-0.606315;0.245695;0.41842;-8.827645424;-4.52144374;4.306201684;2.153100842;0.46444643;6.674544582;10.34543866;1.0458;1.06964;0.88352008;0.89469577;2.331080054;2.34110959;0.03070605;0.481364145;0.555697913;0.406959533;0.094483787;0.957556839;13.25339918;0.196283392;1.13241;1.14365;0.387347859;0.92193364;0.999985294;0.005423351
L147;1.389453589;1.38950552;-5.556753383;-5.740276551;0.51551435;0.510669027;0.516213194;0.510901975;0.074403653;0.176155423;0.176015654;0.075009318;0.956625047;0.845182631;0.845788297;0.95741707;92.16642822;221.9509397;2.331764094;2.331487742;0.513353755;0.897234905;0.897042723;0.516196232;0.501263363;0.453316477;0.379908546;52.78438959;56.63313454;58.50192873;896.8933421;3.44356711;0.073533616;5.311661487;4.085044299;0.175815702;-3.44356711;0.641477189;0.075510416;-2938.47364;-2938.340566;0.775891;0.000446332;6.203901709;1.12057;1.1208;-4.792610365;-0.27048;1.08932;1.08559;-0.539199;0.388271;0.388342;-8.202327796;-4.435455763;3.766872032;1.883436016;0.530944503;6.318891779;10.59988048;1.08559;1.08932;0.897042723;0.897234905;2.331487742;2.331764094;0.002947324;0.510669027;0.516213194;0.418607817;0.074403653;0.95741707;142.0297823;0.145698386;1.12057;1.1208;-0.872473405;-0.488661598;0.892175429;-0.451689056
L149;1.392220122;1.388906455;10.35571433;-10.93646373;0.526672568;0.48008293;0.508479314;0.529770779;0.09019754;0.09019754;0.195723071;0.126956765;0.963147596;0.869968319;0.863818487;0.890001864;90.00911167;217.8874923;2.346450316;2.327156848;0.511216455;0.910285827;0.891999394;0.513888027;0.496485841;0.450560116;0.383125644;49.07336979;54.88326148;58.02741016;992.0537455;3.070340973;1.388657154;5.07902039;3.551084864;0.247723501;-3.070340973;0.480743891;0.079192468;-3063.244758;-3063.092201;0.908304;0.000511679;1.92606698;1.119;1.12255;-5.33889597;-0.27193;1.09306;1.08726;-0.501684;0.357599;0.349259;-7.987902081;-4.07055109;3.917350992;1.958675496;0.510549094;6.029226586;9.279631388;1.08726;1.09306;0.891999394;0.910285827;2.327156848;2.346450316;0.022803054;0.48008293;0.529770779;0.414462934;0.09019754;0.963147596;18.17576431;0.187879082;1.119;1.12255;0.88987691;-0.456200706;-0.899051864;-0.437842148
L153;1.391965187;1.389287961;-13.37823761;-20.94014404;0.485999814;0.480292583;0.468202572;0.472651882;0.09154864;0.095928066;0.101891539;0.072586657;0.880450988;0.8646571;0.843412225;0.863818487;85.08310159;222.2707877;2.308669633;2.318245021;0.476559588;0.894544353;0.891061778;0.486565856;0.476611034;0.394345549;0.284906326;49.71723202;62.97214683;65.93241914;659.6826873;3.71942064;0.247009741;5.148783828;4.311308572;0.289104104;-3.71942064;0.591887932;0.076041575;-2066.947301;-2066.849215;0.588487;0.000328982;6.069497866;1.17663;1.17471;-3.111908825;-0.26973;1.06155;1.06082;-0.378957;0.276896;0.27038;-8.915538198;-4.882810933;4.032727264;2.016363632;0.495942291;6.899174566;11.80308178;1.06082;1.06155;0.891061778;0.894544353;2.308669633;2.318245021;0.007915316;0.468202572;0.485999814;0.413172725;0.072586657;0.880450988;52.1991479;0.155032589;1.17471;1.17663;-0.257177135;-0.96636428;0.704906066;-0.709300669
L157;1.393172464;1.392833906;3.26832868;3.519779744;0.556932538;0.452012672;0.557235371;0.450475214;0.168654491;0.100680209;0.100447261;0.169027208;0.945210585;0.803345136;0.800503168;0.945443533;89.75944305;237.3108281;2.376741485;2.373852968;0.50418142;0.912382361;0.912609486;0.511184129;0.502126628;0.465473491;0.401572898;54.49269096;58.97245726;62.56772099;924.7210243;3.136931396;0.610737064;4.71039971;3.481007072;0.479675965;-3.136931396;0.344075676;0.077998498;-2920.526933;-2920.389332;1.081392;0.000461516;1.608545794;1.14697;1.14734;-5.537569727;-0.26269;1.06623;1.08576;-0.495344;0.406616;0.407524;-8.243689101;-4.122796949;4.120892152;2.060446076;0.485331799;6.183243025;9.277722613;1.06623;1.08576;0.912382361;0.912609486;2.373852968;2.376741485;0.061110108;0.450475214;0.557235371;0.399507848;0.100447261;0.945443533;6.5375085;0.222980661;1.14697;1.14734;0.97500508;-0.222182569;-0.992738705;0.12029075
L165;1.386186605;1.388004559;5.999781361;-0.079202025;0.418025531;0.412178531;0.480409057;0.442485091;0.09411107;0.063315319;0.05795751;0.133758852;0.741939993;0.761041744;0.827012672;0.827059262;83.10062715;231.9642673;2.289967332;2.300744543;0.438187197;0.823768869;0.828823845;0.435498262;0.410876746;0.364684339;0.312071267;47.25871747;50.17100374;54.54299964;1015.577652;3.68801774;0.863944135;6.011051356;4.854911986;0.00184289;-3.68801774;1.166894246;0.081028877;-2986.484412;-2986.356654;0.847355;0.000428502;6.381552179;1.1646;1.16559;-5.094194088;-0.26563;1.08219;1.08371;-0.43695;0.231843;0.22479;-8.295662846;-4.555457971;3.740204875;1.870102438;0.534730066;6.425560409;11.03892111;1.08219;1.08371;0.823768869;0.828823845;2.289967332;2.300744543;0.031005754;0.412178531;0.480409057;0.377032782;0.05795751;0.827059262;12.16009079;0.140612637;1.1646;1.16559;0.988534008;0.150998395;-0.491306433;0.87098679
L167;1.385702286;1.396335116;-28.43674033;-7.143272932;0.660664368;0.48457883;0.546845881;0.471440552;0.338613492;0.112513977;0.057771152;0.132361163;0.982715244;0.856643682;0.885109952;0.9613306;85.07532174;223.9320565;2.294821486;2.328083718;0.540631988;0.908352357;0.914886554;0.546986531;0.520805083;0.434976643;0.32063952;56.6258998;66.90833219;0;696.0218869;3.314006364;0.310146638;4.657445478;3.662624473;0.537172631;-3.314006364;0.348618109;0.080456437;-2078.337209;-2078.23002;0.785892;0.000359514;8.530775567;1.16633;1.1491;-3.919235636;-0.26351;1.04205;1.04897;-0.786695;0.26752;0.285574;-8.885605674;-4.597635618;4.287970056;2.143985028;0.466421168;6.741620646;10.59929252;1.04205;1.04897;0.908352357;0.914886554;2.294821486;2.328083718;0.086362695;0.471440552;0.660664368;0.416600021;0.057771152;0.982715244;4.823842301;0.122541754;1.1491;1.16633;-0.249651258;-0.968335814;-0.770087369;-0.637938433
L170;0;0;0;0;0.529537831;0.558772829;0.461703317;0.54118524;0.193114051;0.153559448;0.122111442;0.088660082;0.86596161;0.963986209;0.960259038;0.834746552;88.99766483;252.728616;2.34798401;2.317206414;0.522648388;0.916266772;0.899180022;0.545605487;0.578084103;0.567560887;0.529686104;60.37027768;66.40046256;64.84699631;1276.585189;3.569275207;1.476075346;5.700035956;4.470009904;0.046698741;-3.569275207;0.900734698;0.071381532;-4467.677785;-4467.448126;1.795702;0.00077028;4.785668021;1.11484;1.1207;-9.984668477;-0.22347;1.05834;1.10544;-0.583386;0.343628;0.340736;-8.147088684;-4.25504428;3.892044404;1.946022202;0.513868752;6.201066482;9.879955501;1.05834;1.10544;0.899180022;0.916266772;2.317206414;2.34798401;0.042466711;0.461703317;0.558772829;0.413201165;0.088660082;0.963986209;9.73000169;0.192028254;1.11484;1.1207;0.858875712;0.51218406;0.985653608;0.168780822
L178;1.388572607;1.388727944;-5.501883896;-5.613492276;0.513417816;0.508945211;0.513045099;0.509597466;0.071188968;0.176994037;0.177180395;0.071235557;0.955646664;0.840896385;0.842014536;0.95485464;90.23360833;222.1104036;2.325422163;2.327801348;0.51144358;0.898789834;0.899948751;0.514578549;0.499239223;0.450751735;0.374399418;53.36271777;58.04644754;57.89382193;854.3840705;3.363904355;0.419064336;5.234312126;3.955346639;0.203130158;-3.363904355;0.591442284;0.07581907;-2755.051098;-2754.929274;0.771857;0.0004086;5.200633967;1.12119;1.12013;-4.826228344;-0.28347;1.08727;1.08708;-0.530818;0.39401;0.393458;-8.51498661;-4.353005266;4.161981343;2.080990672;0.480540357;6.433995938;9.946297284;1.08708;1.08727;0.898789834;0.899948751;2.325422163;2.327801348;0.002306854;0.508945211;0.513417816;0.417978359;0.071188968;0.955646664;181.1898119;0.139875504;1.12013;1.12119;0.765989159;-0.642853489;0.809132778;-0.587625857
