Ligand#;distance_pi_bond_1;distance_pi_bond_2;dihedral_angle_1;dihedral_angle_2;NE_quad;NW_quad;SW_quad;SE_quad;+,+,+_octant;-,+,+_octant;-,-,+_octant;+,-,+_octant;+,-,-_octant;-,-,-_octant;-,+,-_octant;+,+,-_octant;bite_angle;cone_angle;distance_Rh_max_donor_gaussian;distance_Rh_min_donor_gaussian;buried_volume_Rh_3.5A;buried_volume_donor_max;buried_volume_donor_min;buried_volume_Rh_4A;buried_volume_Rh_5A;buried_volume_Rh_6A;buried_volume_Rh_7A;dispersion_p_int_Rh_gfn2_xtb;dispersion_p_int_donor_max_gfn2_xtb;dispersion_p_int_donor_min_gfn2_xtb;sasa_gfn2_xtb;ip_gfn2_xtb;dipole_gfn2_xtb;ea_gfn2_xtb;electrofugality_gfn2_xtb;nucleofugality_gfn2_xtb;nucleophilicity_gfn2_xtb;electrophilicity_gfn2_xtb;HOMO_LUMO_gap_gfn2_xtb;sum_electronic_and_free_energy_dft;sum_electronic_and_enthalpy_dft;zero_point_correction_dft;entropy_dft;dipole_moment_dft;lone_pair_occupancy_min_donor_dft;lone_pair_occupancy_max_donor_dft;dispersion_energy_dft;nbo_charge_Rh_dft;nbo_charge_min_donor_dft;nbo_charge_max_donor_dft;mulliken_charge_Rh_dft;mulliken_charge_min_donor_dft;mulliken_charge_max_donor_dft;homo_energy_dft;lumo_energy_dft;homo_lumo_gap_dft;hardness_dft;softness_dft;electronegativity_dft;electrophilicity_dft;min_NBO_donor;max_NBO_donor;min_bv_donor;max_bv_donor;Rh_donor_min_d;Rh_donor_max_d;std_quad;min_quad;max_quad;std_oct;min_oct;max_oct;ratio_std_oct_std_quad;ratio_min_oct_min_quad;lone_pair_occ_min;lone_pair_occ_max;bite_angle_sin;bite_angle_cos;cone_angle_sin;cone_angle_cos
L53;1.391548381;1.389716142;-16.36647244;-16.16677688;0.554579761;0.519451174;0.55539508;0.529211703;0.137765561;0.149319791;0.094250839;0.176434961;0.971393962;0.889582557;0.964172568;0.934355199;84.75121347;220.9726869;2.332377832;2.339179171;0.53972349;0.875186359;0.893455321;0.546008938;0.509799439;0.408712413;0.297559105;53.40101521;55.76654991;63.36791325;670.0514749;3.096383355;1.551338701;4.022852656;3.261186311;0.9879503;-3.096383355;0.164802956;0.080993456;-1926.207161;-1926.10345;0.761223;0.000347848;4.257214278;1.18443;1.17994;-3.499044786;-0.29661;1.04549;1.03201;-0.715446;0.196975;0.233738;-8.947647632;-4.643894973;4.30375266;2.15187633;0.464710721;6.795771302;10.73075319;1.03201;1.04549;0.875186359;0.893455321;2.332377832;2.339179171;0.018145298;0.519451174;0.55539508;0.429125622;0.094250839;0.971393962;23.64941109;0.181443115;1.17994;1.18443;0.071726532;-0.997424335;0.872942061;0.487823901
L55;1.388588954;1.388620769;8.543906204;8.796778364;0.497577339;0.42198565;0.49748416;0.42144987;0.122950056;0.041651137;0.040905703;0.123415952;0.872204622;0.802320164;0.801994037;0.871552367;82.90504847;229.2463581;2.312230996;2.312139908;0.459373835;0.863562244;0.863655423;0.457327292;0.419127038;0.337251122;0.254162089;45.47793109;55.37261554;56.78980648;676.8032601;3.172184935;0.262953331;4.608143601;3.487807354;0.553478818;-3.172184935;0.315622419;0.088510921;-1995.219746;-1995.123406;0.6366;0.000323126;9.523437125;1.17922;1.17934;-3.292745366;-0.27839;1.08561;1.08581;-0.502701;0.286897;0.287564;-9.012138615;-4.692875466;4.319263149;2.159631574;0.463041943;6.85250704;10.87149616;1.08561;1.08581;0.863562244;0.863655423;2.312139908;2.312230996;0.043771213;0.42144987;0.497577339;0.40549391;0.040905703;0.872204622;9.263940436;0.097059475;1.17922;1.17934;0.940343825;0.340225648;0.089784543;-0.995961212
L56;1.38922468;1.388497704;11.69315362;-4.468213659;0.490845136;0.565574916;0.509387812;0.502585725;0.097232575;0.155795751;0.128447633;0.068440179;0.884457697;0.975354081;0.876723817;0.950335445;83.64344184;213.5336292;2.30937519;2.303599377;0.517092574;0.876380218;0.86063292;0.519827292;0.488379427;0.409526509;0.320946927;55.3372679;59.58756655;52.47170255;764.294761;3.134510095;1.117705889;4.948354132;3.566434201;0.329569974;-3.134510095;0.431924106;0.082054246;-2295.131221;-2295.021255;0.62661;0.000368828;3.489468786;1.12982;1.12555;-3.436033738;-0.24479;1.0703;1.06545;-0.480316;0.323781;0.348691;-8.561790192;-4.312460303;4.249329889;2.124664945;0.470662446;6.437125247;9.751321392;1.06545;1.0703;0.86063292;0.876380218;2.303599377;2.30937519;0.033212836;0.490845136;0.565574916;0.434436652;0.068440179;0.975354081;13.0803842;0.139433345;1.12555;1.12982;0.924438242;-0.381331793;-0.09452989;0.995522024
L59;1.395640433;1.389970499;14.70875122;5.029823443;0.559285315;0.476984719;0.539228476;0.57410082;0.228801714;0.129985091;0.177459933;0.173639583;0.889768915;0.823984346;0.970741707;0.904817369;96.38342375;241.6316849;2.343582538;2.334425683;0.537749255;0.92369782;0.889774739;0.543487369;0.543015436;0.510312259;0.446709751;50.64473765;0;52.94272316;985.54439;3.125647997;0.500981542;5.09768322;3.621755597;0.24442438;-3.125647997;0.4961076;0.076657265;-2956.655228;-2956.501791;0.987105;0.00051463;6.043276019;1.12286;1.12699;-5.844285659;-0.27828;1.07838;1.07827;-0.550386;0.411184;0.384326;-8.389814239;-4.165518823;4.224295415;2.112147708;0.473451737;6.277666531;9.329152723;1.07827;1.07838;0.889774739;0.92369782;2.334425683;2.343582538;0.042736661;0.476984719;0.57410082;0.387698944;0.129985091;0.970741707;9.071811672;0.272514162;1.12286;1.12699;0.844670073;-0.535287277;0.267646346;-0.96351722
L64;1.388968885;1.386543262;14.86559584;8.940507778;0.532146851;0.557491614;0.536549571;0.467713381;0.179509877;0.146244875;0.02185054;0.171543049;0.884783824;0.968738353;0.913576221;0.901556094;83.73938367;244.9947671;2.297078895;2.307650825;0.523457883;0.876490868;0.917076267;0.545380485;0.557241572;0.495050796;0.378940073;56.54637789;62.10345211;63.90355417;752.7142314;3.290298224;0.956152788;4.939185504;3.737888094;0.354404366;-3.290298224;0.44758987;0.08327555;-2377.899543;-2377.786781;0.748426;0.000378206;2.979828217;1.19053;1.19394;-4.266852745;-0.2723;1.05721;1.0637;-0.459339;0.229036;0.239124;-8.750909318;-4.577227079;4.173682239;2.086841119;0.479193165;6.664068199;10.64043749;1.05721;1.0637;0.876490868;0.917076267;2.297078895;2.307650825;0.038784162;0.467713381;0.557491614;0.424268373;0.02185054;0.968738353;10.93921732;0.0467178;1.19053;1.19394;0.883657286;-0.468134383;-0.049439717;0.998777109
L65;1.38698321;1.387779662;4.511383099;1.642669291;0.511833768;0.528838986;0.467969624;0.509597466;0.073611629;0.113492359;0.138278047;0.112234439;0.950055908;0.944185613;0.880916884;0.823704808;84.108962;209.9323443;2.300048637;2.309190982;0.504431839;0.882896944;0.890397876;0.505376761;0.479616695;0.405115878;0.312215008;48.96339066;51.98380654;55.86347196;741.3946582;3.339656263;0.36926402;5.133824096;3.878619951;0.251139592;-3.339656263;0.538963688;0.080998238;-2144.96344;-2144.861502;0.618103;0.000341902;3.206869149;1.13229;1.13093;-3.465100167;-0.29016;1.08205;1.07344;-0.515584;0.367074;0.321367;-8.811318593;-4.573961713;4.23735688;2.11867844;0.471992343;6.692640153;10.57060651;1.07344;1.08205;0.882896944;0.890397876;2.300048637;2.309190982;0.025862512;0.467969624;0.528838986;0.42459517;0.073611629;0.950055908;16.41739883;0.157300015;1.13093;1.13229;0.654891958;-0.755722517;0.526402224;-0.850235672
L66;1.388459814;1.38865366;-7.032748287;-3.6510427;0.45876817;0.441716362;0.438711331;0.45881476;0.086144242;0.091269102;0.089172568;0.02445956;0.831392098;0.792163623;0.828456951;0.852963101;84.06925172;214.4858149;2.31977022;2.320390525;0.449473537;0.869880963;0.820088287;0.453250109;0.430243054;0.350709783;0.250129509;46.55442399;60.11801401;51.07933665;645.5515502;3.044752197;1.789385934;4.0284949;3.205300461;0.978053364;-3.044752197;0.160548264;0.087597694;-1769.363745;-1769.268063;0.648188;0.000320919;8.588411432;1.18449;1.17112;-2.838633633;-0.28429;1.05483;1.0465;-0.449797;0.285037;0.224012;-8.957715845;-4.713556118;4.244159726;2.122079863;0.471235799;6.835635981;11.00946295;1.0465;1.05483;0.820088287;0.869880963;2.31977022;2.320390525;0.010795741;0.438711331;0.45881476;0.403644609;0.02445956;0.852963101;37.38924384;0.055753199;1.17112;1.18449;0.684377741;-0.729127635;0.756218562;0.654319102
L67;1.388970932;1.38813943;-0.759217391;-11.27052957;0.420215244;0.502981737;0.412574543;0.514303019;0.036479687;0.119409243;0.133898621;0.054975773;0.803950801;0.88655423;0.894707417;0.770173313;85.45464663;215.39098;2.34766672;2.313965015;0.462670052;0.852648621;0.840395546;0.460139811;0.416799376;0.318370448;0.223765107;44.40816056;54.8641893;50.12893104;635.9631889;4.092304683;2.697613394;5.340733599;4.823385449;0.236347168;-4.092304683;0.731080766;0.05245592;-1873.953003;-1873.858516;0.561993;0.000316911;6.997809877;1.16403;1.17295;-2.806265924;-0.28527;1.05101;1.04939;-0.49052;0.306917;0.307066;-9.040982683;-5.322002688;3.718979995;1.859489997;0.537781866;7.181492685;13.86773719;1.04939;1.05101;0.840395546;0.852648621;2.313965015;2.34766672;0.053550208;0.412574543;0.514303019;0.40552192;0.036479687;0.894707417;7.572742226;0.088419627;1.16403;1.17295;-0.590473152;-0.807057282;0.981646829;-0.190707898
L68;1.387684257;1.387973663;11.64338605;11.20042956;0.415998882;0.498625606;0.416744316;0.502772083;0.045238539;0.10957883;0.107156168;0.043235184;0.786759225;0.887672382;0.898387999;0.790253448;84.51968464;216.6050997;2.294239918;2.296418203;0.458517751;0.844291605;0.844588613;0.45663677;0.428069124;0.371650642;0.280543569;48.24347895;56.06771778;56.74864049;705.4723416;3.44787548;0.082962901;4.758354497;3.847079217;0.48684924;-3.44787548;0.399203736;0.077917565;-1921.504489;-1921.40302;0.672024;0.000340329;5.194953333;1.15571;1.15511;-3.094022479;-0.2689;1.0763;1.07617;-0.508419;0.352126;0.352514;-8.961525439;-4.830837188;4.130688251;2.065344125;0.484180814;6.896181313;11.51317016;1.07617;1.0763;0.844291605;0.844588613;2.294239918;2.296418203;0.048716728;0.415998882;0.502772083;0.411256475;0.043235184;0.898387999;8.441791776;0.10393101;1.15511;1.15571;0.298687433;-0.954350993;0.164048531;-0.986452269
L69;1.387806058;1.387754467;11.31414116;11.17938148;0.414275065;0.496692136;0.414624488;0.498299478;0.043747671;0.108879985;0.107156168;0.042955647;0.78480246;0.884504286;0.889442788;0.786293328;84.5274516;216.6586956;2.29514894;2.295513248;0.456036852;0.842317369;0.842113539;0.45423934;0.42285997;0.341162865;0.235524129;46.60365337;54.11843066;54.18357971;603.4922644;3.471640567;0.081671332;4.738749735;3.866983797;0.502593496;-3.471640567;0.39534323;0.077988186;-1764.665148;-1764.577373;0.557631;0.000294399;8.797733168;1.16194;1.16157;-2.701799738;-0.26822;1.06406;1.06394;-0.497865;0.325673;0.325739;-9.044520163;-4.906756952;4.137763211;2.068881605;0.483352937;6.975638558;11.75986416;1.06394;1.06406;0.842113539;0.842317369;2.29514894;2.295513248;0.04795135;0.414275065;0.498299478;0.409081768;0.042955647;0.889442788;8.531183486;0.10368871;1.16157;1.16194;0.291266092;-0.956642077;0.110968482;-0.993823926
L70;1.393598105;1.393488217;-6.557204508;-6.697412157;0.5863306;0.495969996;0.587658405;0.495177972;0.216082743;0.175409989;0.176667909;0.215477078;0.956578457;0.816530004;0.813688036;0.959839732;101.0725901;231.5622894;2.375945564;2.375328903;0.540969763;0.906448006;0.90687896;0.54529514;0.531716124;0.482335934;0.402335011;54.1612958;55.71261449;56.75907013;831.505264;3.431026057;0.689972031;5.35261438;4.093766717;0.15612628;-3.431026057;0.662740661;0.075439079;-2604.845674;-2604.729873;0.762274;0.000388398;3.771302344;1.13661;1.13693;-4.887580806;-0.26989;1.07097;1.06729;-0.556057;0.367462;0.367517;-8.696758662;-4.3497399;4.347018762;2.173509381;0.460085431;6.523249281;9.788957333;1.06729;1.07097;0.906448006;0.90687896;2.375328903;2.375945564;0.052785435;0.495177972;0.587658405;0.373465891;0.175409989;0.959839732;7.075169358;0.354236252;1.13661;1.13693;0.515529247;0.856871983;-0.79290819;0.609341122
L75;1.388033254;1.397111841;-17.65556947;-6.091367138;0.566972605;0.526299851;0.524273202;0.565178904;0.181653;0.121319419;0.23457883;0.152441297;0.95229221;0.931280283;0.895778979;0.896105106;98.34871583;234.2187407;2.383104484;2.368125908;0.545716083;0.917705227;0.908905609;0.549263702;0.540697629;0.507487868;0.444866022;51.22412449;60.55237672;61.85325206;1000.014809;3.149785213;0.983494322;5.110404157;3.654774364;0.240584995;-3.149785213;0.504989151;0.074968497;-2918.575618;-2918.422068;0.980353;0.000515009;1.959151168;1.12775;1.14581;-5.725048896;-0.27476;1.07592;1.06586;-0.552919;0.403165;0.325372;-8.498931893;-4.174226467;4.324705426;2.162352713;0.462459244;6.33657918;9.284386275;1.06586;1.07592;0.908905609;0.917705227;2.368125908;2.383104484;0.023575577;0.524273202;0.566972605;0.400607805;0.121319419;0.95229221;16.99249224;0.231404959;1.12775;1.14581;-0.818814915;-0.574057605;0.985569874;-0.169269087
L78;1.390479422;1.39025893;-0.991113432;0.725024019;0.512439433;0.434727917;0.512346254;0.442275438;0.070490123;0.079761461;0.083907939;0.069371972;0.954388744;0.789694372;0.800642937;0.955320537;86.24148038;207.8631415;2.336330019;2.333159688;0.475511321;0.874353569;0.87070793;0.476328285;0.452626849;0.40494807;0.330614586;49.04415561;56.7207696;56.84375009;776.2947944;3.431497877;0.216865979;5.236319137;4.031852482;0.210035468;-3.431497877;0.600354605;0.078382388;-2259.023958;-2258.917475;0.637996;0.000357146;6.955209642;1.10909;1.10653;-3.647448812;-0.26642;1.10884;1.11185;-0.551775;0.383059;0.392155;-8.691588499;-4.482803573;4.208784926;2.104392463;0.475196532;6.587196036;10.30966238;1.10884;1.11185;0.87070793;0.874353569;2.333159688;2.336330019;0.042772231;0.434727917;0.512439433;0.431430262;0.069371972;0.955320537;10.08669059;0.159575609;1.10653;1.10909;-0.988422086;-0.151729299;0.495166411;0.86879815
L80;1.390151974;1.389184619;2.458507845;7.299504451;0.468086098;0.56578457;0.523807305;0.549781029;0.160547894;0.182677972;0.124254566;0.15984905;0.775624301;0.948891167;0.975307492;0.887765561;96.22692975;222.9998525;2.314377417;2.317892606;0.526713334;0.862263558;0.875256243;0.525758798;0.496044354;0.42295569;0.336973352;53.45443878;55.45845513;67.24104846;824.7139963;3.335702016;0.167259378;5.134161645;3.874349016;0.250485355;-3.335702016;0.538647;0.086339621;-2411.594277;-2411.478716;0.6904;0.000387593;8.04053612;1.13273;1.13445;-3.756921928;-0.28543;1.0728;1.06909;-0.631842;0.3062;0.34118;-8.865469249;-4.528246586;4.337222663;2.168611332;0.461124585;6.696857918;10.34023601;1.06909;1.0728;0.862263558;0.875256243;2.314377417;2.317892606;0.042833733;0.468086098;0.56578457;0.400140325;0.124254566;0.975307492;9.341710245;0.265452374;1.13273;1.13445;0.917775764;-0.397099038;0.053200777;-0.998583836
L84;1.391290405;1.391340446;-18.59063883;-18.55721495;0.528070257;0.448797987;0.527581066;0.448495155;0.116054789;0.079621692;0.079202385;0.11591502;0.940085725;0.817974283;0.817787924;0.939247111;90.78365;220.2908876;2.318472323;2.318378938;0.488271059;0.888784709;0.888877889;0.49022795;0.464667229;0.377184906;0.274977514;49.02414869;54.53092423;55.11191478;628.1013046;3.710489038;0.570171746;5.136302717;4.29548402;0.294692264;-3.710489038;0.584994982;0.078983481;-2066.947199;-2066.851573;0.589085;0.000320731;7.74456933;1.18118;1.18162;-3.285338979;-0.28065;1.0359;1.0362;-0.51196;0.297352;0.297371;-9.097854478;-5.002541028;4.09531345;2.047656725;0.488363107;7.050197753;12.13711452;1.0359;1.0362;0.888784709;0.888877889;2.318378938;2.318472323;0.045714673;0.448495155;0.528070257;0.4202596;0.079202385;0.940085725;9.19310094;0.176595854;1.18118;1.18162;0.316973712;-0.948434323;0.370364921;0.928886336
L85;1.395100918;1.394853284;33.8223005;34.00254632;0.51411666;0.510389489;0.514722326;0.510319605;0.098537085;0.205600075;0.205413716;0.09918934;0.929696236;0.815178904;0.815225494;0.930255311;92.31161087;234.6069108;2.354777095;2.355469612;0.512177367;0.91283661;0.912580367;0.523213953;0.508244379;0.417798993;0.301448655;50.75805513;58.72429018;57.52160689;650.1319852;4.067600372;0.477871275;5.350205227;4.800798824;0.228993225;-4.067600372;0.733198452;0.061220804;-2145.368656;-2145.26887;0.64588;0.000334684;5.254797264;1.19708;1.197;-3.569711831;-0.29223;1.0462;1.0442;-0.530709;0.351213;0.351819;-9.069826751;-5.214789831;3.85503692;1.92751846;0.518801776;7.142308291;13.23270536;1.0442;1.0462;0.912580367;0.91283661;2.354777095;2.355469612;0.00236006;0.510319605;0.514722326;0.389598674;0.098537085;0.930255311;165.080017;0.193088966;1.197;1.19708;-0.933990765;-0.357297148;0.848179094;-0.529709566
L86;1.395040061;1.394585994;-26.48089533;-26.87361035;0.546659523;0.571421916;0.546729407;0.568812896;0.174291837;0.226705181;0.224515468;0.173825941;0.919027208;0.916138651;0.913110324;0.919632874;93.52897914;237.4075655;2.363339188;2.362880869;0.558382641;0.928263604;0.928537318;0.569948327;0.545224843;0.454392489;0.340330633;52.37454908;0;0;718.0925837;3.733481073;0.895950917;5.130449933;4.318564569;0.300633563;-3.733481073;0.585083496;0.072965614;-2302.209888;-2302.099691;0.760061;0.000369603;6.225401696;1.19305;1.19301;-4.098046948;-0.40873;1.12186;1.12333;-0.663093;0.33392;0.334069;-9.025472193;-4.965805658;4.059666536;2.029833268;0.492651301;6.995638926;12.05492213;1.12186;1.12333;0.928263604;0.928537318;2.362880869;2.363339188;0.013565153;0.546659523;0.571421916;0.383829231;0.173825941;0.919632874;28.2952386;0.317978438;1.19301;1.19305;-0.658482383;0.752596141;-0.976478766;0.215613588
L88;1.389886429;1.3899614;-9.089660524;-2.263160309;0.473024599;0.531541185;0.542117033;0.525158405;0.145732389;0.180534849;0.110417443;0.129472605;0.80031681;0.882547521;0.939899366;0.954761461;95.41861656;220.8300942;2.346546548;2.326073957;0.517884597;0.875925969;0.892907892;0.522259636;0.5025149;0.428012608;0.327400335;46.98804792;54.91110057;60.38296433;741.9938967;3.342719758;0.640083367;5.066330964;3.850957652;0.28790693;-3.342719758;0.508237894;0.078824521;-2238.220585;-2238.116496;0.644814;0.000349116;5.141770291;1.1332;1.14721;-3.701384849;-0.29264;1.08319;1.07008;-0.533914;0.297914;0.302766;-8.818393553;-4.528246586;4.290146967;2.145073483;0.466184496;6.67332007;10.38034387;1.07008;1.08319;0.875925969;0.892907892;2.326073957;2.346546548;0.03076263;0.473024599;0.542117033;0.405480366;0.110417443;0.954761461;13.18093975;0.233428543;1.1332;1.14721;0.921076814;0.389380923;0.79475782;0.60692669
L89;1.389230496;1.389289039;-5.233902957;-5.145869165;0.516422848;0.512346254;0.517144987;0.511577525;0.075568394;0.180860977;0.179929184;0.076313828;0.957277302;0.843831532;0.843225867;0.957976146;91.90425789;222.7848223;2.332624125;2.332821978;0.514483554;0.898888837;0.899016959;0.517515207;0.502936678;0.455206585;0.378640493;52.29519972;58.23874134;57.70121154;836.2744462;3.331872507;0.41529221;5.204982372;3.904648876;0.213793997;-3.331872507;0.572776369;0.076162631;-2677.804711;-2677.683826;0.733854;0.00040545;5.724398746;1.12111;1.12109;-4.632237335;-0.28367;1.08863;1.08853;-0.533174;0.390635;0.391343;-8.525326936;-4.346474534;4.178852402;2.089426201;0.478600297;6.435900735;9.91200796;1.08853;1.08863;0.898888837;0.899016959;2.332624125;2.332821978;0.002817101;0.511577525;0.517144987;0.416989784;0.075568394;0.957976146;148.0209027;0.147716407;1.12109;1.12111;-0.716010765;-0.698089238;0.265050317;-0.964234582
L98;1.390338379;1.389786945;-2.679474481;10.41628495;0.450009318;0.436032426;0.501374394;0.500023295;0.082696608;0.080460306;0.114983228;0.057072307;0.817322028;0.791604547;0.885063362;0.945676482;85.8941956;206.9730908;2.334330138;2.323832141;0.471656029;0.867813548;0.859794307;0.472821364;0.446020308;0.393514445;0.320816706;49.24732249;59.06423298;56.03595637;893.8160663;3.398424129;0.492176609;5.260480168;4.007443575;0.194539278;-3.398424129;0.609019446;0.079558312;-2468.769981;-2468.649764;0.724663;0.00040321;11.84334124;1.10971;1.11946;-3.915814457;-0.26939;1.10838;1.10008;-0.50653;0.406643;0.368658;-8.68669045;-4.496409266;4.190281184;2.095140592;0.477294939;6.591549858;10.36888161;1.10008;1.10838;0.859794307;0.867813548;2.323832141;2.334330138;0.033790225;0.436032426;0.501374394;0.417624471;0.057072307;0.945676482;12.35932776;0.130890052;1.10971;1.11946;-0.877773125;-0.479076551;-0.363502034;0.931593404
L106;1.38924565;1.388466881;9.872780718;2.666961214;0.480968133;0.640793887;0.520266493;0.511461051;0.063035781;0.319884458;0.172102124;0.076267238;0.898900485;0.961703317;0.850819978;0.964265747;92.23234294;225.9759382;2.342028144;2.34009218;0.538285035;0.893193254;0.919219391;0.541365371;0.530220192;0.485969885;0.422766177;55.55429107;56.4873122;57.08750522;1022.223763;3.315792571;0.310333297;5.196604433;3.882471074;0.21607407;-3.315792571;0.566678503;0.070809214;-3252.1998;-3252.035538;0.995817;0.000550937;0.925179599;1.11924;1.12539;-5.802559615;-0.26985;1.07241;1.08853;-0.548682;0.33753;0.401513;-8.082869815;-4.253683711;3.829186104;1.914593052;0.522304204;6.168276763;9.936220698;1.07241;1.08853;0.893193254;0.919219391;2.34009218;2.342028144;0.070326513;0.480968133;0.640793887;0.415687928;0.063035781;0.964265747;5.910828055;0.131060203;1.11924;1.12539;-0.902765425;-0.43013322;-0.216992848;0.976173194
L108;1.388204236;1.386992089;6.500355191;-9.493636415;0.506312896;0.516912039;0.474352404;0.465710026;0.120154678;0.09150205;0.091734998;0.091036154;0.892471114;0.942322028;0.839685054;0.857668654;84.55522413;203.6994718;2.306931234;2.28998091;0.490623835;0.872973351;0.857855013;0.492171498;0.464964839;0.390586875;0.302625624;50.57280131;57.56434266;52.8342276;741.6747867;3.375231805;0.413234791;5.159713834;3.930851601;0.241905962;-3.375231805;0.555619796;0.080950042;-2105.75913;-2105.657726;0.589092;0.000340111;3.382230993;1.12516;1.13059;-3.255001221;-0.27866;1.07712;1.0835;-0.515072;0.315621;0.356262;-8.811318593;-4.586206836;4.225111757;2.112555878;0.47336026;6.698762715;10.62064733;1.07712;1.0835;0.857855013;0.872973351;2.28998091;2.306931234;0.024647629;0.465710026;0.516912039;0.420442968;0.091036154;0.942322028;17.05815074;0.195478192;1.12516;1.13059;0.264588815;-0.964361322;0.482976405;-0.875633366
L110;1.387163269;1.391351549;5.680252775;-7.802854217;0.49617965;0.461493664;0.456461983;0.485743571;0.047008945;0.036013791;0.02576407;0.048546403;0.945350354;0.886973537;0.945723071;0.864377562;73.2840012;213.0608907;2.371925915;2.304979438;0.475016306;0.925217807;0.907135203;0.484827913;0.468094667;0.388128713;0.279150988;50.47535029;55.31350664;60.5222569;642.5125283;3.164066721;0.500480369;4.458014529;3.435270052;0.659188803;-3.164066721;0.271203331;0.086755088;-1994.385975;-1994.283897;0.640151;0.000342371;6.241510755;1.16466;1.19021;-3.192047099;-0.28557;1.08151;1.01528;-0.543305;0.321258;0.318291;-8.806420544;-4.658861234;4.147559309;2.073779655;0.482211308;6.732640889;10.92894639;1.01528;1.08151;0.907135203;0.925217807;2.304979438;2.371925915;0.019061981;0.456461983;0.49617965;0.466553865;0.02576407;0.945723071;24.47562267;0.05644297;1.16466;1.19021;-0.855942139;-0.517071615;-0.537449502;0.843295934
L111;1.389661441;1.389720168;-13.04391357;-12.95340388;0.417466455;0.543631196;0.415626165;0.543491428;0.037225121;0.126024972;0.127702199;0.037923966;0.79770779;0.961237421;0.959280656;0.793328364;84.39146038;225.6516587;2.324602388;2.324188905;0.480257641;0.85258456;0.851874068;0.475428279;0.426305146;0.322473808;0.224233333;46.30619303;56.7710751;55.07279381;573.6325183;3.317565073;0.062315643;4.50519035;3.62033179;0.643576368;-3.317565073;0.302766717;0.08113237;-1688.586219;-1688.499284;0.539086;0.000291581;6.499817294;1.15514;1.15527;-2.651060124;-0.27714;1.06391;1.07532;-0.511137;0.285713;0.286372;-9.050778781;-4.790836452;4.25994233;2.129971165;0.469489924;6.920807617;11.24371514;1.06391;1.07532;0.851874068;0.85258456;2.324188905;2.324602388;0.073336016;0.415626165;0.543631196;0.431162077;0.037225121;0.961237421;5.879267776;0.08956395;1.15514;1.15527;0.418271266;-0.908322161;-0.516717381;0.85615603
L119;1.395377786;1.393258604;9.545974044;9.896828596;0.494805255;0.512113306;0.629193067;0.587937943;0.159569512;0.108553858;0.191716362;0.280842341;0.830040999;0.915672754;0.984159523;0.977543794;95.1242799;237.0679861;2.382572975;2.348414272;0.556029864;0.906116055;0.894800596;0.5710423;0.568672937;0.484119461;0.386001178;53.42395121;63.14003932;56.59103514;829.2622212;3.146489093;1.91561306;4.561839574;3.445008563;0.582679896;-3.146489093;0.29851947;0.079986247;-2590.398029;-2590.275417;0.913181;0.000411243;2.555449528;1.14915;1.17749;-4.737824682;-0.27744;1.03825;1.07034;-0.439868;0.285371;0.31902;-8.518796204;-4.188920615;4.329875589;2.164937795;0.461907036;6.353858409;9.323943807;1.03825;1.07034;0.894800596;0.906116055;2.348414272;2.382572975;0.063372169;0.494805255;0.629193067;0.402006076;0.108553858;0.984159523;6.343574514;0.219387035;1.14915;1.17749;0.768504321;0.639844598;-0.992535643;-0.121954899
L120;1.391852807;1.389164622;-4.63879772;12.33457031;0.523760716;0.475307492;0.508456019;0.529840663;0.085119269;0.099468878;0.191436824;0.120853522;0.962402162;0.851146105;0.868244502;0.896058517;90.29355724;220.1173976;2.347835595;2.334492566;0.509288809;0.910489657;0.887649087;0.51158758;0.492490776;0.44451449;0.371178051;50.22514521;57.660326;54.43615326;854.7399958;4.067298726;3.872625064;5.878672489;5.138670633;0.038699418;-4.067298726;1.071371907;0.073962785;-3222.0109;-3221.884702;0.668672;0.00042327;7.554929215;1.12905;1.1266;-4.646848524;-0.2737;1.08338;1.08483;-0.481451;0.368577;0.357314;-8.826556969;-4.683351481;4.143205488;2.071602744;0.482718032;6.754954225;11.01306868;1.08338;1.08483;0.887649087;0.910489657;2.334492566;2.347835595;0.024407835;0.475307492;0.529840663;0.414108703;0.085119269;0.962402162;16.9662201;0.179082532;1.1266;1.12905;0.726097852;-0.687591383;0.204459831;0.978874955
L121;1.389043844;1.389101729;-15.80601587;-15.58951221;0.449077525;0.443114051;0.449217294;0.442741334;0.026136787;0.100214312;0.099049571;0.026136787;0.872018263;0.786013791;0.786433097;0.872297801;84.28685518;218.5622839;2.310391721;2.310036425;0.446002609;0.827222326;0.827466921;0.445235398;0.411582337;0.313133249;0.205564063;44.73017492;49.76498366;49.78083065;561.8713569;3.204679734;1.711012643;4.088958333;3.393705271;0.946067204;-3.204679734;0.189025536;0.083676687;-1612.532177;-1612.449985;0.533353;0.000275673;2.753471282;1.18544;1.18558;-2.386479904;-0.27998;1.04645;1.04645;-0.457715;0.255848;0.255648;-9.114453422;-4.865667761;4.248785662;2.124392831;0.470722733;6.990060592;11.49997928;1.04645;1.04645;0.827222326;0.827466921;2.310036425;2.310391721;0.003594631;0.442741334;0.449217294;0.411831799;0.026136787;0.872297801;114.5686028;0.059033989;1.18544;1.18558;0.510826974;-0.859683548;-0.975548247;0.21978539
