ID,SMILES
L115,P([C-]12[Fe+2]3456789(C1([C@H](N(C)C)C)=[CH]3C4(=C52[H])[H])[CH-]%10[CH]6=[CH]7[CH]8=[CH]9%10)(C%11=CC(C(F)(F)F)=CC(C(F)(F)F)=C%11)C%12=CC(C(F)(F)F)=CC(C(F)(F)F)=C%12
L116,P(=O)(C1=C2[C@@]3(C4=C(P(C5=CC(C)=CC(C)=C5)C6=CC(C)=CC(C)=C6)C=CC=C4CC3)CCC2=CC=C1)(C7=CC(C)=CC(C)=C7)C8=CC(C)=CC(C)=C8
L117,C=1C=CC(=CC1)P2CC3=CC=CC4=C3C5(C=6C(=CC=CC6CC5)C2)CC4
L118,O1C=2C(=CC=CC2CC3CCCC4CC=5C=CC=C(C5OC134)P(C6=CC=C(C=C6)C)C7=CC=C(C=C7)C)P(C8=CC=C(C=C8)C)C9=CC=C(C=C9)C
L119,[P@@]([C@@H]1C[C@H](CP(C2=CC=CC=C2)C3=CC=CC=C3)N(C(OC(C)(C)C)=O)C1)(C4CCCCC4)C5CCCCC5
L120,FC1(F)OC2=CC=C(C(=C2O1)C=3C=4OC(F)(F)OC4C=CC3P(C=5C=CC=CC5)C=6C=CC=CC6)P(C=7C=CC=CC7)C=8C=CC=CC8
L121,C(C[P@]1[C@H](C)CC[C@H]1C)[P@@]2[C@H](C)CC[C@H]2C
L122,O1C2=CC=C(C(=C2OCC1)C=3C=4OCCOC4C=CC3P(C=5C=CC=CC5)C=6C=CC=CC6)P(C=7C=CC=CC7)C=8C=CC=CC8
L123,O1C2=CC=CC3=C2C4(C=5C(OP1N(C)C)=CC=CC5CC4)CC3
L124,N(C)(C)[P@]1OC([C@]2([C@](C(O1)(C3=CC=CC=C3)C4=CC=CC=C4)(OC(C)(C)O2)[H])[H])(C5=CC=CC=C5)C6=CC=CC=C6
L125,C=1C=CC(=CC1)P(C=2C=CC=CC2)C3=CC=CC4=C3C5(C=6C(=CC=CC6CC5)P(C=7C=CC=CC7)C=8C=CC=CC8)CC4
L126,[C@@](C)(C)(C)[P@@]1C2=C(C=CC=C2O[C@]1([C@]3([P@]([C@](C)(C)C)C=4C(O3)=CC=CC4C5=CC=CC=C5)[H])[H])C6=CC=CC=C6
L127,P(C1=C2[C@@]3(C4=C(C=CC=C4CC3)C5=N[C@@H](CC6=CC=CC=C6)CO5)CCC2=CC=C1)(C7=CC=CC=C7)C8=CC=CC=C8
L128,[C@H](C)(C)[C@@H]1[P@@]([C-]23[Fe+2]456789%10([C-]%11([CH]4=[CH]5[CH]6=[CH]7%11)[P@]%12[C@@H]([C@@H](C)C)CC[C@@H]%12C(C)C)[CH]2=[CH]8[CH]9=[CH]%103)[C@@H](C(C)C)CC1
L129,C=1C=C(C2=C(C1)CCC23C=4C(=CC=CC4CC3)P(C5=CC=C(C=C5)C)C6=CC=C(C=C6)C)P(C7=CC=C(C=C7)C)C8=CC=C(C=C8)C
L130,O(C1=CC(OC)=C(C(=C1)P(C=2C=C(C(OC)=C(C2)C)C)C=3C=C(C(OC)=C(C3)C)C)C4=C(OC)C=C(OC)C=C4P(C=5C=C(C(OC)=C(C5)C)C)C=6C=C(C(OC)=C(C6)C)C)C
L131,C(C)(C)(C)[P@@]1C2=C(C3=C4C(=CC5=C3OCC5)CCO4)C=CC=C2OC1
L132,O1C=2C=CC=3C=CC=CC3C2C4=C(OP1N5CCCCC5)C=CC=6C=CC=CC64
L133,O(C1=CC=C(C=C1)P(C2=CC=C(OC)C=C2)C3=CC4=CC=C3CCC5=CC=C(C(=C5)P(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)CC4)C
L134,C=1C=CC2=C(C1)C=CC3=C2C4=C5C=CC=CC5=CC=C4C(P(C3)C(C)(C)C)C6C7=CC=C8C=CC=CC8=C7C=9C=%10C=CC=CC%10C=CC9CP6C(C)(C)C
L135,O1C2=CC=C3C(=C2C=4C(OP1N(C)C)=CC=C5C4CCCC5)CCCC3
L136,C[C@H]1[P@]([C-]23[Fe+2]456789%10([C-]%11([CH]4=[CH]5[CH]6=[CH]7%11)[P@@]%12[C@H](C)CC[C@H]%12C)[CH]2=[CH]8[CH]9=[CH]%103)[C@H](C)CC1
L137,C(C)[C@H]1[P@@]([C-]23[Fe+2]456789%10([C-]%11([CH]4=[CH]5[CH]6=[CH]7%11)[P@@]%12[C@H](CC)CC[C@H]%12CC)[CH]2=[CH]8[CH]9=[CH]%103)[C@H](CC)CC1
L138,C(C)(C)(C)[P@@]1[C@](OC=2C1=C(OC)C=CC2)([C@@]3([P@@](C(C)(C)C)C=4C(O3)=CC=CC4OC)[H])[H]
L139,C=1C=CC(=CC1)P(NC2=CC=C3C(=C2C=4C(=CC=C5C4CCCC5)NP(C=6C=CC=CC6)C=7C=CC=CC7)CCCC3)C=8C=CC=CC8
L140,NC(C=1C=CC=CC1)[C-]23[CH]4=[CH]5[CH]6=C2(P(C=7C=CC=CC7)C=8C=CC=CC8)[Fe+2]9%10%11%125643[CH]=%13[CH]%12=[CH]%11[CH-]%10[CH]%139
L141,P([C-]12[Fe+2]3456789(C1([C@@H](O)C%10=C(P(C%11=CC=CC=C%11)C%12=CC=CC=C%12)C=CC=C%10)=[CH]3C4(=C52[H])[H])[CH-]%13[CH]6=[CH]7[CH]8=[CH]9%13)(C%14=CC=CC=C%14)C%15=CC=CC=C%15
L142,C[C@H]1[P@](C2=C(C=CC=C2)C3OCCO3)[C@H](C)CC1
L143,[P@@]([C@@H]1C[C@H](CP(C2=CC=CC=C2)C3=CC=CC=C3)N(C(OC(C)(C)C)=O)C1)(C4=CC=CC=C4)C5=CC=CC=C5
L144,O1C=2C=CC=3C=CC=CC3C2C4=C(OP1N5CCOCC5)C=CC=6C=CC=CC64
L145,O1C=2C(=CC=CC2CC3CCCC4CC=5C=CC=C(C5OC134)P(C=6C=CC=CC6)C=7C=CC=CC7)P(C=8C=CC=CC8)C=9C=CC=CC9
L146,N1=NC(=C2C=CC=CC2=C1NC(C=3C=CC=CC3)C)C4=C5C=CC=CC5=CC=C4P(C=6C=CC=CC6)C=7C=CC=CC7
L147,N1=C(OC)C=C(C(=C1OC)C2=C(N=C(OC)C=C2P(C=3C=CC=CC3)C=4C=CC=CC4)OC)P(C=5C=CC=CC5)C=6C=CC=CC6
L148,C[C@H](C1=CC=CC=C1)N([C@@H](C2=CC=CC=C2)C)P3OC4=CC=CC5=C4[C@]6(CCC7=C6C(O3)=CC=C7)CC5
L149,O(C1=CC(OC)=C(C(=C1)P(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C)C4=C(OC)C=C(OC)C=C4P(C5=CC=C(C=C5)C)C6=CC=C(C=C6)C)C
L150,P(C1=C2[C@@]3(C=4C(CC3)=CC=CC4NCCSC5=CC=CC=C5)CCC2=CC=C1)(C6=CC(C(C)(C)C)=CC(C(C)(C)C)=C6)C7=CC(C(C)(C)C)=CC(C(C)(C)C)=C7
L151,P([C-]12[Fe+2]3456789(C1(=[CH]3C4(=C52[H])[H])C%10=N[C@H]([C@](C)(C)C)CO%10)[CH-]%11[CH]6=[CH]7[CH]8=[CH]9%11)(C%12=CC=CC=C%12)C%13=CC=CC=C%13
L152,P([C-]12[Fe+2]3456789(C1(=[CH]3C4(=C52[H])[H])C%10=N[C@@H](C(C)C)CO%10)[CH-]%11[CH]6=[CH]7[CH]8=[CH]9%11)(C=%12C%13=C(C=CC%12)C=CC=C%13)C=%14C%15=C(C=CC%14)C=CC=C%15
L153,C(C)(C)(C)[P@@]1[C@](OC=2C1=CC=CC2)([C@@]3([P@@](C(C)(C)C)C=4C(O3)=CC=CC4)[H])[H]
L154,P([C-]12[Fe+2]3456789(C1(=[CH]3C4(=C52[H])[H])C%10=N[C@@H](C(C)C)CO%10)[CH-]%11[CH]6=[CH]7[CH]8=[CH]9%11)(C%12=CC(C(F)(F)F)=CC(C(F)(F)F)=C%12)C%13=CC(C(F)(F)F)=CC(C(F)(F)F)=C%13
L155,P([C-]12[Fe+2]3456789(C1([C@@H](P(C%10=CC(C)=CC(C)=C%10)C%11=CC(C)=CC(C)=C%11)C)=[CH]3C4(=C52[H])[H])[CH-]%12[CH]6=[CH]7[CH]8=[CH]9%12)(C%13=CC(C)=CC(C)=C%13)C%14=CC(C)=CC(C)=C%14
L156,C=1C=CC(=CC1)P(C=2C=CC=CC2)C34=[CH]5[CH]6=[CH]7[C-]3([C-]89[CH]%10=[CH]%11[CH]%12=C8(P(C=%13C=CC=CC%13)C=%14C=CC=CC%14)[Fe+2]%15%16%17%18%11%12%109[CH]=%19[CH]%18=[CH]%17[CH-]%16[CH]%19%15)[Fe+2]%20%21%22%236574[CH]=%24[CH]%23=[CH]%22[CH-]%21[CH]%24%20
L157,COC1=C(C2=C(OC)C=C(OC)C=C2P(C3CCCCC3)C4CCCCC4)C(P(C5CCCCC5)C6CCCCC6)=CC(OC)=C1
L158,CC(C)(C)P(C(C)(C)C)C1=CC=CC2=C1[C@]3(CCC4=C3C(NCC5=CC=CC(C)=N5)=CC=C4)CC2
L159,O=S(N1C[C@@]2([H])[P@](C3=CC=C(OC)C=C3)C[C@]1([H])C2)(C4=CC=C(C)C=C4)=O
L160,O=S(N1C[C@H]2[P@@](C3=CC=C(OC)C=C3)C[C@@H]1C2)(C4=CC=C(C)C=C4)=O
L161,[P@@]([C@@H]([C@H](N)C1=CC=CC=C1)C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4
L162,[P@]([C@H]1[C@H](N)C=2C(C1)=CC=CC2)(C3=CC=CC=C3)C4=CC=CC=C4
L163,P([C@H](C[C@@H](P(C1=CC=C(C(C)(C)C)C=C1)C2=CC=C(C(C)(C)C)C=C2)C)C)(C3=CC=C(C(C)(C)C)C=C3)C4=CC=C(C(C)(C)C)C=C4
L164,C=1C=CC(=CC1)P(C=2C=CC=CC2)C(C)C34=[CH]5[CH]6=[CH]7[C-]3([C-]89[CH]%10=[CH]%11[CH]%12=C8(C(P(C=%13C=CC=CC%13)C=%14C=CC=CC%14)C)[Fe+2]%15%16%17%18%11%12%109[CH]=%19[CH]%18=[CH]%17[CH-]%16[CH]%19%15)[Fe+2]%20%21%22%236574[CH]=%24[CH]%23=[CH]%22[CH-]%21[CH]%24%20
L165,C=1C=CC2=C(C1)C=CC3=C2C4=C5C=CC=CC5=CC=C4CP(C=6C=CC=CC6P7CC=8C=CC=9C=CC=CC9C8C%10=C%11C=CC=CC%11=CC=C%10C7)C3
L166,P(C1=C2C(=CC=C1)CCC[C@H]2N)(C3=CC=CC=C3)C4=CC=CC=C4
L167,C(C)(C)[C@@H]1[P@]([C@@H]([C@@H](C)C)CC1)C2=C(C=CC=C2)[P@]3[C@@H](C(C)C)CC[C@@H]3[C@H](C)C
L168,[C@@](C)(C)(C)[P@@]1C2=C(C=CC=C2OC1)C3=C(OC(C)C)C=CC=C3OC(C)C
L169,P([C-]12[Fe+2]3456789([C-]%10(P(C%11CCCCC%11)C%12CCCCC%12)C3([C@H](N(C)C)C%13=CC=CC=C%13)=C4([CH]5=C6%10[H])[H])C1([C@H](N(C)C)C%14=CC=CC=C%14)=[CH]7C8(=C92[H])[H])(C%15CCCCC%15)C%16CCCCC%16
L170,O(C=1C(=CC(=CC1C(C)(C)C)P(C=2C=C(C(OC)=C(C2)C(C)(C)C)C(C)(C)C)C3=CC=C4C=CC=CC4=C3C=5C=6C=CC=CC6C=CC5P(C=7C=C(C(OC)=C(C7)C(C)(C)C)C(C)(C)C)C=8C=C(C(OC)=C(C8)C(C)(C)C)C(C)(C)C)C(C)(C)C)C
L171,C(C)(C)(C)[P@]1C2=C(C=CC=C2O[C@@H]1CC)C3=C4[P@](C(C)(C)C)[C@@H](CC)OC4=CC=C3
L172,[C@@](C)(C)(C)[P@@]1C2=C(C=CC=C2O[C@]1([C@]3([P@]([C@](C)(C)C)C=4C(O3)=CC=CC4C=5C6=C(C=C7C5C=CC=C7)C=CC=C6)[H])[H])C=8C9=C(C=C%10C8C=CC=C%10)C=CC=C9
L173,C(C)(C)(C)[P@]1C=2C(O[C@@]1(C3=CC=CC=N3)[H])=CC=CC2OC
L174,[C@@H](P(C1=CC=CC=C1)C2=CC=CC=C2)(C)C3=4[Fe+2]56789%10%11([C-]3(P(C(C)(C)C)(=O)[H])C5(=[CH]6C74[H])[H])[CH-]%12[CH]8=[CH]9[CH]%10=[CH]%11%12
L175,[][Fe][].CN([C@@H](C1=CC=CC=C1P(C2=CC=C(C)C=C2)C3=CC=C(C)C=C3)c4cccc4P(C5=CC=C(C)C=C5)C6=CC=C(C)C=C6)C.c7cccc7
L176,[][Fe][].CN([C@H](C1=C(P(C2=CC=CO2)C3=CC=CO3)C=CC=C1)c4c(P(C5=CC=CO5)C6=CC=CO6)ccc4)C.c7cccc7
L177,O1C2=C(C=C3C=CC=CC3=C2C4=C(OP1N5CCCCC5)C(=CC=6C=CC=CC64)C)C
L178,O1C2=CC=CC(=C2C=3C(OCC1)=CC=CC3P(C=4C=CC=CC4)C=5C=CC=CC5)P(C=6C=CC=CC6)C=7C=CC=CC7
L179,N=1C=CC=2C=CC=CC2C1C=3C=4C=CC=CC4C=CC3P(C=5C=CC=CC5)C=6C=CC=CC6
L180,P([C-]12[Fe+2]3456789(C1([C@H](P(C%10=CC(C)=CC(C)=C%10)C%11=CC(C)=CC(C)=C%11)C)=[CH]3C4(=C52[H])[H])[CH-]%12[CH]6=[CH]7[CH]8=[CH]9%12)(C%13=CC=CO%13)C%14=CC=CO%14
L181,P([C-]12[Fe+2]3456789(C1([C@H](P(C%10=CC=C(C(F)(F)F)C=C%10)C%11=CC=C(C(F)(F)F)C=C%11)C)=[CH]3C4(=C52[H])[H])[CH-]%12[CH]6=[CH]7[CH]8=[CH]9%12)(C%13=CC=C(C(F)(F)F)C=C%13)C%14=CC=C(C(F)(F)F)C=C%14
L182,P([C-]12[Fe+2]3456789(C1([C@H](P(C%10=C(C)C=CC=C%10)C%11=C(C)C=CC=C%11)C)=[CH]3C4(=C52[H])[H])[CH-]%12[CH]6=[CH]7[CH]8=[CH]9%12)(C%13=CC(C)=C(OC)C(C)=C%13)C%14=CC(C)=C(OC)C(C)=C%14
L183,P(C[C@H]1[C@H](CP(C2=CC=CC=C2)C3=CC=CC=C3)CCCC1)(C4=CC=CC=C4)C5=CC=CC=C5
L184,[C@@](C)(C)(C)[P@@]1C=2C(O[C@]1(C=3N=C(OC)C=CC3)[H])=CC=CC2OC
L185,[C@@](C)(C)(C)[P@@]1C2=C(C=CC=C2O[C@]1(C=3N=C(OC)C=CC3)[H])C4=C(OC)C=CC=C4OC
L186,[C@@](C)(C)(C)[P@@]1C2=C(C=CC=C2O[C@]1(C3=CC=CC=N3)[H])C=4C5=C(C=C6C4C=CC=C6)C=CC=C5
L187,O1C2=CC=C(C(=C2OC1(C)C)C=3C=4OC(OC4C=CC3P(C=5C=CC=CC5)C=6C=CC=CC6)(C)C)P(C=7C=CC=CC7)C=8C=CC=CC8
L188,P([C-]12[Fe+2]3456789(C1([C@H](P(C%10CCCCC%10)C%11CCCCC%11)C)=[CH]3C4(=C52[H])[H])[CH-]%12[CH]6=[CH]7[CH]8=[CH]9%12)(C%13=CC(C(C)(C)C)=C(OC)C(C(C)(C)C)=C%13)C%14=CC(C(C)(C)C)=C(OC)C(C(C)(C)C)=C%14
L189,P([C@@H](CC[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)C)C)(C3=CC=CC=C3)C4=CC=CC=C4
L190,[C@@](C)(C)(C)[P@@]1C2=C(C=CC=C2O[C@H]1C(C)C)C=3C4=C(C=C5C3C=CC=C5)C=CC=C4
L191,CC1(C)C2=C(C(P(C3=CC=CC=C3)C4=CC=CC=C4OC)=CC=C2)OC5=C([P@](C6=C(OC)C=CC=C6)C7=CC=CC=C7)C=CC=C51
L192,O(C1=C(C(OC2=CC=CC=C2)=CC=C1)C3=C4C(OC[P@@]4[C@](C)(C)C)=CC=C3)C5=CC=CC=C5
