index,C1_bv,C2_bv,R1_bv,R2_bv,R3_bv,R4_bv,C1_R1_L,C1_R1_B_1,C1_R1_B_5,C1_R2_L,C1_R2_B_1,C1_R2_B_5,C2_R3_L,C2_R3_B_1,C2_R3_B_5,C2_R4_L,C2_R4_B_1,C2_R4_B_5
SM1,0.9573217975206612,0.8798101756198347,0.9154829545454546,0.9485730888429752,0.6641593491735537,0.9811789772727273,5.034409515580796,2.5333801486291385,5.133017757446268,5.497381596397759,2.317549287982925,7.150241825606788,3.4372129132554416,2.655945949432253,5.965839241224925,6.8255709712804435,2.294154605037662,5.8847419370154785
SM2,0.9573217975206612,0.6319085743801653,0.9154829545454546,0.9470235020661157,0.6356856921487604,0.6641270661157025,5.034409515580796,2.3328212283974903,5.133017757446268,5.497381596397759,1.702570679218102,4.765995949535261,3.4372129132554416,1.5562541187803112,5.957750725995481,2.6691732750426502,1.5572177796764204,5.884797072309226
SM3,0.9573217975206612,0.8798101756198347,0.9154829545454546,0.9456676136363636,0.6641593491735537,0.9811789772727273,5.034409515580796,2.431102888153337,4.384168819583305,4.432379107102655,2.317549287982925,7.150241825606788,3.4372129132554416,2.304688554312459,5.965839241224925,6.8255709712804435,2.294154605037662,4.831281190427903
