Ligand#,distance_pi_bond_1,distance_pi_bond_2,dihedral_angle_1,dihedral_angle_2,NE_quad,NW_quad,SW_quad,SE_quad,"+,+,+_octant","-,+,+_octant","-,-,+_octant","+,-,+_octant","+,-,-_octant","-,-,-_octant","-,+,-_octant","+,+,-_octant",bite_angle,cone_angle,distance_Rh_max_donor_gaussian,distance_Rh_min_donor_gaussian,buried_volume_Rh_3.5A,buried_volume_donor_max,buried_volume_donor_min,buried_volume_Rh_4A,buried_volume_Rh_5A,buried_volume_Rh_6A,buried_volume_Rh_7A,dispersion_p_int_Rh_gfn2_xtb,dispersion_p_int_donor_max_gfn2_xtb,dispersion_p_int_donor_min_gfn2_xtb,sasa_gfn2_xtb,ip_gfn2_xtb,dipole_gfn2_xtb,ea_gfn2_xtb,electrofugality_gfn2_xtb,nucleofugality_gfn2_xtb,nucleophilicity_gfn2_xtb,electrophilicity_gfn2_xtb,HOMO_LUMO_gap_gfn2_xtb,sum_electronic_and_free_energy_dft,sum_electronic_and_enthalpy_dft,zero_point_correction_dft,entropy_dft,dipole_moment_dft,lone_pair_occupancy_min_donor_dft,lone_pair_occupancy_max_donor_dft,dispersion_energy_dft,nbo_charge_Rh_dft,nbo_charge_min_donor_dft,nbo_charge_max_donor_dft,mulliken_charge_Rh_dft,mulliken_charge_min_donor_dft,mulliken_charge_max_donor_dft,homo_energy_dft,lumo_energy_dft,homo_lumo_gap_dft,hardness_dft,softness_dft,electronegativity_dft,electrophilicity_dft,free_ligand_dipole_moment_dft,free_ligand_lone_pair_occupancy_min_donor_dft,free_ligand_lone_pair_occupancy_max_donor_dft,free_ligand_dispersion_energy_dft,free_ligand_nbo_charge_min_donor_dft,free_ligand_nbo_charge_max_donor_dft,free_ligand_mulliken_charge_min_donor_dft,free_ligand_mulliken_charge_max_donor_dft,free_ligand_homo_energy_dft,free_ligand_lumo_energy_dft,free_ligand_homo_lumo_gap_dft,free_ligand_hardness_dft,free_ligand_softness_dft,free_ligand_electronegativity_dft,free_ligand_electrophilicity_dft,min_NBO_donor,max_NBO_donor,min_bv_donor,max_bv_donor,Rh_donor_min_d,Rh_donor_max_d,std_quad,min_quad,max_quad,std_oct,min_oct,max_oct,ratio_std_oct_std_quad,ratio_min_oct_min_quad,lone_pair_occ_min,lone_pair_occ_max,bite_angle_sin,bite_angle_cos,cone_angle_sin,cone_angle_cos,nbo_charge_max_donor_dft_abs_diff,nbo_charge_min_donor_dft_abs_diff,mulliken_charge_max_donor_dft_abs_diff,mulliken_charge_min_donor_dft_abs_diff,lone_pair_occupancy_max_donor_dft_abs_diff,lone_pair_occupancy_min_donor_dft_abs_diff
L90,1.388814946,1.388873537,6.391926625,6.253769232,0.396606001,0.40371336,0.397260664,0.403337641,0.193142551,0.054268685,0.054951811,0.192983155,0.600069451,0.753158036,0.751723471,0.601538173,91.56099785,222.9231127,2.32879791,2.329351684,0.513609998,0.898586004,0.898574357,0.515994507,0.504891836,0.465770556,0.400205934,52.94458569,56.92785512,56.8808771,916.8842157,4.577348793,0.680645376,6.506413907,6.244753322,0.006990621,-4.577348793,1.667404529,0.077174395,-3866.721348,-3866.575218,0.636367,0.000490122,5.405339349,1.12312,1.12307,-4.764258736,-0.296,1.12043,1.12063,-0.528786,0.39647,0.397345,-9.178944405,-5.034106234,4.144838171,2.072419085,0.482527886,7.10652532,12.18448104,5.417304746827521,1.27866,1.27863,-3.572059868287349,0.8731,0.87324,0.392261,0.392341,-5.7881337139855,-1.3020647746425,4.486068939343,2.2430344696715,0.4458246244189254,3.545099244314,2.80150145304639,1.12043,1.12063,0.898574357,0.898586004,2.32879791,2.329351684,0.0038184444103801177,0.396606001,0.40371336,0.3054994437712337,0.054268685,0.753158036,80.00625672086763,0.1368327379393334,1.12307,1.12312,-0.4392924411023107,-0.8983441162440888,0.1296001368047034,-0.9915663389507543,0.24739,0.24733000000000005,0.0050040000000000084,0.004208999999999963,0.15555999999999992,0.15554
L91,1.390817666,1.389079741,12.16298248,-8.401684334,0.417492585,0.346828871,0.376505012,0.407712495,0.043509447,0.064293562,0.193865527,0.092068335,0.791475723,0.62936418,0.621559463,0.660941689,89.89771242,222.9800564,2.341940918,2.325370815,0.506819558,0.910734253,0.889291372,0.509353082,0.494213364,0.451077146,0.387166762,48.9143908,60.02691045,55.49989698,1024.962857,4.761564927,0.378573862,6.776708941,6.739170364,0.046896496,-4.761564927,1.977605437,0.077500913,-4420.033212,-4419.868628,0.722163,0.000552017,6.393671763,1.13052,1.12916,-5.221386943,-0.27063,1.10194,1.10453,-0.495803,0.362219,0.353627,-9.196087578,-5.046079244,4.150008334,2.075004167,0.481926743,7.121083411,12.21921135,4.887635188923167,1.29143,1.28377,-4.030386527462307,0.85071,0.86358,0.365508,0.386174,-5.974531701578,-1.718126852057,4.256404849521,2.1282024247605,0.4698801149578317,3.8463292768175,3.4757616882633524,1.10194,1.10453,0.889291372,0.910734253,2.325370815,2.341940918,0.03205514491769455,0.346828871,0.417492585,0.31595973262098315,0.043509447,0.791475723,9.856755707461247,0.12544932281603513,1.12916,1.13052,0.9350763940944395,-0.35444624022175825,0.07295712735844558,-0.9973350778788459,0.24095,0.25122999999999995,0.03254699999999999,0.0032889999999999864,0.15461000000000014,0.1609100000000001
L92,1.390508961,1.389337424,-6.879278881,12.36266738,0.386333491,0.345929422,0.36217644,0.389003376,0.02919226,0.071608705,0.18788248,0.078713218,0.743474721,0.620250138,0.590124272,0.645639662,89.47130961,222.8449681,2.341912643,2.330264949,0.505183097,0.908428066,0.889238958,0.507793588,0.487805888,0.437982448,0.371002288,48.91748882,59.01257545,55.26147439,1002.014118,4.862372188,2.268103991,6.835289911,6.904833429,0.053171329,-4.862372188,2.042461241,0.076119793,-4087.797943,-4087.639631,0.706907,0.000530981,10.49130774,1.13091,1.12918,-4.989912526,-0.2724,1.09505,1.09838,-0.477246,0.365034,0.354969,-9.301667752,-5.151387304,4.150280448,2.075140224,0.481895145,7.226527528,12.58293283,7.904773317432955,1.29121,1.28432,-3.816245096050201,0.845,0.86004,0.370664,0.388483,-6.118752042343,-1.9418044371680003,4.176947605175,2.0884738025875,0.4788185510208732,4.0302782397555,3.8887590233888414,1.09505,1.09838,0.889238958,0.908428066,2.330264949,2.341912643,0.02053897878206445,0.345929422,0.389003376,0.3046629406954888,0.02919226,0.743474721,14.83340257216362,0.0843879073113359,1.12918,1.13091,0.9979475141112454,0.06403716951260237,0.20661134849514376,-0.9784230938980428,0.23833999999999989,0.2500500000000001,0.033514000000000044,0.005629999999999968,0.15513999999999983,0.1602999999999999
L93,1.388778342,1.388838252,-6.850616736,-7.136971672,0.405341478,0.401823378,0.405546416,0.401683906,0.060211883,0.202467224,0.202438761,0.059631226,0.750471072,0.601179531,0.600929052,0.751461605,91.17302032,232.1451815,2.326915342,2.326398221,0.511810473,0.898434588,0.898952898,0.51445441,0.504696714,0.465932695,0.403645759,53.22255272,57.64648861,57.67612138,1040.590513,5.155133809,0.54592418,7.139263018,7.578313407,0.12991658,-5.155133809,2.423179598,0.075807585,-4816.332396,-4816.160014,0.689676,0.000578172,5.660423236,1.12687,1.12709,-5.222954351,-0.29546,1.1168,1.11654,-0.526209,0.396721,0.397055,-9.32697434,-5.254790567,4.072183773,2.036091886,0.49113697,7.290882453,13.05367584,5.579687817432083,1.28203,1.28218,-4.025334064427702,0.87567,0.87585,0.398334,0.398602,-6.167732535433,-1.9496957388325,4.2180367966005,2.10901839830025,0.4741542325121221,4.05871413713275,3.905409374388977,1.11654,1.1168,0.898434588,0.898952898,2.326398221,2.326915342,0.0021330007817109875,0.401683906,0.405546416,0.3015327076991633,0.059631226,0.751461605,141.3654932921725,0.14845311228376673,1.12687,1.12709,-0.06678362292080534,-0.997767481785998,-0.3265724022923254,0.9451721885778377,0.24069000000000007,0.24113000000000007,0.0015470000000000206,0.001613000000000031,0.15509000000000017,0.15515999999999996
L94,1.388364914,1.391429469,8.127504724,-16.95880291,0.472068677,0.375024906,0.458872956,0.515714749,0.110057326,0.081331868,0.294051678,0.199603787,0.834080028,0.668717943,0.73737782,0.718142124,88.51250732,235.2285702,2.339853419,2.315115337,0.514518496,0.915259271,0.892570117,0.522488517,0.530823295,0.505298426,0.455387589,49.77463423,56.5690758,59.55986664,1117.156586,5.808260611,1.766165456,7.733294588,9.044034307,0.348479109,-5.808260611,3.235773696,0.072818507,-5433.70557,-5433.509938,0.726312,0.000656153,6.392127197,1.1292,1.1309,-5.572417454,-0.28565,1.10535,1.09884,-0.573823,0.350415,0.352196,-9.672286816,-5.580238732,4.092048084,2.046024042,0.48875281,7.626262774,14.21290335,6.894945749605286,1.29016,1.28364,-4.334901697964184,0.85542,0.86657,0.374127,0.385589,-6.6746806389145,-2.6305245927835004,4.044156046131,2.0220780230655,0.4945407588595346,4.652602615849,5.352590467352052,1.09884,1.10535,0.892570117,0.915259271,2.315115337,2.339853419,0.058844227263783404,0.375024906,0.515714749,0.31352865744271613,0.081331868,0.834080028,5.328112408329342,0.21687057765704768,1.1292,1.1309,0.520906889878304,0.8536135027501102,0.3810010960763204,-0.9245745858440207,0.2322700000000001,0.2499300000000001,0.033393000000000006,0.02371200000000001,0.15273999999999988,0.16096
L95,1.3896742,1.387734431,-9.345006997,-2.819436689,0.360266533,0.34378896,0.405480949,0.372372099,0.207806994,0.203247127,0.083341398,0.099588416,0.512726072,0.484330792,0.6614028,0.711373482,92.17610455,226.9116758,2.327368356,2.318146293,0.513924478,0.888254752,0.890630824,0.517453138,0.502613446,0.447360425,0.370509868,49.16022052,59.67759921,58.21748883,938.3140958,3.038708914,0.731130396,4.881928439,3.432235636,0.357598283,-3.038708914,0.393526722,0.079344593,-2497.908007,-2497.765629,0.865762,0.000477538,5.366629603,1.13577,1.12764,-4.406111686,-0.28954,1.09753,1.10578,-0.496938,0.317408,0.34497,-8.494578071,-4.258309646,4.236268425,2.118134212,0.472113615,6.376443859,9.597842301,2.38349759387334,1.30434,1.2893,-3.1864772523828,0.82911,0.83802,0.322571,0.337593,-4.7720605962185,-0.5684458336945,4.203614762524,2.101807381262,0.4757809915957019,2.6702532149565,1.6962192386307695,1.09753,1.10578,0.888254752,0.890630824,2.318146293,2.327368356,0.026111127647939172,0.34378896,0.405480949,0.2519355238197079,0.083341398,0.711373482,9.648588418569965,0.24242022780487194,1.12764,1.13577,-0.8771609370895381,-0.48019651231990784,0.6571298650075222,0.7537773812706213,0.26776,0.2684199999999999,0.007377000000000022,0.005162999999999973,0.16165999999999991,0.1685700000000001
L96,1.390281739,1.388255243,-18.92089336,-2.010228175,0.467090395,0.35436603,0.480101103,0.486832742,0.333456676,0.249528928,0.202564,0.163187467,0.600724114,0.459203133,0.771101484,0.797014738,89.51926838,249.6049796,2.325733612,2.298805695,0.531459653,0.903419679,0.889611675,0.54283952,0.54711496,0.507337067,0.447116069,52.37111154,73.86915331,61.00586341,1123.783636,2.958668305,0.602519579,4.885100516,3.343426365,0.345657544,-2.958668305,0.38475806,0.082575798,-3125.264311,-3125.081735,1.322946,0.000612363,2.373325707,1.12277,1.12894,-6.389096413,-0.30174,1.11386,1.0957,-0.666476,0.334535,0.331266,-8.427093836,-4.157083294,4.270010542,2.135005271,0.468382919,6.292088565,9.271728517,1.7108406880829086,1.29372,1.28794,-5.041008924526525,0.81885,0.83862,0.300369,0.334853,-4.687433188713,-0.5499420918605,4.1374910968525,2.06874554842625,0.4833847259566198,2.6186876402867503,1.657411411134465,1.0957,1.11386,0.889611675,0.903419679,2.298805695,2.325733612,0.06236176351634033,0.35436603,0.486832742,0.2517134013569087,0.163187467,0.797014738,4.036341937170419,0.4605053904292124,1.12277,1.12894,0.9998700393859098,0.016121548884002624,-0.988525219600992,-0.15105591750345448,0.25707999999999986,0.2950100000000001,0.003587000000000007,0.03416600000000003,0.15900000000000003,0.17094999999999994
L97,1.397306867,1.388733129,6.692265082,13.97868492,0.466299107,0.446793007,0.397864092,0.361077745,0.156191116,0.115380017,0.024643778,0.202273672,0.776407098,0.778205997,0.697511713,0.593454512,100.2505046,228.0934217,2.362710004,2.383528804,0.544394102,0.911118617,0.926801854,0.550082242,0.541712655,0.499685927,0.41795583,56.81052378,62.17480116,73.50241328,885.4742764,3.091269908,1.735816186,4.902083687,3.499228182,0.351874587,-3.091269908,0.407958274,0.069127235,-4028.587751,-4028.459346,0.949653,0.000430672,20.42223434,1.15287,1.14072,-5.517173256,-0.22178,1.06079,1.09588,-0.514625,0.380843,0.363689,-8.12205421,-4.141028577,3.981025633,1.990512816,0.5023831,6.131541393,9.443747246,0.380109905159021,1.30889,1.28491,-4.232749720383184,0.86443,0.79655,0.435538,0.34728,-4.818047836953,-0.6772913738945,4.1407564630585005,2.0703782315292503,0.483003532770612,2.74766960542375,1.823263050585944,1.06079,1.09588,0.911118617,0.926801854,2.362710004,2.383528804,0.04763555606967477,0.361077745,0.466299107,0.3226020996546827,0.024643778,0.778205997,6.772296290250596,0.06825061455947666,1.14072,1.15287,-0.2767980073824235,0.9609281258809734,0.9467032536011983,-0.3221070468352179,0.29933,0.19635999999999987,0.016409000000000007,0.054694999999999994,0.14419000000000004,0.15602000000000005
L98,1.390338379,1.389786945,-2.679474481,10.41628495,0.339092467,0.332184353,0.309769274,0.302374433,0.056306678,0.086090981,0.045957316,0.019070607,0.621878256,0.578277725,0.55879155,0.600467941,85.8941956,206.9730908,2.334330138,2.323832141,0.471656029,0.867813548,0.859794307,0.472821364,0.446020308,0.393514445,0.320816706,49.24732249,59.06423298,56.03595637,893.8160663,3.398424129,0.492176609,5.260480168,4.007443575,0.194539278,-3.398424129,0.609019446,0.079558312,-2468.769981,-2468.649764,0.724663,0.00040321,11.84334124,1.10971,1.11946,-3.915814457,-0.28207,1.13251,1.11864,-0.50653,0.406643,0.368658,-8.68669045,-4.496409266,4.190281184,2.095140592,0.477294939,6.591549858,10.36888161,2.777523681267182,1.25753,1.26695,-2.8213148625556297,0.86119,0.85495,0.385799,0.376291,-5.0395485112600005,-0.714570971413,4.3249775398470005,2.1624887699235003,0.4624301471102556,2.8770597413365,1.9138764719485852,1.11864,1.13251,0.859794307,0.867813548,2.323832141,2.334330138,0.017563068443885606,0.302374433,0.339092467,0.2886968688079717,0.019070607,0.621878256,16.437723836832077,0.06306950892240284,1.10971,1.11946,-0.8777731247033094,-0.4790765508231314,-0.36350203441017265,0.9315934043238314,0.2636900000000001,0.2713199999999999,0.007633000000000001,0.020843999999999974,0.14749000000000012,0.14782000000000006
L99,1.387936097,1.402989133,3.793605824,2.670471957,0.339149394,0.170821402,0.179591035,0.376607481,0.098216471,0.002607265,0.034771124,0.00200953,0.580082317,0.33903554,0.718443838,0.357172541,91.19921845,199.9826789,2.310249371,2.145372046,0.452263092,0.903099376,0.627824497,0.440021569,0.398999953,0.336220464,0.26657435,45.61916362,61.9210938,34.84169892,663.5136608,3.132376276,1.720939361,4.698047968,3.471777825,0.487353581,-3.132376276,0.339401549,0.069693142,-2967.35539,-2967.263038,0.556422,0.00030975,62.47333464,1.37547,1.10066,-3.055538095,-0.03205,-0.80057,1.14018,-0.459476,-0.559364,0.429672,-8.90084405,-4.344569737,4.556274313,2.278137156,0.438955134,6.622706893,9.626340204,2.54792088966671,1.42439,1.25197,-2.043090113094548,-0.85782,0.88489,-0.516386,0.411168,-5.246899265341,-0.6157936436815,4.6311056216595,2.31555281082975,0.4318623161272933,2.93134645451125,1.85545153541468,-0.80057,1.14018,0.627824497,0.903099376,2.145372046,2.310249371,0.10662886877187792,0.170821402,0.376607481,0.27714931627291745,0.00200953,0.718443838,2.5991958787994967,0.011763924054434348,1.10066,1.37547,-0.09289735820616554,-0.995675690593235,-0.8816045014248542,0.47198888023706037,0.25529,0.05725000000000002,0.01850400000000002,0.04297799999999996,0.15131000000000006,0.048920000000000075
L100,1.3962831,1.391387926,11.11702777,12.90249444,0.382109494,0.45670403,0.399956166,0.306248328,0.090223895,0.115459715,0.095853993,0.206873388,0.673995093,0.797948344,0.516642662,0.593038944,99.74018706,236.6266597,2.430298256,2.398193134,0.578951966,0.94910082,0.931920891,0.587870865,0.569406121,0.495387546,0.386242407,57.54671706,65.97752904,70.04159159,806.8444053,3.193501554,1.449158417,4.921913276,3.622080971,0.352666141,-3.193501554,0.428579417,0.065677207,-3798.034202,-3797.911859,0.859027,0.00041034,20.01137429,1.15428,1.20071,-5.071767659,-0.21053,1.04821,1.01927,-0.606966,0.333716,0.343488,-8.127224373,-4.213682975,3.913541398,1.956770699,0.511046082,6.170453674,9.728911661,1.130105663201455,1.31311,1.35762,-3.751527575980021,0.85604,0.77231,0.416546,0.349508,-5.095059736762,-0.717836337619,4.377223399143,2.1886116995715,0.4569106526277759,2.9064480371905,1.929862705783397,1.01927,1.04821,0.931920891,0.94910082,2.398193134,2.430298256,0.062099491573951955,0.306248328,0.45670403,0.29020222545314134,0.090223895,0.797948344,4.673181987449131,0.2946102451863835,1.15428,1.20071,-0.7109005469687611,0.7032925510195001,-0.8453450229000107,-0.5342207336468516,0.24695999999999985,0.19217000000000006,0.00601999999999997,0.08283000000000001,0.1569100000000001,0.15883000000000003
L101,1.406406577,1.397870055,16.67940666,14.25532297,0.408771341,0.398826161,0.359833886,0.311118448,0.099127306,0.097681356,0.094669908,0.104188133,0.718415375,0.699970967,0.527566989,0.61547964,105.3794939,248.2388423,2.520966139,2.590906131,0.547800969,0.935846068,0.954621692,0.565979765,0.5584734,0.487650234,0.369720715,54.36353893,60.63195394,85.21554577,752.4335648,3.191398718,0.974738368,4.645355751,3.521016164,0.530261694,-3.191398718,0.329617445,0.065818466,-3650.548773,-3650.428492,0.923383,0.000403424,20.71740285,1.2435,1.2261,-5.035669716,-0.08586,0.93225,0.97552,-0.360915,0.371059,0.350192,-8.181647143,-4.193818664,3.987828479,1.99391424,0.501526084,6.187732903,9.601224999,0.8752907688305641,1.37888,1.37279,-3.746928321284563,0.78952,0.7793,0.403813,0.373956,-5.2879884567665005,-0.516472088249,4.7715163685175,2.38575818425875,0.4191539639675166,2.9022302725077505,1.765254460874332,0.93225,0.97552,0.935846068,0.954621692,2.520966139,2.590906131,0.04436224271765041,0.311118448,0.408771341,0.29504303299048446,0.094669908,0.718415375,6.650769098134339,0.3042889568541432,1.2261,1.2435,-0.9907472537520443,0.1357198555215202,-0.052997825216591014,-0.998594627725541,0.19622000000000006,0.14273000000000002,0.023764000000000007,0.03275399999999995,0.14669,0.13538000000000006
L102,1.394454216,1.387383001,-1.578656914,0.414748116,0.273261871,0.292247087,0.317665075,0.332597075,0.044425975,0.042854784,0.048558888,0.067111458,0.502097767,0.541639389,0.616635262,0.568218691,96.91713601,224.5123423,2.317267282,2.358905466,0.501519987,0.883770499,0.885465198,0.505357365,0.484528239,0.409062769,0.303901505,47.10237489,49.32492831,54.93964266,684.6122752,3.235646197,0.371127705,4.599497874,3.556388647,0.567244576,-3.235646197,0.32074245,0.067829387,-3260.879121,-3260.775903,0.684001,0.000346195,31.06380736,1.18715,1.1724,-3.479329419,-0.28411,1.04695,1.08181,-0.554578,0.315475,0.300575,-8.943565924,-4.724440672,4.219125252,2.109562626,0.47403191,6.834003298,11.0694986,1.6162409628517649,1.37932,1.38278,-2.337832559558183,0.81525,0.80143,0.322001,0.283954,-5.041997535914501,-0.0171431725815,5.0248543633330005,2.5124271816665003,0.3980214858751437,2.5295703542480004,1.2734152503568403,1.04695,1.08181,0.883770499,0.885465198,2.317267282,2.358905466,0.02637851028034339,0.273261871,0.332597075,0.2726089148902059,0.042854784,0.616635262,10.33450759701723,0.1568267971055501,1.1724,1.18715,0.4548789220453318,-0.8905532922171906,-0.9937867032010398,-0.11130134114559635,0.28037999999999996,0.23170000000000002,0.016620999999999997,0.006525999999999976,0.2103799999999998,0.19217000000000017
L103,1.398511334,1.40110814,-11.32135909,-5.984019758,0.416157643,0.480434127,0.38177647,0.308448563,0.108952938,0.166893427,0.09348013,0.078958005,0.723362347,0.793974827,0.523416997,0.684594935,102.620367,245.3672526,2.479782921,2.518071995,0.560339406,0.950102497,0.933347698,0.576512166,0.568728123,0.501163318,0.396596751,57.19039343,65.21883784,0.0,825.7330294,3.110946504,1.086550669,4.622583372,3.423518518,0.535988642,-3.110946504,0.312572014,0.068679572,-3805.102322,-3804.975537,0.999564,0.000425239,23.74355699,1.19286,1.2052,-5.350792739,-0.1114,0.98456,0.99697,-0.325172,0.346916,0.309555,-8.256750566,-4.136130528,4.120620038,2.060310019,0.485363849,6.196440547,9.317984937,1.0206600266494226,1.33237,1.35081,-4.034618316892911,0.82048,0.77909,0.397155,0.345766,-5.124448032616,-0.4454503732685,4.6789976593475,2.33949882967375,0.4274419748863277,2.78494920294225,1.6576075962496335,0.98456,0.99697,0.933347698,0.950102497,2.479782921,2.518071995,0.07164968412400305,0.308448563,0.480434127,0.3144128236058545,0.078958005,0.793974827,4.38819553009759,0.2559843502983024,1.19286,1.2052,0.8685111069645441,-0.49566970562989043,0.317437142066924,0.9482793158328318,0.21788000000000007,0.16408,0.03621099999999999,0.05023899999999998,0.14561000000000002,0.13951000000000002
L104,1.385469773,1.387806313,-11.11422222,-0.440192602,0.253584989,0.423441476,0.203753779,0.401527356,0.017391255,0.181466786,0.059039183,0.006916653,0.489778724,0.665416166,0.74401553,0.400590904,92.31162439,220.3863829,2.274686829,2.277077767,0.49723374,0.865577246,0.840180069,0.49256719,0.458807669,0.393311488,0.320515703,50.64334283,50.75622282,49.43699502,998.6667057,3.589117045,1.746325693,5.877584935,4.632646797,0.011944817,-3.589117045,1.043529752,0.095076065,-3167.957904,-3167.821112,0.837343,0.000458803,11.01434017,1.09861,1.11132,-4.908449008,-0.42954,1.87729,1.87105,-0.710798,0.98878,0.96718,-8.23089975,-4.731515632,3.499384117,1.749692059,0.571529141,6.481207691,12.00384174,2.453383414796799,1.40487,1.41709,-3.817149836507174,1.51789,1.52844,0.787913,0.782234,-5.4164261942025,-1.523293335099,3.8931328591035,1.94656642955175,0.5137250826987072,3.46985976465075,3.0926061920000025,1.87105,1.87729,0.840180069,0.865577246,2.274686829,2.277077767,0.1084276334118449,0.203753779,0.423441476,0.29551499308001444,0.006916653,0.74401553,2.7254582967567718,0.0339461335831224,1.09861,1.11132,-0.9339955951554484,-0.3572845199980258,0.4572469798605376,0.8893397547666567,0.3426100000000001,0.35939999999999994,0.18494600000000005,0.20086700000000002,0.3057699999999999,0.30626
L105,1.386304907,1.406220685,-4.920082951,-7.354363871,0.39751399,0.195038227,0.157133261,0.364214433,0.042792165,0.028059409,0.135150829,0.010713696,0.752235815,0.362017044,0.593278038,0.303552826,94.2918608,219.0461611,2.308860541,2.233657915,0.485603802,0.88743361,0.752480898,0.473069642,0.420697865,0.352045444,0.278516961,45.05087312,60.66579454,0.0,679.8938659,3.159551633,1.998055764,4.727052848,3.512048165,0.471443683,-3.159551633,0.352496532,0.06797959,-3045.744817,-3045.648735,0.613049,0.000322261,4.552837935,1.26751,1.09776,-3.341333288,-0.00193,-0.54178,1.13979,-0.441546,-0.472267,0.417851,-8.643968575,-4.318718921,4.325249654,2.162624827,0.462401054,6.481343748,9.712229384,1.829533470587516,1.29153,1.24242,-2.2631208855250557,-0.54612,0.88497,-0.371077,0.410112,-5.25723959166,-0.694434546476,4.5628050451840005,2.2814025225920003,0.4383268581924143,2.975837069068,1.940825035026697,-0.54178,1.13979,0.752480898,0.88743361,2.233657915,2.308860541,0.12000978324505777,0.157133261,0.39751399,0.27817022893961074,0.010713696,0.752235815,2.317896269936529,0.06818222909534093,1.09776,1.26751,0.04406691762055907,0.9990285815588175,-0.761305805365932,0.6483929909523465,0.25482000000000005,0.0043400000000000105,0.007738999999999996,0.10119,0.14466,0.024020000000000152
L106,1.38924565,1.388466881,9.872780718,2.666961214,0.400929621,0.445290129,0.418898687,0.425875113,0.058566687,0.204135191,0.20601948,0.04841657,0.743292554,0.686445068,0.645730746,0.789380803,92.23234294,225.9759382,2.342028144,2.34009218,0.538285035,0.893193254,0.919219391,0.541365371,0.530220192,0.485969885,0.422766177,55.55429107,56.4873122,57.08750522,1022.223763,3.315792571,0.310333297,5.196604433,3.882471074,0.21607407,-3.315792571,0.566678503,0.070809214,-3252.1998,-3252.035538,0.995817,0.000550937,0.925179599,1.11924,1.12539,-5.802559615,-0.28988,1.10545,1.11229,-0.548682,0.33753,0.401513,-8.082869815,-4.253683711,3.829186104,1.914593052,0.522304204,6.168276763,9.936220698,3.663370965381475,1.27062,1.28102,-4.543910844464779,0.85479,0.86856,0.348411,0.380846,-5.095059736762,-0.4753828968235,4.6196768399385,2.30983841996925,0.4329307155663782,2.7852213167927498,1.6792208745969364,1.10545,1.11229,0.893193254,0.919219391,2.34009218,2.342028144,0.018337441549340097,0.400929621,0.445290129,0.3215899633924946,0.04841657,0.789380803,17.53734088407047,0.12076077062911747,1.11924,1.12539,-0.9027654251086312,-0.43013322032648477,-0.21699284802003538,0.9761731936025255,0.24373,0.25066,0.02066699999999999,0.01088100000000003,0.15563000000000016,0.15138000000000007
L107,1.402142997,1.385986882,1.155183373,-1.857865793,0.27462243,0.082905905,0.156185423,0.291304942,0.014988928,0.003034219,0.043480983,0.009296209,0.534255933,0.162777591,0.5391289,0.303074637,82.59939562,195.1584994,2.306172417,2.143011117,0.403343971,0.820967667,0.672358367,0.388888027,0.339590363,0.270731099,0.201318007,40.81798442,49.47001505,46.33316802,606.6129427,3.217052078,2.482591863,4.463364958,3.496031878,0.661614842,-3.217052078,0.2789798,0.08833866,-1435.399211,-1435.318931,0.469466,0.00026926,7.81366496,1.33078,1.13264,-2.187311689,-0.0204,-0.67095,1.09924,-0.35231,-0.510508,0.353493,-9.029826015,-4.506749592,4.523076423,2.261538212,0.44217692,6.768287803,10.12800039,2.1617537186275406,1.37539,1.28022,-1.2544577190689905,-0.6956,0.84178,-0.39761,0.345982,-5.255062680856001,-0.543139245598,4.711923435258001,2.3559617176290004,0.424455114239455,2.899100963227,1.783727284720516,-0.67095,1.09924,0.672358367,0.820967667,2.143011117,2.306172417,0.0992128131793196,0.082905905,0.291304942,0.23072045195197266,0.003034219,0.5391289,2.3255106327341313,0.036598346040610734,1.13264,1.33078,0.7943802661579381,0.6074207707502629,0.3706928216123581,0.9287555286538371,0.25746,0.02464999999999995,0.00751099999999999,0.11289799999999994,0.14757999999999982,0.044609999999999816
L108,1.388204236,1.386992089,6.500355191,-9.493636415,0.314317756,0.308872671,0.2865686,0.301176116,0.046999083,0.024279444,0.065841982,0.07875876,0.581636429,0.593465898,0.53651025,0.494378441,84.55522413,203.6994718,2.306931234,2.28998091,0.490623835,0.872973351,0.857855013,0.492171498,0.464964839,0.390586875,0.302625624,50.57280131,57.56434266,52.8342276,741.6747867,3.375231805,0.413234791,5.159713834,3.930851601,0.241905962,-3.375231805,0.555619796,0.080950042,-2105.75913,-2105.657726,0.589092,0.000340111,3.382230993,1.12516,1.13059,-3.255001221,-0.32021,1.11276,1.1053,-0.515072,0.315621,0.356262,-8.811318593,-4.586206836,4.225111757,2.112555878,0.47336026,6.698762715,10.62064733,2.5236745749006544,1.28797,1.28695,-2.1443643085377424,0.81771,0.82957,0.307311,0.349161,-4.8664841023420005,-0.7872253694965,4.0792587328455,2.03962936642275,0.4902851549710095,2.8268547359192504,1.9589607380493053,1.1053,1.11276,0.857855013,0.872973351,2.28998091,2.306931234,0.01205008774861025,0.2865686,0.314317756,0.2680379909378532,0.024279444,0.593465898,22.243654696105125,0.08472471861885775,1.12516,1.13059,0.2645888151957717,-0.9643613217426846,0.48297640473263065,-0.8756333664676913,0.2757299999999999,0.2950499999999999,0.007101000000000024,0.008309999999999984,0.15636000000000005,0.16281000000000012
