Ligand#,distance_pi_bond_1,distance_pi_bond_2,dihedral_angle_1,dihedral_angle_2,NE_quad,NW_quad,SW_quad,SE_quad,"+,+,+_octant","-,+,+_octant","-,-,+_octant","+,-,+_octant","+,-,-_octant","-,-,-_octant","-,+,-_octant","+,+,-_octant",bite_angle,cone_angle,distance_Rh_max_donor_gaussian,distance_Rh_min_donor_gaussian,buried_volume_Rh_3.5A,buried_volume_donor_max,buried_volume_donor_min,buried_volume_Rh_4A,buried_volume_Rh_5A,buried_volume_Rh_6A,buried_volume_Rh_7A,dispersion_p_int_Rh_gfn2_xtb,dispersion_p_int_donor_max_gfn2_xtb,dispersion_p_int_donor_min_gfn2_xtb,sasa_gfn2_xtb,ip_gfn2_xtb,dipole_gfn2_xtb,ea_gfn2_xtb,electrofugality_gfn2_xtb,nucleofugality_gfn2_xtb,nucleophilicity_gfn2_xtb,electrophilicity_gfn2_xtb,HOMO_LUMO_gap_gfn2_xtb,sum_electronic_and_free_energy_dft,sum_electronic_and_enthalpy_dft,zero_point_correction_dft,entropy_dft,dipole_moment_dft,lone_pair_occupancy_min_donor_dft,lone_pair_occupancy_max_donor_dft,dispersion_energy_dft,nbo_charge_Rh_dft,nbo_charge_min_donor_dft,nbo_charge_max_donor_dft,mulliken_charge_Rh_dft,mulliken_charge_min_donor_dft,mulliken_charge_max_donor_dft,homo_energy_dft,lumo_energy_dft,homo_lumo_gap_dft,hardness_dft,softness_dft,electronegativity_dft,electrophilicity_dft,free_ligand_dipole_moment_dft,free_ligand_lone_pair_occupancy_min_donor_dft,free_ligand_lone_pair_occupancy_max_donor_dft,free_ligand_dispersion_energy_dft,free_ligand_nbo_charge_min_donor_dft,free_ligand_nbo_charge_max_donor_dft,free_ligand_mulliken_charge_min_donor_dft,free_ligand_mulliken_charge_max_donor_dft,free_ligand_homo_energy_dft,free_ligand_lumo_energy_dft,free_ligand_homo_lumo_gap_dft,free_ligand_hardness_dft,free_ligand_softness_dft,free_ligand_electronegativity_dft,free_ligand_electrophilicity_dft,min_NBO_donor,max_NBO_donor,min_bv_donor,max_bv_donor,Rh_donor_min_d,Rh_donor_max_d,std_quad,min_quad,max_quad,std_oct,min_oct,max_oct,ratio_std_oct_std_quad,ratio_min_oct_min_quad,lone_pair_occ_min,lone_pair_occ_max,bite_angle_sin,bite_angle_cos,cone_angle_sin,cone_angle_cos,nbo_charge_max_donor_dft_abs_diff,nbo_charge_min_donor_dft_abs_diff,mulliken_charge_max_donor_dft_abs_diff,mulliken_charge_min_donor_dft_abs_diff,lone_pair_occupancy_max_donor_dft_abs_diff,lone_pair_occupancy_min_donor_dft_abs_diff
L41,1.389146133,1.389062482,-5.705058562,-3.268312319,0.545137565,0.529417123,0.538334766,0.539032124,0.216784411,0.374313316,0.34732983,0.200366611,0.873490718,0.684520929,0.730734418,0.876302921,91.08660045,258.4516671,2.31929495,2.317522763,0.537440598,0.907187616,0.903972931,0.557716777,0.582579783,0.573606513,0.537986087,62.91056487,65.84372981,66.08218385,1261.154586,3.149328086,1.052088183,5.227263665,3.712224944,0.181633193,-3.149328086,0.562896858,0.075139492,-4389.610936,-4389.380661,1.766935,0.000772346,6.161740666,1.11047,1.11131,-9.415569951,-0.29443,1.12621,1.12471,-0.694515,0.393008,0.38565,-8.125047462,-4.00061783,4.124429632,2.062214816,0.484915535,6.062832646,8.912247989,5.802921299655889,1.26156,1.26216,-7.987853443797863,0.87102,0.86914,0.369984,0.361397,-4.727161810886001,-0.567085264442,4.160076546444,2.080038273222,0.4807603844957093,2.6471235376640005,1.6844072327574175,1.12471,1.12621,0.903972931,0.907187616,2.317522763,2.31929495,0.006475245746944411,0.529417123,0.545137565,0.28433934150538537,0.200366611,0.876302921,43.911745224428216,0.37846643467933316,1.11047,1.11131,0.019585251795859925,-0.9998081905606159,0.7453565492123586,0.6666660442427264,0.2555700000000001,0.2551899999999999,0.02425299999999997,0.023024000000000044,0.15084999999999993,0.15108999999999995
L42,1.389217468,1.392737107,11.75773443,-4.305781021,0.441305226,0.358718114,0.408666025,0.45632831,0.069109602,0.085009365,0.236555222,0.130579576,0.813500851,0.632426863,0.676101399,0.686752475,90.18643639,227.674923,2.351347136,2.334688544,0.512451081,0.914979734,0.889075895,0.515191484,0.506423244,0.474416073,0.416304942,50.71776891,58.3454033,54.60909633,997.9544802,3.154271365,0.666939444,5.104412886,3.656989898,0.244305646,-3.154271365,0.502718533,0.076088721,-2991.535008,-2991.3766,0.952058,0.000531303,6.978884887,1.12432,1.1241,-5.507858307,-0.25783,1.10315,1.10547,-0.479403,0.369385,0.349114,-8.299744554,-4.137491097,4.162253457,2.081126729,0.480508941,6.218617825,9.290930516,3.879705185964521,1.28106,1.27595,-4.280161536990099,0.84108,0.85996,0.349922,0.369625,-4.8966887397475,-0.53334314698,4.3633455927675,2.18167279638375,0.4583638764060121,2.71501594336375,1.6893714733340703,1.10315,1.10547,0.889075895,0.914979734,2.334688544,2.351347136,0.04321060744687349,0.358718114,0.45632831,0.313815148430571,0.069109602,0.813500851,7.262456303499088,0.19265712910165447,1.1241,1.12432,0.7954504819938732,-0.6060185893978127,0.9959036568790997,0.09042071784075031,0.24551,0.26207,0.020511,0.019463000000000008,0.15184999999999982,0.1567400000000001
L43,1.387962878,1.393124248,-2.595645669,10.71755212,0.5372133,0.391192226,0.514852302,0.568153225,0.212201773,0.118357309,0.384474818,0.243067692,0.862224828,0.664027143,0.751831632,0.786636913,88.78113144,256.1784186,2.345927854,2.32177587,0.515537644,0.920989797,0.89314084,0.526220439,0.545362808,0.536590095,0.502820742,57.00902844,66.71307504,61.74614034,1286.454526,3.127541277,0.41065663,5.218617433,3.683414674,0.183255964,-3.127541277,0.555873397,0.075243685,-4153.415911,-4153.182357,1.70089,0.000783344,3.70900177,1.11898,1.12276,-8.860936292,-0.26455,1.10925,1.10653,-0.492907,0.358249,0.338602,-7.737557339,-4.005243766,3.732313573,1.866156787,0.535860656,5.871400552,9.236454485,3.2166290740463066,1.27592,1.27499,-7.503171973157201,0.83985,0.86187,0.340166,0.357419,-4.841449628096,-0.5689900613955,4.2724595667005,2.13622978335025,0.4681144359066558,2.70521984474575,1.712880904817519,1.10653,1.10925,0.89314084,0.920989797,2.32177587,2.345927854,0.07758191649193065,0.391192226,0.568153225,0.2955541420020643,0.118357309,0.862224828,3.809575160892102,0.3025553708217095,1.11898,1.12276,0.7287790138399597,0.6847489678608182,-0.9904079913578687,0.1381738421499227,0.24466,0.2694000000000001,0.018816999999999973,0.01808299999999996,0.1522300000000001,0.15693999999999986
L44,1.392151084,1.395117411,4.297271079,8.850679225,0.334413052,0.335087639,0.338933071,0.348661927,0.097863523,0.030786221,0.040611853,0.0902979,0.570962582,0.639389057,0.656712,0.587568241,90.12444651,231.7799548,2.340454687,2.344307706,0.479529678,0.874778699,0.873037411,0.479536497,0.458015357,0.413170665,0.339298116,46.61349148,51.6194267,50.29376571,783.2040182,3.424935723,0.393824569,5.173501228,3.993179503,0.240742551,-3.424935723,0.56824378,0.081317663,-2669.07984,-2668.96305,0.611896,0.000391716,7.717672259,1.13983,1.13993,-3.782966642,-0.22467,1.05471,1.05564,-0.358862,0.385213,0.373662,-8.558524826,-4.368515756,4.19000907,2.095004535,0.477325936,6.463520291,9.970645374,4.493546307761833,1.28883,1.28811,-2.7218536991121307,0.8266,0.83163,0.38539,0.382628,-5.3930244030595,-0.547493067206,4.8455313358535,2.42276566792675,0.4127514324799463,2.97025873513275,1.8207367452878944,1.05471,1.05564,0.873037411,0.874778699,2.340454687,2.344307706,0.006567694669040135,0.334413052,0.348661927,0.29539258745042085,0.030786221,0.656712,44.97660173559687,0.09206046479310263,1.13983,1.13993,0.8314655787614021,-0.5555762695930835,-0.6426112989112197,0.766192350856908,0.22400999999999993,0.22811000000000003,0.00896600000000003,0.00017699999999998273,0.14817999999999998,0.14900000000000002
L45,1.394422582,1.394385433,-4.555029346,-4.206449005,0.339712973,0.394007275,0.339656046,0.39408982,0.084286389,0.063929228,0.063900765,0.084166842,0.595139557,0.724085322,0.724278875,0.59514525,89.756508,235.4675964,2.375909755,2.376260742,0.492708722,0.895971161,0.895744037,0.496698684,0.476823894,0.433329176,0.366831661,50.43823971,55.45453993,55.36541397,949.6844913,3.336723192,0.535859027,5.280170209,3.949099483,0.178206082,-3.336723192,0.612376291,0.072547938,-2834.657377,-2834.517996,0.843026,0.000467486,7.83391129,1.13688,1.13688,-5.000821178,-0.22652,1.0835,1.08366,-0.440565,0.357243,0.357249,-8.426821722,-4.312460303,4.11436142,2.05718071,0.486102167,6.369641013,9.861147938,4.0349216051864,1.29027,1.29037,-3.8430371645411343,0.83771,0.83765,0.353714,0.353737,-5.0686646932635,-0.5390575378405,4.529607155423,2.2648035777115,0.4415393943392048,2.803861115552,1.7356112540338702,1.0835,1.08366,0.895744037,0.895971161,2.375909755,2.376260742,0.03138711866804396,0.339656046,0.39408982,0.3168817967915461,0.063900765,0.724278875,10.095918651945956,0.1881337481035153,1.13688,1.13688,0.97565299634565,-0.21931992778075418,0.15126969129268522,-0.9884925293072354,0.24601000000000006,0.24578999999999995,0.0035119999999999596,0.0035290000000000044,0.15349000000000013,0.15339000000000014
L46,1.390074215,1.39024858,-8.507546689,-10.19325356,0.517388408,0.528030946,0.532422878,0.52487718,0.183140445,0.345849724,0.344449315,0.221924936,0.851636372,0.710212168,0.705305044,0.84292082,90.31098897,257.1989231,2.326590342,2.327133868,0.539275065,0.903617685,0.904537831,0.556324095,0.578350178,0.567994013,0.525765244,63.66591277,65.72343628,66.48025993,1240.62467,3.04357537,0.069260745,5.046800021,3.506414075,0.262038683,-3.04357537,0.462838705,0.076712938,-3932.556499,-3932.340496,1.633272,0.000724478,6.728549985,1.11334,1.11272,-8.50625886,-0.29531,1.11929,1.1191,-0.720778,0.387961,0.390065,-8.185184623,-3.98293043,4.202254193,2.101127097,0.475935036,6.084057526,8.808547575,3.4914303587498345,1.26278,1.26171,-7.097311386854037,0.86453,0.8636,0.356916,0.357307,-4.7541010820855005,-0.503410623425,4.2506904586605,2.12534522933025,0.4705117955425647,2.6287558527552504,1.6257023183882018,1.1191,1.11929,0.903617685,0.904537831,2.326590342,2.327133868,0.006334781463692554,0.517388408,0.532422878,0.2797934306329101,0.183140445,0.851636372,44.167811034450125,0.35397090883412297,1.11272,1.11334,0.7140022361951779,-0.7001434186709787,-0.4001444820783175,0.9164520682841384,0.25549999999999995,0.2547599999999999,0.03275800000000001,0.03104499999999999,0.14899000000000018,0.14944000000000002
L47,1.389580032,1.392563819,13.64962129,-5.659732601,0.468527806,0.391456937,0.451412648,0.500913681,0.11402515,0.115977753,0.288028782,0.189225961,0.823030462,0.666936122,0.71379858,0.713599335,90.44709394,247.8346392,2.349203524,2.345021932,0.510220602,0.909732575,0.890083395,0.521627304,0.534489215,0.509050297,0.453018706,52.18970596,62.21923048,57.04726997,1157.311014,3.464915901,0.643228136,5.45103877,4.188921263,0.118966592,-3.464915901,0.724005362,0.076705017,-4049.1848,-4048.991922,1.1254,0.000646916,5.124622043,1.12639,1.12067,-6.470635083,-0.26099,1.10241,1.11377,-0.516664,0.364086,0.349074,-8.181919257,-4.298582496,3.88333676,1.94166838,0.515021005,6.240250877,10.0276472,3.1698965235477323,1.28523,1.27294,-5.183446037921875,0.84082,0.86053,0.341311,0.359523,-4.9794113502995,-0.5771534769105,4.402257873389001,2.2011289366945004,0.4543123227945607,2.778282413605,1.7533850564289184,1.10241,1.11377,0.890083395,0.909732575,2.345021932,2.349203524,0.04592340610367794,0.391456937,0.500913681,0.30329129368549995,0.11402515,0.823030462,6.604285688234475,0.2912840193198569,1.12067,1.12639,0.612400088077632,-0.7905479948254303,0.3440064354042526,-0.9389672903783496,0.2532399999999999,0.2615899999999999,0.010448999999999986,0.022775000000000045,0.1522699999999999,0.1588400000000001
L48,1.393914628,1.394239493,5.548385963,4.636151707,0.394798563,0.385414117,0.398046259,0.353865071,0.064862834,0.082681043,0.081798671,0.06456112,0.724734292,0.688147191,0.625931471,0.731531398,89.10539642,234.4716877,2.373643865,2.371754249,0.49435683,0.897491148,0.8980444,0.498161194,0.47973495,0.442723026,0.383055197,50.56159273,55.86177368,57.32670299,898.4736366,3.413280877,0.775053281,5.326127424,4.059284761,0.165876461,-3.413280877,0.646003884,0.072844439,-2906.365925,-2906.235179,0.799552,0.000438524,4.566810066,1.13822,1.13669,-4.967469169,-0.23127,1.08446,1.0865,-0.444246,0.351292,0.351888,-8.198246088,-4.366338845,3.831907243,1.915953621,0.521933302,6.282292466,10.29962265,4.336874127756073,1.29247,1.29006,-3.8042876869152495,0.83769,0.83849,0.352751,0.350772,-5.1073048600345,-0.606813886615,4.5004909734195,2.25024548670975,0.4443959585325838,2.85705937332475,1.8137550571511705,1.08446,1.0865,0.897491148,0.8980444,2.371754249,2.373643865,0.020168161400788427,0.353865071,0.398046259,0.33250461973586604,0.06456112,0.731531398,16.48661041173875,0.18244558531180943,1.13669,1.13822,0.9089681644633377,0.416865537064592,0.9118471808027921,-0.41052980264774935,0.24801000000000006,0.24676999999999993,0.0011160000000000059,0.001458999999999988,0.15337,0.15425
L49,1.394510399,1.394370581,5.40719775,5.431450572,0.455391858,0.37588166,0.455352009,0.376026824,0.11942754,0.098279091,0.098341711,0.119586936,0.791356176,0.653484228,0.653711937,0.791117082,89.36178704,243.0673852,2.373698307,2.374570399,0.496837728,0.897991987,0.897881336,0.500430606,0.490476491,0.464045988,0.41567732,52.01438174,58.4153853,56.48938939,1071.613729,3.144604123,1.36668534,5.118865725,3.65296781,0.235497962,-3.144604123,0.508363687,0.072401805,-3220.096021,-3219.929623,1.018513,0.000558102,1.466844296,1.13634,1.1359,-5.806757937,-0.22978,1.08773,1.08833,-0.461528,0.354113,0.354607,-7.991711675,-4.135858414,3.855853262,1.927926631,0.518691938,6.063785045,9.536018767,5.559015655671424,1.28946,1.28906,-4.604455226523691,0.84046,0.84027,0.350182,0.350211,-4.933968337266,-0.412524597358,4.521443739908,2.260721869954,0.4423365887199328,2.673246467312,1.580523188184466,1.08773,1.08833,0.897881336,0.897991987,2.373698307,2.374570399,0.045851866750271725,0.37588166,0.455391858,0.3321314698079473,0.098279091,0.791356176,7.243575743968571,0.26146285243073575,1.1359,1.13634,0.9849687055461789,0.17273288365185363,-0.9186899667866457,-0.3949794234204509,0.24806000000000006,0.2472700000000001,0.004396000000000011,0.003931000000000018,0.15316000000000018,0.15312000000000014
L50,1.387810198,1.391807264,9.117102554,-5.96358567,0.581209475,0.404422104,0.595654748,0.560889316,0.277639571,0.081884062,0.362842488,0.327018211,0.884779379,0.726960145,0.758936145,0.864291285,88.85811008,253.9951101,2.338556818,2.312874412,0.516312197,0.916028,0.89824823,0.536698529,0.570722699,0.567127761,0.535505485,60.06414981,68.50963844,62.60927385,1303.944198,3.101255835,1.832484834,5.232657769,3.661446562,0.173532958,-3.101255835,0.560190727,0.075795007,-4618.180521,-4617.938454,1.83186,0.000811897,2.926654893,1.11568,1.11831,-9.754522424,-0.27416,1.11891,1.11622,-0.54932,0.327666,0.334625,-7.878784427,-3.962794005,3.915990423,1.957995211,0.510726479,5.920789216,8.95194859,6.796437015083713,1.27355,1.27071,-8.355480006857588,0.84777,0.86892,0.322973,0.346362,-4.7345088848495,-0.3643604458195,4.37014843903,2.185074219515,0.457650358541121,2.5494346653345,1.487276051028576,1.11622,1.11891,0.89824823,0.916028,2.312874412,2.338556818,0.08857007449065012,0.404422104,0.595654748,0.30757465275548074,0.081884062,0.884779379,3.4726701374508813,0.2024717768641053,1.11568,1.11831,0.7792798142866619,0.626676129308709,0.45635535803115035,-0.8897976102441839,0.24729999999999996,0.27114000000000005,0.011736999999999997,0.004693000000000003,0.1524000000000001,0.15786999999999995
L51,1.385467305,1.39634386,-2.445255608,-5.762660484,0.308798666,0.302015792,0.311943893,0.310489403,0.034981755,0.031640129,0.064640818,0.063536431,0.582615576,0.572391454,0.556337988,0.560351355,89.98334874,223.6568951,2.333149335,2.405670229,0.504082417,0.906302413,0.917577106,0.509760412,0.485874381,0.408932378,0.308247895,50.37417845,59.65970429,59.61071068,711.8328961,3.253033768,0.199929735,4.701624599,3.608589883,0.499931516,-3.253033768,0.355556115,0.077602732,-2226.108198,-2225.996238,0.747406,0.000375516,4.563988745,1.17096,1.14671,-3.930067405,-0.2364,1.03526,1.08003,-0.487528,0.317327,0.321757,-8.534034579,-4.346746648,4.187287931,2.093643966,0.477636129,6.440390614,9.905846442,3.2872067321663843,1.31468,1.29679,-2.7853417652675354,0.81074,0.80343,0.325114,0.312163,-4.7004946535370005,-0.4786482630295,4.2218463905075,2.11092319525375,0.4737263782256141,2.5895714582832503,1.5883762025622012,1.03526,1.08003,0.906302413,0.917577106,2.333149335,2.405670229,0.004389791549627732,0.302015792,0.311943893,0.2778922217012609,0.031640129,0.582615576,63.304195326729584,0.10476316086146913,1.14671,1.17096,0.9013333752214147,-0.43312601712662385,-0.5677884075507044,-0.8231745405751051,0.27660000000000007,0.22452000000000005,0.009593999999999991,0.007786999999999988,0.1500800000000002,0.14372000000000007
L52,1.389033182,1.389061863,-5.658645328,-5.581486914,0.381548761,0.369685136,0.381796394,0.368526668,0.04783022,0.159208257,0.159060246,0.047078782,0.715267302,0.580162015,0.577993089,0.716514007,91.01959816,221.9958059,2.328430196,2.32776979,0.514233135,0.89887719,0.899226612,0.516653994,0.500299581,0.451913919,0.375445455,52.59780782,57.96461815,57.18712656,839.6641665,3.390390709,0.277902021,5.247445959,3.991690939,0.199854271,-3.390390709,0.60130023,0.075566883,-2715.843476,-2715.72408,0.74242,0.000400456,5.51916626,1.12008,1.12047,-4.701106235,-0.28759,1.11431,1.11379,-0.544025,0.396868,0.397638,-8.533218238,-4.356542747,4.176675491,2.088337746,0.478849746,6.444880492,9.944867549,4.476024915033428,1.273,1.27347,-3.5122181767091374,0.86307,0.86244,0.383196,0.382741,-4.97968346415,-0.608446569718,4.371236894432,2.185618447216,0.4575364017785361,2.794065016934,1.7859474348778823,1.11379,1.11431,0.89887719,0.899226612,2.32776979,2.328430196,0.007271474362813372,0.368526668,0.381796394,0.2984432303451467,0.047078782,0.716514007,41.04301486248759,0.12774864368838568,1.12008,1.12047,0.08648063302437012,-0.9962535320447824,0.8710188429539867,-0.49124960582080696,0.2513500000000001,0.2512399999999999,0.014896999999999994,0.013672000000000017,0.15300000000000002,0.15291999999999994
L53,1.391548381,1.389716142,-16.36647244,-16.16677688,0.295514707,0.308283475,0.298460689,0.287667295,0.033735049,0.08925044,0.028583139,0.069809806,0.557294365,0.527316509,0.54675145,0.527111572,84.75121347,220.9726869,2.332377832,2.339179171,0.53972349,0.875186359,0.893455321,0.546008938,0.509799439,0.408712413,0.297559105,53.40101521,55.76654991,63.36791325,670.0514749,3.096383355,1.551338701,4.022852656,3.261186311,0.9879503,-3.096383355,0.164802956,0.080993456,-1926.207161,-1926.10345,0.761223,0.000347848,4.257214278,1.18443,1.17994,-3.499044786,-0.29472,1.02707,1.0212,-0.715446,0.196975,0.233738,-8.947647632,-4.643894973,4.30375266,2.15187633,0.464710721,6.795771302,10.73075319,1.542159411345014,1.37607,1.36622,-2.304080605180487,0.76341,0.74319,0.208322,0.208549,-4.877368656362,0.964915713873,5.842284370235,2.9211421851175,0.3423318471434748,1.9562264712445,0.6550215231381792,1.0212,1.02707,0.875186359,0.893455321,2.332377832,2.339179171,0.008521118265390811,0.287667295,0.308283475,0.25974037248276194,0.028583139,0.557294365,30.48195839948822,0.09936179571612408,1.17994,1.18443,0.07172653224270073,-0.9974243352617966,0.8729420609775097,0.48782390078422544,0.2780100000000001,0.2636599999999999,0.02518899999999999,0.011346999999999996,0.18628,0.1916399999999998
L54,1.393244374,1.387038793,12.91260851,-8.035130636,0.393734025,0.399674377,0.36767276,0.403852832,0.193535349,0.127146866,0.048262867,0.057570462,0.593932701,0.672201887,0.759442797,0.677775058,92.87288057,219.338985,2.367912439,2.318308586,0.529264117,0.915800876,0.903716688,0.532931693,0.517223913,0.468823983,0.391304657,47.48728008,57.08452429,58.11860272,889.5941053,3.478806131,0.934061848,5.403946829,4.176176869,0.139423909,-3.478806131,0.697370738,0.078500733,-2871.518005,-2871.390332,0.833576,0.000428217,4.198028829,1.11692,1.13569,-5.23843105,-0.26063,1.11454,1.08422,-0.478419,0.331534,0.348348,-8.625192719,-4.395727141,4.229465578,2.114732789,0.472872982,6.51045993,10.02161803,1.5461259812835435,1.27167,1.28576,-4.005289616693309,0.85125,0.8579,0.356844,0.392605,-5.1720679564535,-0.7434150395660001,4.4286529168875,2.21432645844375,0.4516045934359695,2.95774149800975,1.975371503079384,1.08422,1.11454,0.903716688,0.915800876,2.318308586,2.367912439,0.016246610305728083,0.36767276,0.403852832,0.31064461519137926,0.048262867,0.759442797,19.120580191540324,0.1312658218139413,1.11692,1.13569,-0.9808734100386113,0.1946467402224508,-0.5417357441224891,0.8405488585085659,0.22631999999999997,0.26329000000000014,0.04425699999999999,0.02531,0.15006999999999993,0.15475000000000017
L55,1.388595589,1.388618556,-8.785452904,-8.540452612,0.240625516,0.267529303,0.24067675,0.26758623,0.01271184,0.052703187,0.052686109,0.012945242,0.468539192,0.482355419,0.482486352,0.468408259,82.90625742,229.2443314,2.312279546,2.312129121,0.459368012,0.863550596,0.863643776,0.457300137,0.419123096,0.337255658,0.25416707,45.6285422,56.29524509,57.07237373,676.4332625,3.172166939,0.262816171,4.608104482,3.487775116,0.553503695,-3.172166939,0.315608177,0.088507731,-1995.219748,-1995.123406,0.636599,0.000323133,9.524121222,1.17921,1.17936,-3.292689884,-0.28655,1.07558,1.07528,-0.502682,0.286956,0.287641,-9.012138615,-4.692875466,4.319263149,2.159631574,0.463041943,6.85250704,10.87149616,0.9471505952064856,1.3691,1.36933,-2.244262650093455,0.79699,0.79678,0.277882,0.278707,-4.919274189339,-0.316196294281,4.603077895058,2.301538947529,0.4344918868627574,2.61773524181,1.488686038437704,1.07528,1.07558,0.863550596,0.863643776,2.312129121,2.312279546,0.015534583559554725,0.240625516,0.26758623,0.23716334085968155,0.01271184,0.482486352,15.266797461964245,0.05282831268816895,1.17921,1.17936,0.940754453195343,0.3390885707202931,0.09180287167695973,-0.9957772003575216,0.27849999999999997,0.27859,0.008933999999999997,0.009073999999999971,0.18996999999999997,0.1898899999999999
L56,1.38922468,1.388497704,11.69315362,-4.468213659,0.337282182,0.346649551,0.300857323,0.299126737,0.078240722,0.124852701,0.052150994,0.0152451,0.596323642,0.5684464,0.54610248,0.586469547,83.64344184,213.5336292,2.30937519,2.303599377,0.517092574,0.876380218,0.86063292,0.519827292,0.488379427,0.409526509,0.320946927,55.3372679,59.58756655,52.47170255,764.294761,3.134510095,1.117705889,4.948354132,3.566434201,0.329569974,-3.134510095,0.431924106,0.082054246,-2295.131221,-2295.021255,0.62661,0.000368828,3.489468786,1.12982,1.12555,-3.436033738,-0.30527,1.10027,1.1023,-0.480316,0.323781,0.348691,-8.561790192,-4.312460303,4.249329889,2.124664945,0.470662446,6.437125247,9.751321392,3.123673022260813,1.29067,1.27864,-2.281709162247852,0.81711,0.82754,0.310115,0.343085,-4.610697082872,-0.591031283286,4.019665799586,2.009832899793,0.4975538016633092,2.600864183079,1.6828499771100112,1.10027,1.1023,0.86063292,0.876380218,2.303599377,2.30937519,0.02454366323834261,0.299126737,0.346649551,0.272907548165388,0.0152451,0.596323642,11.119267140980254,0.05096535385935762,1.12555,1.12982,0.924438242363008,-0.38133179261214584,-0.09452989001586727,0.9955220238114213,0.27476,0.2831600000000001,0.005606,0.013666000000000011,0.15308999999999995,0.16084999999999994
L57,1.403969935,1.383024662,-5.735116923,5.057376665,0.322737287,0.180621417,0.258640123,0.332924406,0.086415466,0.003318855,0.019753733,0.063103784,0.559059107,0.357923979,0.64609508,0.454176463,85.89834273,210.0229647,2.27874887,2.098045271,0.473507967,0.87787691,0.820210585,0.468720905,0.436400224,0.365495034,0.273744329,45.14856397,54.26312449,45.51658901,669.4632575,3.840988064,1.404885421,5.136092597,4.441745943,0.310665282,-3.840988064,0.600757879,0.075552695,-1779.083846,-1778.990916,0.559953,0.000311689,7.830653503,1.30287,1.11647,-2.959124772,-0.03147,-0.56574,1.13891,-0.303952,-0.374892,0.444408,-8.82737331,-4.890430121,3.936943189,1.968471595,0.508008347,6.858901716,11.94950765,2.114727249552528,1.39212,1.27339,-1.9322591431648677,-0.55198,0.88318,-0.239271,0.436425,-5.3217305742285,-1.3085955070545,4.013135067174,2.006567533587,0.4983634905187418,3.3151630406415,2.738583626534812,-0.56574,1.13891,0.820210585,0.87787691,2.098045271,2.27874887,0.07024387160534161,0.180621417,0.332924406,0.2609855697330632,0.003318855,0.64609508,3.715421200007103,0.01837464822900819,1.11647,1.30287,-0.8797523634825881,-0.47543220226105853,0.4472989947248366,-0.8943844862910753,0.2557300000000001,0.013759999999999994,0.007983000000000018,0.135621,0.15691999999999995,0.08925000000000005
L58,1.406781533,1.387819386,30.22789472,7.927405548,0.404405026,0.386356262,0.577475052,0.631202928,0.181489557,0.082515954,0.444925795,0.291273632,0.627320494,0.69019657,0.817480061,0.863676471,100.8226856,247.6641399,2.350801154,2.427586587,0.59777418,0.928851798,0.94152418,0.619405996,0.623862776,0.583262279,0.499915321,69.63885009,70.14840453,73.62846486,937.8453178,3.172171896,0.920466762,5.098919925,3.67449467,0.249402849,-3.172171896,0.502322774,0.062971101,-6896.304897,-6896.153794,1.058942,0.000506802,68.33486592,1.14382,1.10647,-6.589632203,-0.20345,1.08259,1.15726,-0.522909,0.406552,0.452775,-7.81184442,-4.211506064,3.600338356,1.800169178,0.555503345,6.011675242,10.03801189,2.2704783152454904,1.29547,1.26129,-5.133439066080465,0.90005,0.91755,0.452218,0.466768,-5.1475777099085,-0.4620493181489999,4.6855283917595,2.34276419587975,0.4268462023445266,2.80481351402875,1.6789950226988408,1.08259,1.15726,0.928851798,0.94152418,2.350801154,2.427586587,0.12284110554391699,0.386356262,0.631202928,0.2946622634795974,0.082515954,0.863676471,2.398726893370823,0.21357478088448842,1.10647,1.14382,0.2876006369580023,0.957750423451408,0.49833714121285555,-0.8669833295328109,0.23970999999999998,0.18253999999999992,0.013993000000000033,0.045665999999999984,0.15481999999999996,0.15164999999999984
L59,1.395640433,1.389970499,14.70875122,5.029823443,0.490376459,0.410820719,0.413857785,0.471576257,0.286548676,0.132554949,0.120116359,0.168965576,0.694204243,0.689086489,0.823036154,0.658749993,96.38342375,241.6316849,2.343582538,2.334425683,0.537749255,0.92369782,0.889774739,0.543487369,0.543015436,0.510312259,0.446709751,50.64473765,0.0,52.94272316,985.54439,3.125647997,0.500981542,5.09768322,3.621755597,0.24442438,-3.125647997,0.4961076,0.076657265,-2956.655228,-2956.501791,0.987105,0.00051463,6.043276019,1.12286,1.12699,-5.844285659,-0.245,1.10976,1.09651,-0.550386,0.411184,0.384326,-8.389814239,-4.165518823,4.224295415,2.112147708,0.473451737,6.277666531,9.329152723,1.7605225815081158,1.27291,1.27965,-4.530689833847954,0.87217,0.86152,0.399966,0.407836,-4.9130155707775,-0.6106234805220001,4.302392090255499,2.1511960451277496,0.4648576787154769,2.76181952564975,1.772885160684469,1.09651,1.10976,0.889774739,0.92369782,2.334425683,2.343582538,0.04038311529430676,0.410820719,0.490376459,0.29634258431231425,0.120116359,0.823036154,7.338279430712787,0.29238145362381296,1.12286,1.12699,0.8446700726248478,-0.5352872765272254,0.26764634588023034,-0.9635172201559037,0.23499000000000014,0.23759000000000008,0.023509999999999975,0.011218000000000006,0.15266000000000002,0.15005000000000002
